Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
184,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,33,22.5,1013,794,217,20,0,5,51,197,0,0,0,0,765,2,23
185,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,22,10.6,819,794,25,25,0,4,0,0,0,0,0,0,753,0,3
186,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,29,35.0,1796,1331,460,33,1,7,111,426,1,1,0,0,1350,5,48
187,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,24,5.0,272,234,37,6,0,0,18,31,0,0,0,0,230,1,4
188,Folarin Balogun,us USA,FW,Arsenal,eng Premier League,20,0.8,9,9,0,0,1,0,0,0,0,0,0,0,4,0,1
189,Abdoulaye Bamba,ci CIV,"DF,FW",Angers,fr Ligue 1,31,5.1,183,138,45,3,0,0,10,42,0,0,0,0,140,0,6
190,Jonathan Bamba,fr FRA,"MF,FW",Lille,fr Ligue 1,25,27.0,1148,1003,139,33,3,4,115,37,69,27,33,0,866,6,37
191,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,27,6.2,108,89,19,0,1,0,3,1,0,0,0,0,88,0,3
192,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,26,21.7,733,700,26,4,4,6,68,14,6,1,1,0,537,7,21
193,Mattia Bani,it ITA,DF,Genoa,it Serie A,27,13.5,469,425,42,34,0,0,1,0,0,0,0,0,333,2,7
194,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,24,1.4,31,29,1,0,0,1,1,0,0,0,0,0,18,1,1
195,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,23,10.1,308,305,3,1,0,0,8,2,0,0,0,0,257,0,3
196,Antonín Barák,cz CZE,"MF,FW",Hellas Verona,it Serie A,26,26.0,1107,1081,17,5,2,4,13,6,0,0,0,0,876,9,37
197,Barbero,es ESP,"FW,MF",Osasuna,es La Liga,22,0.2,11,10,1,0,0,0,0,0,0,0,0,0,7,0,0
198,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,25,1.0,42,41,1,1,0,0,0,0,0,0,0,0,32,0,0
199,Barcia,es ESP,DF,Granada,es La Liga,20,0.8,22,22,0,0,0,0,0,0,0,0,0,0,8,0,0
200,Bradley Barcola,fr FRA,"FW,MF",Lyon,fr Ligue 1,18,2.9,81,80,1,0,0,0,4,0,0,0,0,0,57,0,5
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
201,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,20,28.8,1878,1578,297,30,0,4,87,267,0,0,0,0,1508,3,39
202,Enis Bardhi,mk MKD,"MF,FW",Levante,es La Liga,26,18.9,749,639,103,32,9,15,87,15,52,17,21,0,529,7,19
203,Francesco Bardi,it ITA,GK,Bologna,it Serie A,29,2.0,49,30,18,5,0,0,0,0,0,0,0,0,33,1,0
204,Keidi Bare,al ALB,MF,Espanyol,es La Liga,23,16.5,886,845,36,34,2,15,7,2,0,0,0,0,761,5,12
205,Nicolò Barella,it ITA,MF,Inter,it Serie A,24,32.4,1876,1836,31,17,11,15,66,14,0,0,0,0,1554,9,44
206,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,24,9.6,374,355,16,3,1,4,55,11,2,0,0,0,249,3,14
207,Ross Barkley,eng ENG,"MF,FW",Chelsea,eng Premier League,27,2.0,128,121,7,0,1,0,7,0,7,0,6,0,106,0,4
208,Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,de Bundesliga,23,1.8,70,59,11,0,0,2,2,9,2,1,1,0,52,0,0
209,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,31,9.0,198,191,1,0,1,1,2,0,0,0,0,0,122,6,6
210,Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,23,23.3,756,747,7,0,7,2,45,5,0,0,0,0,550,2,24
211,Antonio Barragán,es ESP,DF,Elche,es La Liga,34,11.3,542,421,121,36,0,6,33,81,4,1,2,0,423,0,5
212,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,21,19.9,536,525,6,5,2,1,8,1,0,0,0,0,375,5,18
213,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,19,6.1,184,184,0,0,1,1,8,0,0,0,0,0,129,0,11
214,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,26,18.1,783,574,209,23,0,3,54,169,17,7,2,0,541,0,33
215,Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,22,23.7,923,821,99,26,7,15,112,10,59,40,5,0,698,3,15
216,Abdourahmane Barry,fr FRA,DF,Greuther Fürth,de Bundesliga,21,2.3,111,90,20,3,0,0,7,17,0,0,0,0,85,1,5
217,Marc Bartra,es ESP,DF,Betis,es La Liga,30,22.1,1131,1089,34,32,2,23,0,2,0,0,0,0,926,8,5
218,Daniele Baselli,it ITA,"MF,FW",Torino,it Serie A,29,1.7,89,82,7,3,0,0,5,0,2,0,2,0,64,0,1
219,Daniele Baselli,it ITA,MF,Cagliari,it Serie A,29,3.2,151,131,20,9,1,0,17,1,10,7,3,0,110,0,3
220,Toma Bašić,hr CRO,MF,Lazio,it Serie A,24,10.9,451,436,14,6,0,1,15,0,0,0,0,0,386,1,5
221,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,24,2.3,95,84,11,2,1,0,18,0,9,5,3,0,67,0,2
222,Amine Bassi,fr FRA,"MF,FW",Metz,fr Ligue 1,23,2.0,117,99,18,8,0,1,16,1,9,4,3,0,85,0,4
223,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,17,2.2,53,52,1,0,0,0,0,0,0,0,0,0,41,0,2
224,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,22,25.7,1810,1684,120,58,2,29,29,30,2,0,0,0,1599,6,25
225,Simone Bastoni,it ITA,"MF,DF",Spezia,it Serie A,24,25.4,1224,1015,201,55,8,13,113,108,38,14,20,0,876,8,37
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
226,Lewis Bate,eng ENG,MF,Leeds United,eng Premier League,18,1.6,61,60,1,0,0,1,0,0,0,0,0,0,45,0,3
227,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,30,13.1,515,483,29,27,0,3,1,1,0,0,0,0,427,3,9
228,Maximilian Bauer,de GER,DF,Greuther Fürth,de Bundesliga,21,18.8,897,849,45,42,0,3,1,2,0,0,0,0,723,3,8
229,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31,33.0,1523,1232,286,70,0,2,0,0,0,0,0,0,1225,5,2
230,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,25,24.1,1205,1134,66,57,0,10,10,4,0,0,0,0,950,5,8
231,Julian Baumgartlinger,at AUT,"MF,FW",Leverkusen,de Bundesliga,33,1.0,70,68,2,1,0,0,1,0,0,0,0,0,62,0,0
232,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,21,21.0,729,695,32,6,4,4,35,23,2,1,0,0,514,2,18
233,Jon Bautista,es ESP,MF,Real Sociedad,es La Liga,26,0.5,7,5,2,0,0,0,0,0,0,0,0,0,6,0,0
234,Paul Baysse,fr FRA,"MF,DF",Bordeaux,fr Ligue 1,33,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
235,Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,de Bundesliga,24,2.7,51,48,3,0,0,0,10,3,0,0,0,0,30,0,6
236,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,31,9.6,332,289,42,17,2,5,87,4,20,11,7,0,208,1,14
237,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,27,23.2,629,561,65,1,0,1,49,58,0,0,0,0,431,3,31
238,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,25,34.8,1428,1270,157,49,1,3,17,105,0,0,0,0,1117,1,16
239,Mads Bech Sørensen,dk DEN,DF,Brentford,eng Premier League,22,9.3,514,435,78,6,0,0,10,72,0,0,0,0,393,1,9
240,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,26,19.5,605,597,6,1,3,2,123,2,1,0,0,0,374,2,28
241,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,25,29.2,1490,1399,90,45,0,6,1,43,0,0,0,0,1201,1,5
242,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,24,0.8,34,33,0,0,1,0,0,0,0,0,0,0,26,1,2
243,Donny van de Beek,nl NED,MF,Everton,eng Premier League,24,5.4,250,240,9,1,1,1,6,1,1,1,0,0,206,1,4
244,Asmir Begović,ba BIH,GK,Everton,eng Premier League,34,3.0,85,46,39,8,0,0,0,0,0,0,0,0,39,0,1
245,Valon Behrami,ch SUI,"MF,FW",Genoa,it Serie A,36,3.5,66,63,3,1,1,0,2,2,0,0,0,0,44,0,3
246,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,30,5.5,195,194,0,0,0,0,2,0,0,0,0,0,125,1,3
247,Youcef Belaïli,dz ALG,"MF,FW",Brest,fr Ligue 1,29,9.2,390,327,60,19,4,4,50,10,31,21,6,0,271,3,14
248,Vid Belec,si SVN,GK,Salernitana,it Serie A,31,21.5,575,329,245,63,0,0,0,0,0,0,0,0,367,1,1
249,Ishak Belfodil,dz ALG,FW,Hertha BSC,de Bundesliga,29,18.2,471,432,36,1,1,0,12,2,0,0,0,0,327,3,16
250,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,27,25.7,986,949,35,17,0,9,11,6,0,0,0,0,826,2,17
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
251,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,29,31.8,1545,1495,45,39,0,4,16,6,0,0,0,0,1180,5,21
252,Armel Bella Kotchap,de GER,DF,Bochum,de Bundesliga,19,19.6,739,719,18,10,0,9,2,8,0,0,0,0,565,2,4
253,Raoul Bellanova,it ITA,"DF,FW",Cagliari,it Serie A,21,27.7,933,837,95,4,0,6,96,91,0,0,0,0,667,1,29
254,Karim Bellarabi,de GER,"FW,MF",Leverkusen,de Bundesliga,31,7.6,268,257,11,0,2,1,25,8,3,0,2,0,200,0,10
255,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,23,25.9,1073,1021,46,20,5,7,54,1,25,13,8,0,876,6,22
256,Héctor Bellerín,es ESP,DF,Betis,es La Liga,26,22.0,1048,845,200,18,1,4,42,182,0,0,0,0,804,3,27
257,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,18,31.0,1517,1475,33,23,12,18,14,9,1,0,0,0,1256,9,25
258,George Bello,us USA,DF,Arminia,de Bundesliga,19,4.8,171,134,37,0,1,0,11,35,2,0,2,0,130,0,0
259,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,16,0.1,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0
260,Andrea Belotti,it ITA,FW,Torino,it Serie A,27,15.2,369,341,25,2,2,4,13,1,0,0,0,0,252,3,17
261,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,22,28.9,1893,1821,70,54,1,31,17,2,6,0,4,0,1716,2,16
262,Hatem Ben Arfa,fr FRA,"FW,MF",Lille,fr Ligue 1,34,3.5,153,134,18,3,1,0,7,1,6,0,6,0,132,1,1
263,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,30,28.1,688,630,54,2,8,1,14,2,0,0,0,0,496,4,12
265,Marco Benassi,it ITA,"DF,MF",Fiorentina,it Serie A,26,1.8,133,116,17,4,0,3,4,12,0,0,0,0,108,0,4
266,Marco Benassi,it ITA,MF,Empoli,it Serie A,26,4.2,174,161,13,1,1,1,13,9,1,0,1,0,117,0,10
267,Darío Benedetto,ar ARG,"FW,MF",Elche,es La Liga,31,6.6,112,102,9,0,0,4,6,1,0,0,0,0,72,1,2
268,Darío Benedetto,ar ARG,"FW,MF",Marseille,fr Ligue 1,31,0.6,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
269,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,23,2.7,187,160,25,14,0,0,15,1,10,6,1,0,138,2,1
270,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,28,37.0,1036,702,332,72,0,2,0,0,0,0,0,0,777,2,0
271,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,18,1.3,29,27,0,0,0,0,4,0,0,0,0,0,19,2,1
272,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,29,0.7,52,46,6,1,0,0,0,5,0,0,0,0,42,0,0
273,Pedro Benito,es ESP,FW,Cádiz,es La Liga,21,0.3,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
274,Filip Benković,hr CRO,"DF,FW",Udinese,it Serie A,24,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
275,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,23,16.9,1102,1037,61,41,4,12,24,5,15,4,5,0,950,4,9
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
276,Keanan Bennetts,eng ENG,"FW,DF",M'Gladbach,de Bundesliga,22,0.6,25,23,2,0,0,0,2,2,0,0,0,0,17,0,1
277,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,25,24.1,841,813,27,4,5,5,74,4,1,0,0,0,632,1,27
278,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,26,22.4,1288,1148,132,30,2,5,15,99,1,0,0,0,1046,8,26
279,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,26,16.8,913,886,26,23,1,3,3,3,0,0,0,0,755,1,11
280,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,24,15.1,1019,1002,17,14,5,8,9,3,0,0,0,0,912,0,14
281,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,24,12.8,758,746,11,10,2,2,4,1,0,0,0,0,659,1,11
282,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,30,12.7,305,279,23,1,2,1,0,4,0,0,0,0,196,3,3
283,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,33,28.8,1245,1175,57,4,6,10,10,2,8,0,0,0,1043,13,30
284,Alessandro Berardi,it ITA,GK,Hellas Verona,it Serie A,30,1.0,30,21,9,2,0,0,0,0,0,0,0,0,13,0,0
285,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,26,31.3,1402,1284,115,43,15,37,102,13,59,39,3,1,996,3,51
286,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,31,11.3,634,509,120,17,0,8,33,103,0,0,0,0,487,5,12
287,Álex Berenguer,es ESP,MF,Athletic Club,es La Liga,26,24.1,877,760,108,26,7,6,145,6,73,20,29,0,548,9,41
288,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,29,32.7,1606,1322,279,45,0,7,60,233,1,0,0,0,1251,5,43
289,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,30,12.2,341,336,2,0,2,2,44,1,1,1,0,0,209,3,17
290,Patrick Berg,no NOR,MF,Lens,fr Ligue 1,23,3.4,218,215,3,2,0,3,2,1,0,0,0,0,179,0,1
291,Mitchell van Bergen,nl NED,"FW,MF",Reims,fr Ligue 1,21,10.9,225,185,36,10,1,0,49,1,19,7,11,0,139,4,8
292,Steven Bergwijn,nl NED,"FW,MF",Tottenham,eng Premier League,23,6.3,177,171,6,1,1,0,8,4,1,1,0,0,144,0,3
293,Etrit Berisha,al ALB,GK,Torino,it Serie A,32,10.0,319,211,107,29,0,0,0,0,0,0,0,0,176,1,0
294,Valon Berisha,xk KVX,"MF,FW",Reims,fr Ligue 1,28,5.1,188,153,33,9,0,4,27,0,20,7,9,0,126,2,2
295,Federico Bernardeschi,it ITA,"MF,FW",Juventus,it Serie A,27,16.4,592,537,52,14,4,11,51,12,26,7,9,1,452,3,17
296,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,24,13.0,340,212,127,29,0,2,0,0,0,0,0,0,267,1,0
297,Paul Bernardoni,fr FRA,GK,Saint-Étienne,fr Ligue 1,24,19.0,581,384,195,59,0,0,0,0,0,0,0,0,330,2,0
298,Juan Bernat,es ESP,"DF,MF",Paris S-G,fr Ligue 1,28,10.6,681,619,61,7,1,0,12,54,0,0,0,0,628,1,3
299,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,23,9.3,313,213,99,13,0,0,0,0,0,0,0,0,223,1,0
300,Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,31,19.2,1427,1268,158,77,3,17,133,4,77,36,27,0,1158,1,16
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
301,Nicolò Bertola,it ITA,"MF,DF",Spezia,it Serie A,18,0.4,11,11,0,0,0,0,0,0,0,0,0,0,6,0,1
302,Ryan Bertrand,eng ENG,DF,Leicester City,eng Premier League,31,3.7,191,142,49,5,0,0,12,34,10,4,4,1,151,0,7
303,Daniel Bessa,it ITA,MF,Hellas Verona,it Serie A,28,8.5,479,453,24,12,0,2,17,3,8,3,4,0,383,2,11
304,Beto,gw GNB,FW,Udinese,it Serie A,23,24.1,362,331,29,0,1,5,2,3,0,0,0,0,247,2,5
305,Jordan Beyer,de GER,DF,M'Gladbach,de Bundesliga,21,15.4,937,900,36,17,0,5,8,19,0,0,0,0,823,1,6
306,Bartosz Bialek,pl POL,"FW,DF",Wolfsburg,de Bundesliga,19,2.0,42,42,0,0,0,0,0,0,0,0,0,0,23,0,2
307,Giulian Biancone,fr FRA,"DF,MF",Troyes,fr Ligue 1,21,25.5,1279,1106,169,28,2,16,87,141,0,0,0,0,939,4,25
308,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,31,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
309,Mads Bidstrup,dk DEN,MF,Brentford,eng Premier League,20,0.5,13,13,0,0,0,0,0,0,0,0,0,0,10,0,1
310,Pedro Bigas,es ESP,DF,Elche,es La Liga,30,17.2,933,888,40,39,1,10,2,1,0,0,0,0,806,5,3
311,El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,19,13.3,330,316,12,0,0,2,4,0,0,0,0,0,242,2,5
312,Jean-Claude Billong,cm CMR,DF,Clermont Foot,fr Ligue 1,27,10.9,490,478,11,10,0,4,1,1,0,0,0,0,417,1,4
313,Luis Binks,eng ENG,DF,Bologna,it Serie A,19,7.2,338,317,19,18,0,0,1,0,0,0,0,0,271,2,3
314,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,28,35.0,2600,2017,575,130,0,34,278,324,121,18,82,0,2080,8,55
315,Davide Biraschi,it ITA,DF,Genoa,it Serie A,27,10.3,449,394,53,19,0,3,14,24,0,0,0,0,322,2,7
316,Tom Bischof,de GER,MF,Hoffenheim,de Bundesliga,16,0.2,5,5,0,0,0,0,1,0,0,0,0,0,2,0,0
317,Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,24,23.5,1193,1172,19,17,3,3,2,2,0,0,0,0,1061,2,15
318,Nathan Bitu Mazala,fr FRA,DF,Paris S-G,fr Ligue 1,18,0.1,10,8,2,0,0,0,0,2,0,0,0,0,9,0,0
319,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,30,38.0,1207,770,435,107,0,0,0,0,0,0,0,0,851,2,0
320,Bjarki Bjarkason,is ISL,MF,Venezia,it Serie A,21,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
321,Blanco,es ESP,MF,Real Madrid,es La Liga,21,0.3,20,20,0,0,0,0,0,0,0,0,0,0,18,0,0
322,Ludovic Blas,fr FRA,"MF,FW",Nantes,fr Ligue 1,23,32.9,1056,974,75,20,3,22,37,12,1,0,0,0,833,7,29
323,Danny Blum,de GER,FW,Bochum,de Bundesliga,30,3.8,181,154,26,11,0,3,31,4,11,6,5,0,112,1,5
324,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,20,10.7,167,149,18,0,0,0,0,0,1,0,0,0,128,0,5
325,Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,32,18.0,1135,1095,39,35,2,4,5,2,0,0,0,0,991,1,2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
326,Kevin-Prince Boateng,gh GHA,"MF,FW",Hertha BSC,de Bundesliga,34,7.7,335,309,24,16,2,8,5,2,0,0,0,0,256,2,4
327,Antonin Bobichon,fr FRA,"MF,FW",Angers,fr Ligue 1,25,0.4,17,16,1,0,0,0,2,0,1,0,1,0,12,0,0
328,Herbert Bockhorn,de GER,DF,Bochum,de Bundesliga,26,9.4,340,278,61,4,0,1,27,57,0,0,0,0,236,1,13
329,Jean-Paul Boëtius,nl NED,MF,Mainz 05,de Bundesliga,27,20.0,937,855,71,42,4,10,50,5,24,14,9,0,695,11,14
330,Jeremie Boga,ci CIV,"FW,MF",Atalanta,it Serie A,24,8.5,419,390,28,4,2,2,24,8,16,9,4,0,333,1,11
331,Jeremie Boga,ci CIV,"FW,MF",Sassuolo,it Serie A,24,7.4,266,263,2,0,1,0,7,1,1,0,0,0,216,1,7
332,Luka Bogdan,hr CRO,DF,Salernitana,it Serie A,25,4.4,134,120,13,6,0,0,1,7,0,0,0,0,93,1,2
333,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,22,7.8,294,261,33,22,0,2,20,0,11,0,11,0,231,0,5
334,Quentin Boisgard,fr FRA,"MF,FW",Lorient,fr Ligue 1,24,10.6,396,349,45,12,1,1,46,4,29,10,14,0,286,2,12
335,Charles Boli,fr FRA,"MF,DF",Lens,fr Ligue 1,22,0.4,20,17,3,2,0,0,2,0,1,1,0,0,16,0,0
336,Willy Boly,ci CIV,DF,Wolves,eng Premier League,30,10.0,558,548,9,8,0,1,0,1,0,0,0,0,468,1,4
337,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,31,25.2,1206,1153,47,21,7,14,36,4,17,0,12,0,999,6,18
338,Federico Bonazzoli,it ITA,"FW,MF",Salernitana,it Serie A,24,20.7,547,475,70,6,1,19,23,2,11,6,4,0,407,2,19
339,Tarsis Bonga,de GER,"MF,FW",Bochum,de Bundesliga,24,0.2,8,8,0,0,0,0,1,0,0,0,0,0,4,0,2
340,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,25,13.4,696,662,34,27,2,6,3,5,0,0,0,0,564,0,5
341,Solomon Bonnah,nl NED,DF,RB Leipzig,de Bundesliga,17,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
342,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,34,22.3,1317,1199,108,80,2,24,3,2,0,0,0,0,1136,10,5
343,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,22,22.3,1177,1136,36,31,0,4,0,3,0,0,0,0,1007,5,2
344,Rafael Borré,co COL,FW,Eint Frankfurt,de Bundesliga,25,26.4,694,644,48,1,4,1,20,7,1,0,0,0,489,2,31
345,Sven Botman,nl NED,DF,Lille,fr Ligue 1,21,25.0,1525,1464,57,52,0,22,0,4,0,0,0,0,1340,4,11
346,Denis Bouanga,ga GAB,"FW,MF",Saint-Étienne,fr Ligue 1,26,27.1,795,717,76,12,3,32,67,38,20,10,6,1,539,2,17
347,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,21,18.0,665,656,7,2,0,2,49,4,1,0,0,0,499,2,23
348,Ryad Boudebouz,dz ALG,"MF,FW",Saint-Étienne,fr Ligue 1,31,25.0,1586,1418,162,102,10,18,106,1,44,29,10,1,1233,6,24
349,Sofiane Boufal,ma MAR,"FW,MF",Angers,fr Ligue 1,27,25.9,1016,865,147,47,13,11,108,8,83,25,30,2,746,4,25
350,Farid Boulaya,dz ALG,"MF,FW",Metz,fr Ligue 1,28,17.0,760,659,89,23,5,16,71,21,37,8,24,0,505,12,23
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
351,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,30,31.0,1072,772,298,57,0,2,0,0,0,0,0,0,819,2,1
352,Ismaëlben Boura,fr FRA,DF,Lens,fr Ligue 1,20,1.1,72,64,8,5,0,2,1,3,0,0,0,0,61,0,0
353,Mehdi Bourabia,ma MAR,MF,Spezia,it Serie A,29,3.1,110,94,15,13,0,0,3,0,2,2,0,0,91,1,2
354,Benjamin Bourigeaud,fr FRA,"FW,MF",Rennes,fr Ligue 1,27,35.5,1942,1665,269,56,10,25,294,42,171,47,104,0,1374,8,43
355,Redwan Bourles,fr FRA,"MF,FW",Lorient,fr Ligue 1,18,0.2,7,5,2,0,0,0,0,2,0,0,0,0,4,0,0
356,Edoardo Bove,it ITA,"MF,DF",Roma,it Serie A,19,0.8,35,33,2,2,0,1,2,0,0,0,0,0,29,0,0
357,Jarrod Bowen,eng ENG,FW,West Ham,eng Premier League,24,33.1,863,748,110,18,3,11,141,3,85,75,1,1,574,5,30
358,Dedryck Boyata,be BEL,DF,Hertha BSC,de Bundesliga,30,21.1,805,784,19,19,0,2,0,0,0,0,0,0,675,2,4
359,Lucas Boyé,ar ARG,FW,Elche,es La Liga,25,19.0,426,388,34,0,1,5,7,1,0,0,0,0,306,4,15
360,Domagoj Bradarić,hr CRO,DF,Lille,fr Ligue 1,21,4.6,297,241,55,14,0,1,21,38,3,2,1,0,220,1,5
361,Bilal Brahimi,dz ALG,MF,Nice,fr Ligue 1,21,4.2,181,151,29,7,0,0,45,8,14,6,7,0,126,1,3
362,Bilal Brahimi,dz ALG,FW,Angers,fr Ligue 1,21,3.8,95,83,10,0,1,1,11,10,0,0,0,0,66,2,6
363,Martin Braithwaite,dk DEN,FW,Barcelona,es La Liga,30,2.6,56,54,2,1,0,1,2,0,0,0,0,0,44,0,1
364,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,25,23.1,1324,1202,117,17,7,5,128,11,89,38,40,0,1022,5,22
365,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,19,4.3,117,108,9,7,0,0,0,2,0,0,0,0,89,0,1
366,Darko Brašanac,rs SRB,MF,Osasuna,es La Liga,29,26.7,910,860,45,1,1,2,27,5,0,0,0,0,676,5,35
367,Lilian Brassier,fr FRA,DF,Brest,fr Ligue 1,21,25.1,1273,1183,90,39,0,25,17,51,0,0,0,0,1012,0,12
368,Claudio Bravo,cl CHI,GK,Betis,es La Liga,38,16.2,507,330,174,75,0,5,0,0,0,0,0,0,332,3,0
369,Iker Bravo,es ESP,FW,Leverkusen,de Bundesliga,16,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,26,4.0,129,89,40,3,0,0,0,0,0,0,0,0,116,0,0
371,Josip Brekalo,hr CRO,MF,Torino,it Serie A,23,25.4,1166,1043,112,40,7,8,135,13,52,19,21,0,835,11,34
