Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1288,Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,29,1.8,81,81,0,0,0,0,0,0,0,0,0,0,71,0,2
1289,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,24,27.5,1680,1643,30,19,9,12,31,4,7,3,3,0,1504,7,20
1290,Luuk de Jong,nl NED,FW,Barcelona,es La Liga,30,7.3,185,172,11,1,2,0,1,0,0,0,0,0,132,2,6
1291,Joan Jordán,es ESP,MF,Sevilla,es La Liga,27,27.9,1833,1755,70,59,2,41,23,6,5,0,3,0,1601,8,25
1292,Kaio Jorge,br BRA,"MF,FW",Juventus,it Serie A,19,1.3,39,38,1,0,0,0,1,0,0,0,0,0,29,0,1
1293,Jorginho,it ITA,MF,Chelsea,eng Premier League,29,25.3,1887,1844,42,42,8,4,3,0,0,0,0,0,1681,1,13
1294,Josan,es ESP,"DF,MF",Elche,es La Liga,31,13.5,537,441,93,10,0,1,74,80,3,0,0,0,383,3,20
1295,Willian José,br BRA,FW,Betis,es La Liga,29,17.8,541,501,38,1,5,15,7,2,0,0,0,0,418,2,11
1296,Joselu,es ESP,FW,Alavés,es La Liga,31,34.7,1104,1049,45,0,5,8,31,11,2,0,0,0,657,10,25
1297,Josema,es ESP,DF,Elche,es La Liga,25,2.0,65,44,21,5,0,0,3,16,0,0,0,0,38,0,2
1298,Lenny Joseph,fr FRA,"FW,MF",Metz,fr Ligue 1,20,1.7,32,28,4,0,0,0,1,1,0,0,0,0,20,0,0
1299,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,24,26.3,770,765,0,0,10,1,21,0,0,0,0,0,559,5,23
1300,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,de Bundesliga,31,11.3,380,358,17,6,6,5,9,0,2,1,0,0,246,5,15
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1301,Luka Jović,rs SRB,FW,Real Madrid,es La Liga,23,4.1,67,64,3,1,1,2,0,0,0,0,0,0,52,0,2
1302,Miguel Juan Llambrich,es ESP,DF,Espanyol,es La Liga,25,0.8,47,39,8,0,0,0,1,8,0,0,0,0,34,0,2
1303,José Juan Macías,mx MEX,"FW,MF",Getafe,es La Liga,21,2.2,44,43,1,0,0,0,3,0,0,0,0,0,30,0,1
1304,Juanmi,es ESP,FW,Betis,es La Liga,28,23.7,502,481,20,1,2,6,4,17,0,0,0,0,393,1,11
1305,Gideon Jung,de GER,DF,Greuther Fürth,de Bundesliga,26,1.6,63,59,4,4,0,1,0,0,0,0,0,0,49,0,0
1306,Flavio Junior Bianchi,it ITA,"FW,MF",Genoa,it Serie A,21,3.5,77,75,2,0,0,0,1,0,1,0,1,0,60,0,0
1307,Lago Junior,ci CIV,"FW,MF",Mallorca,es La Liga,30,2.0,46,45,1,0,0,0,5,1,0,0,0,0,27,0,4
1308,Hamed Junior Traorè,ci CIV,"FW,MF",Sassuolo,it Serie A,21,19.7,832,767,62,9,2,11,60,5,47,34,4,0,646,3,22
1309,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,21,29.9,1289,1263,20,5,5,12,44,9,5,0,0,0,1075,6,35
1310,James Justin,eng ENG,DF,Leicester City,eng Premier League,23,11.1,677,565,110,8,0,4,15,102,0,0,0,0,540,2,18
1311,Jutglà,es ESP,FW,Barcelona,es La Liga,22,3.3,122,113,8,1,0,0,6,2,0,0,0,0,100,1,4
1312,Jens Jønsson,dk DEN,MF,Cádiz,es La Liga,28,14.5,336,332,4,3,0,0,5,1,0,0,0,0,255,0,3
1313,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,31,5.8,337,268,68,8,0,2,7,60,0,0,0,0,258,1,2
1314,Ozan Kabak,tr TUR,DF,Norwich City,eng Premier League,21,10.2,431,419,12,11,0,4,1,1,0,0,0,0,350,0,6
1315,Christian Kabasele,be BEL,DF,Watford,eng Premier League,30,13.3,474,465,9,5,0,2,1,4,0,0,0,0,373,0,1
1316,Issa Kaboré,bf BFA,DF,Troyes,fr Ligue 1,20,25.0,1006,802,200,6,1,4,111,193,1,1,0,0,721,4,40
1317,Anton Kade,de GER,"FW,MF",Hertha BSC,de Bundesliga,17,0.9,30,21,9,0,0,0,2,9,0,0,0,0,19,0,1
1318,Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,de Bundesliga,29,13.3,690,559,126,5,0,1,47,121,0,0,0,0,501,5,15
1319,Tino Kadewere,zw ZIM,FW,Lyon,fr Ligue 1,25,5.6,164,159,4,0,1,3,7,2,0,0,0,0,133,1,3
1320,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,28,25.8,1075,904,159,56,4,16,238,28,75,42,26,0,636,12,44
1321,Gaël Kakuta,cd COD,"MF,FW",Lens,fr Ligue 1,30,18.6,722,708,12,7,7,6,46,1,4,2,0,0,511,2,23
1322,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,24,13.6,369,333,36,0,2,4,2,2,0,0,0,0,255,0,11
1323,Arnaud Kalimuendo,fr FRA,FW,Lens,fr Ligue 1,19,23.9,483,436,47,2,2,1,17,6,0,0,0,0,404,0,11
1324,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,fr Ligue 1,19,0.1,5,4,1,1,0,0,0,0,0,0,0,0,5,0,0
1325,Nikola Kalinić,hr CRO,FW,Hellas Verona,it Serie A,33,4.5,104,88,15,1,1,0,1,2,0,0,0,0,85,1,3
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1326,Yayah Kallon,sl SLE,"FW,MF",Genoa,it Serie A,20,7.1,171,170,1,0,0,0,18,1,0,0,0,0,110,0,6
1327,Samuel Kalu,ng NGA,FW,Watford,eng Premier League,23,2.5,69,63,6,4,0,0,8,0,2,0,2,0,56,0,0
1328,Samuel Kalu,ng NGA,"FW,MF",Bordeaux,fr Ligue 1,23,3.6,120,107,11,2,2,1,19,3,6,1,5,0,90,2,4
1329,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,21,21.6,1160,1073,83,35,0,0,22,46,0,0,0,0,1020,4,10
1330,Daichi Kamada,jp JPN,MF,Eint Frankfurt,de Bundesliga,24,23.8,869,824,41,0,4,5,27,7,12,7,3,1,672,4,18
1331,Boubacar Kamara,fr FRA,"MF,DF",Marseille,fr Ligue 1,21,30.9,2425,2336,87,55,7,18,8,32,0,0,0,0,2193,2,24
1332,Hassane Kamara,ci CIV,DF,Watford,eng Premier League,27,18.0,917,725,188,6,3,0,23,182,0,0,0,0,637,4,30
1333,Hassane Kamara,ci CIV,"MF,DF",Nice,fr Ligue 1,27,6.0,299,276,19,2,0,1,16,17,0,0,0,0,239,4,5
1334,Dimitrije Kamenović,rs SRB,DF,Lazio,it Serie A,21,0.5,20,18,2,2,0,0,0,0,0,0,0,0,15,0,0
1335,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,30,21.1,1508,1437,69,59,3,2,8,4,0,0,0,0,1372,2,18
1336,Jean-Armel Kana-Biyik,cm CMR,DF,Metz,fr Ligue 1,32,7.4,317,306,11,9,0,0,0,2,0,0,0,0,275,0,3
1337,Nordine Kandil,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,19,1.0,69,66,3,1,1,0,7,0,2,2,0,0,50,0,3
1338,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,28,35.9,945,887,47,10,22,13,42,18,0,0,0,0,637,11,43
1339,Lee Kangin,kr KOR,"MF,FW",Mallorca,es La Liga,20,15.7,587,488,91,31,4,9,73,5,49,19,16,1,407,8,21
1340,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,30,19.7,1308,1301,2,2,8,4,11,0,0,0,0,0,1121,5,25
1341,Stefanos Kapino,gr GRE,GK,Arminia,de Bundesliga,27,1.0,31,20,11,1,0,0,0,0,0,0,0,0,20,0,0
1342,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,24,21.1,1016,971,42,41,1,3,3,0,0,0,0,0,830,3,15
1343,Rick Karsdorp,nl NED,"DF,FW",Roma,it Serie A,26,32.0,1819,1526,281,15,3,11,103,266,0,0,0,0,1466,12,33
1344,Denso Kasius,nl NED,"DF,FW",Bologna,it Serie A,18,2.0,126,110,16,1,0,1,7,15,0,0,0,0,103,0,3
1345,Grigoris Kastanos,cy CYP,"MF,FW",Salernitana,it Serie A,23,15.0,586,514,71,30,3,2,52,7,34,11,20,0,418,1,22
1346,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,22,3.1,62,60,2,0,1,0,7,2,0,0,0,0,40,0,1
1347,Noah Katterbach,de GER,DF,Köln,de Bundesliga,20,0.2,12,8,4,0,0,0,1,4,0,0,0,0,6,0,1
1348,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,38,1.0,30,21,9,2,0,0,0,0,0,0,0,0,27,0,0
1349,Edo Kayembe,cd COD,MF,Watford,eng Premier League,23,8.9,442,432,10,6,2,7,8,1,3,2,1,0,374,0,11
1350,Moise Kean,it ITA,FW,Everton,eng Premier League,21,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1351,Moise Kean,it ITA,FW,Juventus,it Serie A,21,12.2,228,220,8,1,0,3,6,1,0,0,0,0,174,0,3
1352,Michael Keane,eng ENG,DF,Everton,eng Premier League,28,31.0,1214,1180,32,32,1,15,1,0,0,0,0,0,927,2,9
1353,Ilan Kebbal,dz ALG,"MF,FW",Reims,fr Ligue 1,23,19.7,829,766,61,24,2,2,71,4,29,11,11,0,617,2,29
1354,Wajdi Kechrida,tn TUN,"DF,MF",Salernitana,it Serie A,25,10.6,333,292,40,1,0,1,32,32,7,1,6,0,241,1,10
1355,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,24,16.8,1209,1153,56,14,0,5,5,41,0,0,0,0,1142,0,6
1356,Habib Keita,ml MLI,"MF,FW",Lyon,fr Ligue 1,19,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
1357,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,26,13.0,757,741,14,0,6,0,8,4,0,0,0,0,643,2,16
1358,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,21,5.6,186,179,4,4,1,1,2,0,0,0,0,0,126,3,4
1359,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,22,2.0,91,74,17,4,0,0,0,0,0,0,0,0,83,0,0
1360,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26,11.7,438,406,30,30,0,5,2,0,0,0,0,0,317,2,5
1361,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26,9.3,584,560,23,17,2,8,2,6,0,0,0,0,476,1,9
1362,Kenedy,br BRA,DF,Chelsea,eng Premier League,25,0.6,50,47,3,0,0,0,1,3,0,0,0,0,36,0,0
1363,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,24,11.3,478,381,93,3,1,0,23,90,0,0,0,0,351,4,8
1364,Dimitrios Keramitsis,gr GRE,MF,Roma,it Serie A,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,Franck Kessié,ci CIV,MF,Milan,it Serie A,24,25.6,1342,1284,52,41,2,9,12,7,0,0,0,0,1174,6,15
1366,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Clermont Foot,fr Ligue 1,26,10.3,381,329,50,18,1,0,40,1,31,15,6,0,276,2,7
1367,Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,30,24.7,613,523,88,9,7,18,57,19,20,7,9,0,426,2,18
1368,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,27,30.6,947,927,15,8,1,1,23,4,0,0,0,0,685,5,24
1369,Kike,es ESP,FW,Osasuna,es La Liga,31,20.7,510,494,15,1,0,6,21,1,0,0,0,0,336,1,14
1370,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1371,Luca Kilian,de GER,DF,Köln,de Bundesliga,21,25.3,1390,1330,59,44,0,13,4,10,0,0,0,0,1166,1,10
1372,Max Kilman,eng ENG,DF,Wolves,eng Premier League,24,29.9,1535,1507,26,18,0,14,2,8,0,0,0,0,1313,2,15
1373,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,26,27.5,2595,2260,318,126,20,16,181,39,153,80,56,2,2177,17,28
1374,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,25,28.6,2254,2169,85,55,0,11,2,25,1,0,0,0,2154,0,8
1375,Joshua King,no NOR,FW,Watford,eng Premier League,29,25.0,519,479,34,0,3,2,13,1,0,0,0,0,369,6,11
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1376,Jakub Kiwior,pl POL,MF,Spezia,it Serie A,21,21.8,695,672,23,23,0,6,7,0,0,0,0,0,539,0,14
1377,Sofian Kiyine,ma MAR,"MF,FW",Venezia,it Serie A,23,13.8,532,471,58,22,2,15,49,11,18,9,6,0,392,3,10
1378,Simon Kjær,dk DEN,DF,Milan,it Serie A,32,8.9,463,440,17,17,2,5,1,0,0,0,0,0,404,6,4
1379,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,0.4,11,8,3,0,0,0,0,0,0,0,0,0,9,0,0
1380,Philipp Klement,de GER,MF,Stuttgart,de Bundesliga,28,3.8,266,233,32,9,2,2,12,6,16,6,4,0,215,1,6
1381,Mateusz Klich,pl POL,MF,Leeds United,eng Premier League,31,23.0,1026,977,43,19,6,7,30,13,3,0,0,0,800,6,16
1382,Thibault Klidje,tg TOG,"MF,FW",Bordeaux,fr Ligue 1,20,1.0,36,34,2,0,0,0,6,2,0,0,0,0,25,0,0
1383,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,de Bundesliga,21,6.7,193,186,6,0,2,4,2,4,1,0,0,0,140,1,11
1384,Fabian Klos,de GER,FW,Arminia,de Bundesliga,33,15.8,467,437,24,1,0,4,11,8,0,0,0,0,232,6,12
1385,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,25,18.3,1100,1027,72,19,3,1,3,52,0,0,0,0,944,1,16
1386,Justin Kluivert,nl NED,MF,Nice,fr Ligue 1,22,20.8,665,528,132,35,5,9,161,14,83,33,39,0,423,5,17
1387,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,25,2.2,96,73,22,5,0,0,4,17,0,0,0,0,67,1,2
1388,Ansgar Knauff,de GER,"FW,MF",Dortmund,de Bundesliga,19,1.3,36,36,0,0,0,0,0,0,0,0,0,0,18,0,1
1389,Ansgar Knauff,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,19,8.4,341,266,71,0,1,1,21,70,1,0,0,0,213,4,14
1390,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,29,33.0,1725,1682,37,32,2,2,0,5,0,0,0,0,1353,6,12
1391,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,28.5,1024,784,237,52,0,0,0,0,0,0,0,0,840,3,0
1392,Robin Koch,de GER,"MF,DF",Leeds United,eng Premier League,25,17.5,718,693,24,9,0,5,4,15,0,0,0,0,555,1,10
1393,Samuel Koeberlé,fr FRA,FW,Reims,fr Ligue 1,16,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
1394,Philippe Koffi,fr FRA,FW,Reims,fr Ligue 1,19,4.2,74,67,7,0,0,0,3,0,0,0,0,0,46,0,4
1395,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,27,17.9,840,808,28,27,2,5,2,1,0,0,0,0,621,4,16
1396,Koba Koindredi,fr FRA,MF,Valencia,es La Liga,19,2.0,47,45,2,0,0,0,2,1,1,1,0,0,30,0,3
1397,Koke,es ESP,MF,Atlético Madrid,es La Liga,29,27.9,1772,1715,51,36,7,13,33,8,7,0,6,0,1505,6,28
1398,Aleksandr Kokorin,ru RUS,"FW,MF",Fiorentina,it Serie A,30,0.6,24,22,2,0,0,0,0,0,0,0,0,0,15,0,1
1399,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,35,0.5,38,36,2,2,0,0,0,0,0,0,0,0,31,0,0
1400,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,28,1.0,16,14,2,0,0,0,0,2,0,0,0,0,13,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1401,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,28,4.9,251,218,31,2,0,1,7,29,0,0,0,0,195,2,7
1402,Luca Koleosho,it ITA,FW,Espanyol,es La Liga,16,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1403,Randal Kolo Muani,fr FRA,"FW,MF",Nantes,fr Ligue 1,22,32.8,547,530,14,0,0,0,31,5,0,0,0,0,368,3,22
1404,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,28.5,1589,1360,224,55,2,8,38,169,0,0,0,0,1230,5,27
1405,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,25,26.9,1296,1008,279,6,0,5,84,272,1,0,1,0,978,9,23
1406,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,22,11.0,754,745,7,5,2,1,0,2,0,0,0,0,663,2,1
1407,Geoffrey Kondogbia,cf CTA,"MF,DF",Atlético Madrid,es La Liga,28,20.9,999,984,10,10,2,24,1,0,0,0,0,0,854,5,11
1408,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,22,8.1,136,123,11,0,1,0,4,2,0,0,0,0,91,2,2
1409,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,20,24.3,1145,1117,27,26,4,5,2,1,0,0,0,0,978,1,20
1410,Youssouf Koné,ml MLI,DF,Troyes,fr Ligue 1,26,10.9,439,391,48,4,2,7,33,44,0,0,0,0,322,0,12
1411,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,23,27.5,1013,975,38,30,0,3,1,7,0,0,0,0,875,0,8
1412,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,23,23.6,1485,1348,131,55,3,38,97,15,56,30,21,0,1173,6,18
1413,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,35,10.4,552,534,17,17,0,3,0,0,0,0,0,0,494,1,3
1414,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,20,19.9,1182,1074,105,19,0,9,5,86,0,0,0,0,977,3,15
1415,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,de Bundesliga,28,28.0,1621,1207,409,69,2,21,369,221,119,47,64,1,1007,5,61
1416,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,24,33.0,1559,1535,17,17,5,12,7,0,0,0,0,0,1365,7,12
1417,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,30,26.7,1652,1550,96,74,1,18,2,3,0,0,0,0,1429,6,13
1418,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,22,30.4,2153,2061,88,56,1,31,18,32,0,0,0,0,1894,4,10
1419,Christos Kourfalidis,gr GRE,"MF,FW",Cagliari,it Serie A,18,0.2,13,13,0,0,0,0,0,0,0,0,0,0,8,0,2
1420,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,24,29.6,1156,1125,28,24,1,5,0,4,0,0,0,0,938,3,14
1421,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,31,21.9,804,786,18,17,0,0,4,1,0,0,0,0,656,0,9
1422,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,27,17.3,1203,1183,17,15,12,8,6,1,0,0,0,0,1061,3,12
1423,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,25,14.7,597,559,36,16,0,2,24,4,16,11,3,1,455,2,19
1424,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26,18.2,780,606,171,6,0,1,21,165,0,0,0,0,551,3,17
1425,Alex Král,cz CZE,MF,West Ham,eng Premier League,23,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1426,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,30,30.1,1064,964,94,13,8,9,62,29,13,2,3,0,829,6,26
1427,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,30,8.3,473,446,26,22,1,2,4,4,0,0,0,0,372,1,10
1428,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,fr Ligue 1,24,5.0,106,96,8,0,1,0,5,0,0,0,0,0,65,2,1
1429,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,24,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1430,Toni Kroos,de GER,MF,Real Madrid,es La Liga,31,23.4,2259,2052,193,98,4,67,86,9,86,36,23,0,2068,14,13
1431,Florian Krüger,de GER,"FW,MF",Arminia,de Bundesliga,22,12.5,299,281,16,0,1,3,20,9,0,0,0,0,199,2,16
1432,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,29.0,1073,741,330,106,1,4,0,0,0,0,0,0,759,2,0
1433,Rade Krunić,ba BIH,"MF,FW",Milan,it Serie A,27,15.7,562,540,19,8,3,2,11,3,4,0,1,0,466,3,8
1434,Max Kruse,de GER,"MF,FW",Wolfsburg,de Bundesliga,33,12.5,506,473,30,6,6,9,27,9,0,0,0,0,362,3,12
1435,Max Kruse,de GER,"FW,MF",Union Berlin,de Bundesliga,33,14.1,496,422,73,25,8,5,48,8,20,8,7,0,349,1,9
1436,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,28,25.9,1238,996,237,9,0,5,49,228,0,0,0,0,898,5,24
1437,Takefusa Kubo,jp JPN,"FW,MF",Mallorca,es La Liga,20,17.8,504,466,34,8,6,2,51,6,17,5,4,1,349,4,22
1438,Juraj Kucka,sk SVK,MF,Watford,eng Premier League,34,21.3,713,684,28,7,1,7,16,18,1,0,1,0,485,1,16
1439,Mykola Kukharevych,ua UKR,FW,Troyes,fr Ligue 1,20,0.2,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1
1440,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,21,14.0,486,455,30,3,7,0,25,4,1,0,0,0,404,1,17
1441,Dejan Kulusevski,se SWE,"FW,MF",Juventus,it Serie A,21,8.6,243,238,4,0,1,1,8,3,0,0,0,0,194,1,8
1442,Marash Kumbulla,al ALB,DF,Roma,it Serie A,21,11.4,633,624,9,9,0,10,2,0,0,0,0,0,544,0,13
1443,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,23,14.0,498,486,11,9,0,2,10,2,0,0,0,0,371,1,11
1444,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24,22.2,1223,1050,173,21,3,4,40,152,0,0,0,0,995,0,14
1445,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,25,4.4,94,81,12,0,0,1,0,1,0,0,0,0,65,1,0
1446,Giorgos Kyriakopoulos,gr GRE,"DF,FW",Sassuolo,it Serie A,25,21.9,1282,1099,183,21,1,2,99,140,22,3,19,0,1045,0,24
1447,Andrea La Mantia,it ITA,"FW,MF",Empoli,it Serie A,30,5.4,105,102,3,0,0,0,1,0,0,0,0,0,63,0,3
1448,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,27,3.8,97,97,0,0,1,1,4,0,0,0,0,0,57,0,0
1449,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,27,30.3,663,610,48,2,3,3,33,1,0,0,0,0,424,5,26
1450,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,30,19.8,455,442,10,1,5,1,7,1,0,0,0,0,343,3,13
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1451,Tom Lacoux,fr FRA,"DF,MF",Bordeaux,fr Ligue 1,19,10.1,424,363,60,2,3,9,7,58,0,0,0,0,326,1,14
1452,Lenny Lacroix,fr FRA,DF,Metz,fr Ligue 1,18,2.2,78,73,5,5,0,1,0,0,0,0,0,0,53,0,2
1453,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21,27.7,1538,1459,72,68,2,12,7,4,0,0,0,0,1240,7,22
1454,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,38.0,1114,731,381,93,0,8,0,0,0,0,0,0,684,2,0
1455,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,31,33.8,1246,1155,84,84,0,31,3,0,0,0,0,0,930,7,7
1456,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,24,13.8,714,681,30,24,6,4,14,6,0,0,0,0,564,3,23
1457,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28,16.3,736,586,146,3,0,3,27,143,0,0,0,0,544,4,23
1458,Diego Lainez,mx MEX,FW,Betis,es La Liga,21,1.6,56,56,0,0,0,0,2,0,0,0,0,0,43,0,4
1459,Adam Lallana,eng ENG,MF,Brighton,eng Premier League,33,17.3,962,949,12,9,1,2,3,1,0,0,0,0,836,1,16
1460,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,31,13.0,443,433,8,6,0,7,2,2,0,0,0,0,358,2,4
1461,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,29,11.3,487,470,15,5,4,1,15,2,7,5,0,0,410,2,13
1462,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23,26.8,542,470,68,0,3,3,14,0,0,0,0,0,388,4,21
1463,Didier Lamkel Zé,cm CMR,FW,Metz,fr Ligue 1,24,6.7,178,170,6,0,0,3,4,0,0,0,0,0,126,2,9
1464,Sam Lammers,nl NED,"FW,MF",Atalanta,it Serie A,24,0.4,20,19,1,0,0,0,0,0,0,0,0,0,12,0,1
1465,Sam Lammers,nl NED,"FW,MF",Eint Frankfurt,de Bundesliga,24,5.7,135,126,7,0,0,0,0,1,0,0,0,0,83,2,6
1466,Tariq Lamptey,gh GHA,"DF,FW",Brighton,eng Premier League,20,17.3,770,703,65,4,2,2,93,61,0,0,0,0,593,2,27
1467,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,28,19.8,1237,1159,77,10,2,4,28,6,20,16,0,0,1118,1,12
1468,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,27,31.4,2940,2888,50,37,4,22,5,13,0,0,0,0,2782,2,2
1469,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,27,32.1,1454,1398,48,45,1,21,2,3,0,0,0,0,1223,8,9
1470,Yasser Larouci,dz ALG,DF,Troyes,fr Ligue 1,20,3.8,163,137,26,1,0,2,15,25,0,0,0,0,128,0,3
1471,Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,it Serie A,28,13.2,273,254,15,0,1,5,10,2,0,0,0,0,179,4,17
1472,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27,22.9,696,679,12,4,0,6,0,1,0,0,0,0,516,5,1
