Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
785,Dante,br BRA,DF,Nice,fr Ligue 1,36,9,774,86,22.6,8.6,9,86,8,0,,0,1.89,13,10,+3,+0.35,+0.55,10.4,12.4,-2.0,-0.23,-0.03
786,Andrea Danzi,it ITA,DF,Hellas Verona,it Serie A,21,2,104,52,3.0,1.2,1,90,1,1,14,11,3.00,0,0,0,0.00,+0.05,0.0,0.1,-0.1,-0.79,-0.69
787,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,5,323,65,9.4,3.6,4,79,1,1,8,7,1.40,8,4,+4,+1.11,+0.94,4.3,4.4,-0.1,-0.03,-0.60
788,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,18,12,821,68,26.8,9.1,9,86,7,3,15,11,1.17,8,12,-4,-0.44,-0.16,10.9,13.0,-2.1,-0.23,-0.09
789,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,27,1903,70,62.2,21.1,24,77,9,3,17,3,1.00,24,36,-12,-0.57,-0.65,26.3,30.9,-4.6,-0.22,-0.14
790,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,25,2250,90,65.8,25.0,25,90,25,0,,6,1.00,26,43,-17,-0.68,-0.76,23.8,36.9,-13.1,-0.53,-0.39
791,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,3,208,69,6.1,2.3,2,90,2,1,28,0,1.00,1,6,-5,-2.16,-1.07,1.9,3.3,-1.4,-0.60,-0.13
792,Matteo Darmian,it ITA,DF,Inter,it Serie A,30,26,1160,45,33.9,12.9,14,72,2,12,13,8,2.58,21,11,+10,+0.78,-0.98,18.3,12.5,+5.8,+0.45,-0.69
793,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,37,2354,64,68.8,26.2,29,76,7,8,18,0,2.16,48,12,+36,+1.38,+0.95,34.8,16.2,+18.6,+0.71,+0.70
794,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,23,1763,77,57.6,19.6,22,80,16,1,1,4,2.22,55,32,+23,+1.17,-1.05,47.3,23.0,+24.3,+1.24,+0.45
795,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,20,1346,67,39.4,15.0,14,90,14,6,14,9,1.70,21,16,+5,+0.33,-0.45,18.3,18.8,-0.6,-0.04,-0.23
796,Ben Davies,eng ENG,DF,Liverpool,eng Premier League,24,0,,,,,0,,,0,,4,,,,,,,,,,,
797,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,25,1423,57,41.6,15.8,17,79,8,8,9,10,1.76,18,23,-5,-0.32,-0.50,17.1,23.2,-6.2,-0.39,-0.47
798,Keinan Davis,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,15,277,18,8.1,3.1,1,90,1,14,13,18,0.93,5,1,+4,+1.30,+1.16,5.1,2.2,+2.9,+0.93,+0.98
799,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,2,33,17,1.0,0.4,0,,0,2,17,23,0.50,1,0,+1,+2.73,+2.54,0.8,1.5,-0.8,-2.11,-2.07
800,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,30,1860,62,54.4,20.7,22,75,13,8,25,2,1.10,20,28,-8,-0.39,-0.73,27.0,27.6,-0.6,-0.03,+0.17
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
801,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,22,1925,88,56.3,21.4,22,88,21,0,,4,1.95,37,23,+14,+0.65,+0.59,34.2,24.1,+10.2,+0.48,+0.68
802,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,25,1997,80,58.4,22.2,23,85,17,2,17,4,2.24,45,17,+28,+1.26,-0.19,40.4,18.8,+21.5,+0.97,-0.07
803,Konrad De La Fuente,us USA,FW,Barcelona,es La Liga,19,0,,,,,0,,0,0,,18,,,,,,,,,,,
804,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,15,853,57,24.9,9.5,9,86,7,6,14,18,1.13,9,15,-6,-0.63,-0.28,14.6,11.8,+2.8,+0.29,+0.63
805,Davide De Marino,it ITA,DF,Juventus,it Serie A,20,0,,,,,0,,0,0,,2,,,,,,,,,,,
806,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,36,3201,89,93.6,35.6,36,89,33,0,,0,1.03,39,56,-17,-0.48,-0.89,41.8,48.9,-7.0,-0.20,-0.28
807,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,27,1,24,24,0.7,0.3,0,,0,1,24,1,3.00,2,0,+2,+7.50,+6.52,1.2,0.4,+0.8,+3.09,+2.18
808,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,29,1467,51,42.9,16.3,14,80,8,15,23,0,2.14,33,21,+12,+0.74,-0.46,29.3,18.4,+10.9,+0.67,-0.66
809,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,29,2143,74,62.7,23.8,25,80,16,4,38,7,1.07,31,42,-11,-0.46,-0.25,32.9,39.8,-7.0,-0.29,-0.22
810,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,8,496,62,14.5,5.5,6,78,2,2,15,28,0.88,8,7,+1,+0.18,+0.46,6.3,8.4,-2.1,-0.38,+0.37
811,Lucas Deaux,fr FRA,"MF,DF",Nîmes,fr Ligue 1,31,25,1754,70,51.3,19.5,19,85,14,6,23,1,0.88,20,42,-22,-1.13,-0.64,22.5,33.7,-11.2,-0.57,-0.05
812,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,26,2103,81,61.5,23.4,25,82,20,1,45,0,1.50,31,24,+7,+0.30,+1.60,34.4,27.2,+7.2,+0.31,+0.90
813,Valentin Decarpentrie,fr FRA,FW,Monaco,fr Ligue 1,18,0,,,,,0,,,0,,1,,,,,,,,,,,
814,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,it Serie A,29,28,1336,48,39.1,14.8,14,65,1,14,30,1,1.57,30,22,+8,+0.54,+0.54,23.0,17.4,+5.6,+0.38,+0.49
815,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,12,360,30,10.5,4.0,4,58,0,8,16,6,0.92,3,6,-3,-0.75,-0.25,4.2,8.1,-3.9,-0.98,-0.55
816,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,12,615,51,18.0,6.8,7,77,1,5,15,5,1.58,6,6,0,0.00,+0.51,8.1,10.3,-2.2,-0.32,+0.08
817,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,26,652,25,19.1,7.2,5,60,0,21,17,6,1.46,15,8,+7,+0.97,+0.80,10.8,4.5,+6.4,+0.88,+0.77
818,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1,11,11,0.3,0.1,0,,0,1,11,10,0.00,0,1,-1,-8.18,-7.28,0.0,0.3,-0.3,-2.79,-2.17
819,Isaias Del Pupo,ar ARG,MF,Cagliari,it Serie A,17,0,,,,,0,,0,0,,1,,,,,,,,,,,
820,Thomas Delaine,fr FRA,"DF,FW",Metz,fr Ligue 1,28,24,1779,74,52.0,19.8,19,85,13,5,34,11,1.00,18,25,-7,-0.35,-0.52,21.9,28.9,-7.0,-0.35,-0.46
821,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,20,1286,64,42.0,14.3,14,79,7,6,30,6,2.15,32,19,+13,+0.91,+0.10,24.0,19.6,+4.4,+0.31,-0.72
822,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,1,40,40,1.2,0.4,0,,0,1,40,5,0.00,1,4,-3,-6.75,-8.19,0.5,2.1,-1.5,-3.47,-4.52
823,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,18,906,50,26.5,10.1,9,83,6,9,18,3,1.17,12,17,-5,-0.50,-0.03,12.9,12.1,+0.7,+0.07,+0.24
824,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,1,7,7,0.2,0.1,0,,0,1,7,0,3.00,0,0,0,0.00,+0.05,0.1,0.0,+0.1,+0.72,+1.10
825,Paul Delecroix,gw GNB,GK,Metz,fr Ligue 1,31,0,,,,,0,,,0,,1,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
826,Fran Delgado,es ESP,DF,Betis,es La Liga,19,0,,,,,0,,0,0,,10,,,,,,,,,,,
827,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,8,262,33,7.7,2.9,2,72,0,6,20,12,0.88,4,9,-5,-1.72,-1.29,3.4,6.8,-3.3,-1.14,-0.71
828,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,30,2482,83,72.6,27.6,30,83,18,0,,0,1.60,49,43,+6,+0.22,+0.99,39.3,43.5,-4.1,-0.15,+0.83
829,Fabian Delph,eng ENG,"MF,DF",Everton,eng Premier League,30,8,266,33,7.8,3.0,2,59,1,6,25,7,1.25,3,6,-3,-1.02,-1.07,3.0,5.0,-2.0,-0.67,-0.60
830,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,5,100,20,2.9,1.1,0,,0,5,20,12,2.00,4,1,+3,+2.70,+1.64,2.6,1.1,+1.6,+1.41,+1.03
831,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,16,677,42,19.8,7.5,6,77,3,10,22,0,2.06,9,5,+4,+0.53,-0.58,18.6,4.8,+13.8,+1.83,+0.98
832,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,30,1774,59,51.9,19.7,19,78,5,11,27,3,1.97,41,19,+22,+1.12,-0.25,34.5,20.6,+13.9,+0.70,-0.32
833,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,15,940,63,27.5,10.4,10,90,10,5,8,11,2.47,24,8,+16,+1.53,+0.70,21.7,9.3,+12.4,+1.18,+0.36
834,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,29,1744,60,57.0,19.4,20,78,10,9,21,3,1.38,22,19,+3,+0.15,-0.60,25.3,20.6,+4.7,+0.24,+0.08
835,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,30,1498,50,49.0,16.6,19,70,0,11,15,2,1.40,32,26,+6,+0.36,+0.71,22.5,25.4,-2.9,-0.18,+0.05
836,Diego Demme,de GER,MF,Napoli,it Serie A,28,24,1590,66,46.5,17.7,20,78,10,4,8,9,2.17,36,13,+23,+1.30,+0.22,25.2,18.7,+6.5,+0.37,-0.55
837,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,31,2614,84,76.4,29.0,31,84,26,0,,2,2.03,58,33,+25,+0.86,-0.59,60.2,31.0,+29.3,+1.01,-0.18
838,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,25,33,2503,76,73.2,27.8,28,87,25,5,14,1,1.30,26,33,-7,-0.25,+0.63,28.2,36.2,-8.0,-0.29,+0.21
839,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,10,524,52,15.3,5.8,6,68,2,4,30,4,1.00,10,8,+2,+0.34,+1.37,7.8,8.6,-0.7,-0.13,+0.50
840,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,9,474,53,15.5,5.3,6,72,2,3,13,3,0.78,6,9,-3,-0.57,+0.23,4.8,6.8,-2.0,-0.38,0.00
841,Stefano Denswil,nl NED,DF,Bologna,it Serie A,27,5,115,23,3.4,1.3,1,69,0,4,12,8,1.20,2,1,+1,+0.78,+1.19,2.2,1.5,+0.7,+0.58,+0.82
842,Fabio Depaoli,it ITA,DF,Benevento,it Serie A,23,15,1120,75,32.7,12.4,14,79,9,1,18,0,0.40,12,26,-14,-1.13,-0.30,10.7,20.6,-9.9,-0.80,-0.26
843,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,2,77,39,2.3,0.9,1,45,0,1,32,0,0.00,0,3,-3,-3.51,-3.53,0.4,1.1,-0.6,-0.75,-0.48
844,Fabio Depaoli,it ITA,DF,Atalanta,it Serie A,23,5,191,38,5.6,2.1,3,58,1,2,9,12,1.40,1,6,-5,-2.36,-3.69,3.1,3.5,-0.4,-0.21,-1.16
845,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,1,14,14,0.4,0.2,0,,0,1,14,1,0.00,0,0,0,0.00,+0.82,0.0,0.1,-0.1,-0.33,+0.22
846,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,22,1356,62,44.3,15.1,15,89,13,7,3,12,1.14,10,25,-15,-1.00,-0.41,10.8,27.8,-17.0,-1.13,-0.77
847,Kastriot Dermaku,al ALB,"DF,MF",Parma,it Serie A,28,2,100,50,2.9,1.1,1,90,1,1,10,1,1.50,1,1,0,0.00,+1.19,1.1,1.5,-0.4,-0.33,+0.16
848,Axel Desjardins,ca CAN,GK,Spezia,it Serie A,20,0,,,,,0,,0,0,,2,,,,,,,,,,,
849,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,1,11,11,0.3,0.1,0,,0,1,11,0,0.00,0,0,0,0.00,+0.42,0.1,0.0,+0.1,+0.92,+1.31
850,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,19,30,1909,64,55.8,21.2,23,77,9,7,19,5,1.93,43,18,+25,+1.18,-0.13,42.2,24.5,+17.8,+0.84,-0.05
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
851,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,29,1606,55,47.0,17.8,22,70,3,7,9,6,1.10,27,31,-4,-0.22,+0.12,18.8,27.6,-8.8,-0.50,+0.14
852,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,26,13,598,46,17.5,6.6,7,69,2,6,19,3,1.31,8,5,+3,+0.45,+1.06,7.7,5.3,+2.4,+0.36,+0.66
853,Alfie Devine,eng ENG,MF,Tottenham,eng Premier League,15,0,,,,,0,,,0,,2,,,,,,,,,,,
854,Deyverson,br BRA,FW,Alavés,es La Liga,29,27,874,32,25.6,9.7,11,67,2,16,9,9,1.15,9,12,-3,-0.31,+0.33,10.8,12.7,-1.8,-0.19,0.00
855,Jacopo Dezi,it ITA,"FW,MF",Parma,it Serie A,28,2,79,40,2.3,0.9,1,57,0,1,22,9,0.00,0,4,-4,-4.56,-3.48,0.9,1.7,-0.7,-0.85,-0.38
856,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,11,500,45,14.6,5.6,6,63,0,5,25,3,1.82,4,6,-2,-0.36,-0.36,4.9,5.4,-0.5,-0.10,+0.01
857,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,11,475,43,13.9,5.3,6,70,0,5,11,3,0.27,5,19,-14,-2.65,-1.64,5.3,12.1,-6.8,-1.28,-0.56
858,Enrico Di Gesù,it ITA,MF,Milan,it Serie A,18,0,,,,,0,,0,0,,1,,,,,,,,,,,
859,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,36,3240,90,94.7,36.0,36,90,36,0,,0,1.97,78,41,+37,+1.03,-2.97,64.8,40.9,+23.9,+0.66,+0.01
860,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,32,27,1853,69,54.2,20.6,23,76,7,4,25,2,2.04,47,13,+34,+1.65,+0.27,47.1,20.7,+26.4,+1.28,+0.53
861,Alessandro Di Pardo,it ITA,"FW,DF",Juventus,it Serie A,21,4,14,4,0.4,0.2,0,,0,4,4,13,2.50,1,0,+1,+6.43,+5.42,0.6,1.1,-0.5,-3.13,-4.07
862,Giuseppe Di Serio,it ITA,"FW,MF",Benevento,it Serie A,19,16,292,18,8.5,3.2,1,87,0,15,14,22,1.19,4,7,-3,-0.92,0.00,4.1,7.8,-3.7,-1.16,-0.58
863,Boulaye Dia,sn SEN,"FW,MF",Reims,fr Ligue 1,23,36,2930,81,85.7,32.6,35,83,16,1,33,1,1.17,41,39,+2,+0.06,+1.90,30.8,48.0,-17.1,-0.53,+1.15
864,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,1,18,18,0.5,0.2,0,,0,1,18,8,1.00,2,1,+1,+5.00,+5.42,1.2,0.9,+0.3,+1.49,+1.66
865,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,21,32,2388,75,78.0,26.5,28,82,18,4,22,0,1.63,45,30,+15,+0.57,+0.70,34.5,29.5,+4.9,+0.19,-0.11
866,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,16,1189,74,34.8,13.2,14,82,8,2,24,2,0.94,16,17,-1,-0.08,+1.54,18.6,18.7,0.0,0.00,+1.29
867,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,26,2079,80,60.8,23.1,24,82,19,2,51,3,1.00,32,33,-1,-0.04,+0.09,24.8,32.2,-7.4,-0.32,-0.17
868,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,22,1490,68,43.6,16.6,17,83,13,5,16,4,2.23,41,10,+31,+1.87,+0.61,34.7,18.9,+15.8,+0.95,-0.15
869,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,3,166,55,4.9,1.8,2,79,0,1,8,8,1.33,3,3,0,0.00,-0.80,2.2,1.7,+0.5,+0.27,-0.23
870,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,1,14,14,0.4,0.2,0,,0,1,14,10,0.00,0,1,-1,-6.43,-7.59,0.2,0.3,-0.1,-0.65,-1.54
871,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,32,2322,73,67.9,25.8,27,81,11,5,29,0,1.22,39,34,+5,+0.19,+1.34,35.9,32.2,+3.7,+0.14,+0.28
872,Habib Diallo,sn SEN,"FW,MF",Metz,fr Ligue 1,25,4,143,36,4.2,1.6,1,72,0,3,24,1,0.25,0,2,-2,-1.26,-1.20,1.6,2.4,-0.9,-0.54,-0.42
873,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,22,1020,46,29.8,11.3,10,86,8,12,13,6,1.14,10,22,-12,-1.06,-0.72,11.7,18.5,-6.8,-0.60,-0.42
874,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,5,440,88,12.9,4.9,5,88,3,0,,0,1.20,8,12,-4,-0.82,-0.46,8.1,5.4,+2.7,+0.55,+0.88
875,Zakaria Diallo,fr FRA,DF,Lens,fr Ligue 1,33,0,,,,,0,,,0,,4,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
876,Cheikh Diamanka,es ESP,DF,Elche,es La Liga,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
877,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,1,3,3,0.1,0.0,0,,0,1,3,6,1.00,0,0,0,0.00,+0.92,0.0,0.1,-0.1,-1.59,-0.97
878,Grady Diangana,eng ENG,"MF,FW",West Brom,eng Premier League,22,20,1235,62,36.1,13.7,15,74,6,5,24,9,0.40,10,33,-23,-1.68,-0.93,7.9,26.5,-18.6,-1.35,-0.80
879,Mamady Diarra,ml MLI,FW,Cádiz,es La Liga,20,0,,,,,0,,0,0,,2,,,,,,,,,,,
880,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,13,197,15,5.8,2.2,2,28,0,11,13,13,0.54,3,5,-2,-0.91,-0.47,1.7,4.7,-3.0,-1.35,-1.32
881,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,21,0,,,,,0,,,0,,16,,,,,,,,,,,
882,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,32,2843,89,83.1,31.6,32,89,30,0,,4,2.31,68,21,+47,+1.49,+0.86,57.8,22.9,+34.9,+1.10,+0.62
883,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,21,12,389,32,11.4,4.3,3,60,0,9,23,1,2.42,14,4,+10,+2.31,+1.60,8.8,2.7,+6.0,+1.40,+0.56
884,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,18,658,37,19.2,7.3,7,76,2,11,11,11,1.50,10,11,-1,-0.14,-0.50,8.7,8.3,+0.3,+0.05,-0.56
885,Brahim Díaz,es ESP,"MF,FW",Milan,it Serie A,20,27,1228,45,35.9,13.6,15,62,0,12,24,7,2.07,27,8,+19,+1.39,+0.82,27.2,12.1,+15.1,+1.11,+0.75
886,Javier Díaz,es ESP,GK,Sevilla,es La Liga,23,0,,,,,0,,0,0,,38,,,,,,,,,,,
887,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,17,828,49,24.2,9.2,7,85,6,10,24,7,1.29,14,20,-6,-0.65,-0.24,9.7,16.7,-7.0,-0.76,-0.48
888,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,30,23,970,42,31.7,10.8,10,70,1,13,21,5,1.22,21,20,+1,+0.09,+0.09,19.7,17.6,+2.1,+0.19,+0.32
889,Bamba Dieng,sn SEN,"FW,DF",Marseille,fr Ligue 1,20,5,129,26,3.8,1.4,2,56,0,3,6,6,1.80,5,3,+2,+1.40,+1.26,2.5,2.9,-0.4,-0.28,-0.28
890,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,28,2520,90,73.7,28.0,28,90,28,0,,9,1.50,45,34,+11,+0.39,-0.81,36.8,35.8,+1.0,+0.04,-0.26
891,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,7,471,67,13.8,5.2,6,76,3,1,13,12,0.14,5,14,-9,-1.72,-0.65,4.3,10.0,-5.7,-1.09,-0.70
892,Lucas Digne,fr FRA,"DF,MF",Everton,eng Premier League,27,30,2681,89,78.4,29.8,30,89,29,0,,0,1.53,39,42,-3,-0.10,-0.34,36.4,37.8,-1.3,-0.04,+0.34
893,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,20,1481,74,43.3,16.5,18,79,6,2,30,1,1.15,18,22,-4,-0.24,+0.22,24.0,24.9,-0.9,-0.06,+0.27
894,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,de Bundesliga,22,12,529,44,17.3,5.9,5,67,0,7,28,3,1.17,9,7,+2,+0.34,+0.80,5.3,7.9,-2.6,-0.45,-0.34
895,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,35,2613,75,76.4,29.0,29,83,21,6,33,2,1.14,33,36,-3,-0.10,-0.21,35.2,41.0,-5.8,-0.21,-0.38
896,Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,fr Ligue 1,19,30,2144,71,62.7,23.8,25,80,11,5,31,2,0.47,14,47,-33,-1.39,-0.33,18.8,45.5,-26.7,-1.12,-0.27
897,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,1,15,15,0.4,0.2,0,,0,1,15,4,0.00,0,0,0,0.00,+0.21,0.1,0.1,-0.1,-0.45,+0.24
898,Eren Dinkçi,de GER,"MF,FW",Werder Bremen,de Bundesliga,18,8,108,14,3.5,1.2,1,45,0,7,9,7,0.50,2,5,-3,-2.50,-1.95,1.8,2.1,-0.4,-0.30,+0.30
899,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,27,1133,42,33.1,12.6,10,85,8,17,16,9,2.26,29,13,+16,+1.27,+0.41,28.9,15.6,+13.3,+1.06,+0.01
900,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,36,1749,49,51.1,19.4,20,71,1,16,21,0,1.14,22,29,-7,-0.36,+0.23,21.1,26.9,-5.9,-0.30,-0.04
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
901,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,18,1381,77,40.4,15.3,15,90,15,3,10,17,1.61,24,22,+2,+0.13,-0.44,21.2,22.6,-1.4,-0.09,-0.45
902,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,33,2324,70,68.0,25.8,28,79,12,5,23,1,0.85,20,31,-11,-0.43,+0.56,29.6,29.5,+0.1,+0.01,+0.06
903,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,32,2023,63,59.2,22.5,24,72,4,8,37,0,2.03,46,27,+19,+0.85,-0.12,42.1,23.6,+18.5,+0.82,-0.18
904,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,1,12,12,0.4,0.1,0,,0,1,12,1,1.00,0,0,0,0.00,-0.32,0.1,0.0,+0.1,+1.06,+0.81
905,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,20,2,135,68,3.9,1.5,1,90,1,1,45,32,0.50,1,1,0,0.00,+0.22,2.0,1.5,+0.5,+0.35,+1.08
906,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1,1,1,0.0,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,+0.32,0.0,0.0,0.0,0.00,+0.04
907,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,29,2011,69,58.8,22.3,24,80,16,5,16,6,2.10,44,24,+20,+0.90,0.00,42.8,21.5,+21.2,+0.95,+0.13
908,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,17,873,51,25.5,9.7,8,88,5,9,19,17,2.29,16,7,+9,+0.93,-0.20,11.5,7.1,+4.5,+0.46,-0.04
909,Djené,tg TOG,DF,Getafe,es La Liga,28,34,2941,87,86.0,32.7,34,87,30,0,,0,1.09,28,35,-7,-0.21,+1.29,32.3,33.4,-1.1,-0.03,+0.86
910,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,22,27,1240,46,36.3,13.8,15,70,4,12,16,7,0.96,12,27,-15,-1.09,-0.84,14.9,18.5,-3.7,-0.27,+0.07
911,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,20,1524,76,44.6,16.9,16,90,15,4,22,8,0.55,23,38,-15,-0.89,+0.63,20.5,30.3,-9.8,-0.58,+0.40
912,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,25,30,2552,85,74.6,28.4,29,87,24,1,27,0,1.27,33,37,-4,-0.14,+0.38,35.9,31.5,+4.4,+0.15,+0.39
913,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,33,2625,80,76.8,29.2,28,86,23,5,42,2,2.03,69,34,+35,+1.20,+0.29,57.6,31.5,+26.1,+0.89,+0.04
914,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28,35,3120,89,91.2,34.7,35,89,34,0,,1,0.83,28,49,-21,-0.61,-0.01,41.1,44.5,-3.3,-0.10,-0.96
915,Ritsu Doan,jp JPN,"MF,FW",Arminia,de Bundesliga,22,34,2768,81,90.5,30.8,33,83,14,1,26,0,1.03,23,46,-23,-0.75,+0.18,29.5,51.2,-21.6,-0.70,-0.01
