Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
136,Philip Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,1,13,13,0.4,0.1,0,,0,1,13,3,1.00,0,0,0,0.00,+0.05,0.1,0.6,-0.5,-3.71,-3.61
137,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,17,0,,,,,0,,0,0,,4,,,,,,,,,,,
138,Cristian Ansaldi,ar ARG,"DF,FW",Torino,it Serie A,33,31,1947,63,56.9,21.6,20,88,16,11,17,3,1.03,26,38,-12,-0.55,-0.13,30.7,36.9,-6.1,-0.28,+0.07
139,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,31,2711,87,88.6,30.1,30,90,29,1,18,1,1.29,50,52,-2,-0.07,-0.84,45.8,45.2,+0.7,+0.02,+0.40
140,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,26,1974,76,57.7,21.9,24,80,12,2,23,0,1.85,37,25,+12,+0.55,+0.36,38.5,23.2,+15.3,+0.70,+1.23
141,José Antonio Miranda,gq EQG,"MF,DF",Getafe,es La Liga,22,4,26,7,0.8,0.3,0,,0,4,7,4,0.50,0,2,-2,-6.92,-6.58,0.4,1.2,-0.8,-2.88,-2.75
142,Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,21,0,,,,,0,,0,0,,3,,,,,,,,,,,
143,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,5,232,46,6.8,2.6,2,82,1,3,23,13,0.60,1,6,-5,-1.94,-1.69,2.6,5.7,-3.1,-1.19,-1.06
144,Houssem Aouar,fr FRA,"MF,FW",Lyon,fr Ligue 1,22,30,1781,59,52.1,19.8,23,71,6,7,21,1,1.97,48,27,+21,+1.06,+0.13,46.8,24.7,+22.0,+1.11,+0.13
145,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,34,1731,51,50.6,19.2,21,66,2,13,27,2,1.21,24,25,-1,-0.05,+0.53,25.6,23.9,+1.6,+0.08,+0.24
146,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,22,1556,71,45.5,17.3,16,87,13,6,28,13,1.14,27,28,-1,-0.06,+0.28,25.1,28.6,-3.6,-0.21,-0.16
147,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1,26,26,0.8,0.3,0,,0,1,26,8,3.00,1,1,0,0.00,-0.56,0.6,0.9,-0.3,-1.17,-1.75
148,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,34,2983,88,87.2,33.1,33,89,26,1,45,2,1.09,26,35,-9,-0.27,+0.96,30.7,35.4,-4.7,-0.14,+0.10
149,Aranda,es ESP,MF,Granada,es La Liga,19,0,,,,,0,,0,0,,3,,,,,,,,,,,
150,Óscar Aranda,es ESP,FW,Real Madrid,es La Liga,18,0,,,,,0,,0,0,,1,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
151,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,21,1669,79,54.5,18.5,20,82,13,1,21,2,1.19,20,24,-4,-0.22,-1.38,24.9,23.3,+1.6,+0.08,-0.28
152,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,28,1496,53,43.7,16.6,17,74,2,11,21,2,2.18,33,6,+27,+1.62,+0.97,22.9,11.3,+11.6,+0.70,+0.37
153,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,33,2426,74,70.9,27.0,26,86,21,7,29,3,1.39,35,39,-4,-0.15,-0.33,34.5,36.7,-2.2,-0.08,-0.22
154,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,24,1510,63,44.2,16.8,16,80,12,8,29,5,2.33,34,16,+18,+1.07,-0.29,34.0,16.5,+17.5,+1.04,+0.33
155,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,34,2807,83,82.1,31.2,30,90,30,4,27,0,0.79,23,46,-23,-0.74,-0.74,37.8,36.9,+0.9,+0.03,+0.22
156,Roberto Olabe del Arco,es ESP,MF,Eibar,es La Liga,24,0,,,,,0,,0,0,,13,,,,,,,,,,,
157,Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,27,36,3240,90,94.7,36.0,36,90,36,0,,2,0.78,27,48,-21,-0.58,+1.92,39.4,49.4,-10.0,-0.28,+0.75
158,Simone Aresti,it ITA,GK,Cagliari,it Serie A,34,0,,,,,0,,0,0,,35,,,,,,,,,,,
159,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1,90,90,2.9,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,-0.42,1.5,0.8,+0.7,+0.69,+0.49
160,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,13,294,23,8.6,3.3,2,55,0,11,17,5,0.92,3,9,-6,-1.84,-1.12,4.1,8.2,-4.0,-1.22,-0.74
161,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,es La Liga,21,4,47,12,1.4,0.5,0,,0,4,12,12,0.00,0,1,-1,-1.91,-1.33,0.6,0.8,-0.2,-0.40,-0.39
162,Amir Arli,tr TUR,MF,Dijon,fr Ligue 1,17,0,,,,,0,,,0,,5,,,,,,,,,,,
163,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,1,5,5,0.1,0.1,0,,0,1,5,22,0.00,0,0,0,0.00,-0.16,0.0,0.3,-0.3,-6.19,-6.48
164,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,33,2764,84,80.8,30.7,32,86,21,1,13,1,1.24,39,56,-17,-0.55,0.00,32.8,44.2,-11.4,-0.37,-0.31
165,Alex Arnofoli,it ITA,DF,Bologna,it Serie A,17,0,,,,,0,,0,0,,3,,,,,,,,,,,
166,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,30,2585,86,84.5,28.7,30,86,23,0,,0,1.87,53,30,+23,+0.80,+0.61,43.0,32.9,+10.1,+0.35,+0.97
167,Toluwalase Arokodare,ng NGA,"FW,MF",Köln,de Bundesliga,19,10,112,11,3.7,1.2,0,,0,10,11,7,0.60,3,4,-1,-0.80,-0.04,1.6,1.4,+0.2,+0.13,+0.54
168,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,18,8,135,17,3.9,1.5,0,,0,8,17,4,2.13,3,0,+3,+2.00,+1.01,1.8,0.5,+1.3,+0.88,+0.26
169,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,7,585,84,17.1,6.5,6,90,6,1,45,28,1.14,9,8,+1,+0.15,-0.51,11.0,7.5,+3.5,+0.53,-0.38
170,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,30,1818,61,53.2,20.2,25,69,3,5,19,3,1.20,23,20,+3,+0.15,+1.22,25.7,24.5,+1.3,+0.06,+0.52
171,Federico Artioli,it ITA,MF,Sassuolo,it Serie A,19,0,,,,,0,,0,0,,2,,,,,,,,,,,
172,Gabriele Artistico,it ITA,FW,Parma,it Serie A,18,0,,,,,0,,0,0,,1,,,,,,,,,,,
173,Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,it Serie A,31,9,224,25,6.5,2.5,1,90,1,8,17,9,1.56,3,2,+1,+0.40,+0.88,5.0,3.8,+1.2,+0.46,+0.91
174,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,13,762,59,24.9,8.5,8,75,3,5,33,7,1.38,7,9,-2,-0.24,+0.12,9.1,12.3,-3.2,-0.38,-0.29
175,Rocco Ascone,fr FRA,FW,Lille,fr Ligue 1,16,0,,,,,0,,,0,,4,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
176,Raúl Asencio,es ESP,FW,Genoa,it Serie A,22,0,,,,,0,,0,0,,1,,,,,,,,,,,
177,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,36,3240,90,94.7,36.0,36,90,36,0,,2,1.61,58,40,+18,+0.50,+1.50,54.3,39.6,+14.7,+0.41,+0.79
178,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,35,1869,53,54.6,20.8,21,71,1,14,28,1,2.20,37,17,+20,+0.96,-0.14,30.6,23.7,+6.8,+0.33,-0.66
179,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,6,95,16,2.8,1.1,0,,0,6,16,29,2.17,1,2,-1,-0.95,-0.92,0.7,2.6,-1.8,-1.71,-1.47
180,Joel Asoro,se SWE,FW,Genoa,it Serie A,21,0,,,,,0,,0,0,,1,,,,,,,,,,,
181,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,33,2864,87,83.7,31.8,33,87,25,0,,1,1.48,47,44,+3,+0.09,+0.90,42.4,40.0,+2.4,+0.08,+0.56
182,Roger Assalé,ci CIV,"FW,MF",Dijon,fr Ligue 1,26,17,828,49,24.2,9.2,11,63,1,6,22,1,0.59,8,18,-10,-1.09,+0.23,9.0,18.1,-9.1,-0.99,+0.04
183,Lorenz Assignon,tg TOG,FW,Rennes,fr Ligue 1,20,0,,,,,0,,,0,,7,,,,,,,,,,,
184,Ryan Astley,wls WAL,DF,Everton,eng Premier League,18,0,,,,,0,,,0,,1,,,,,,,,,,,
185,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,24,18,956,53,28.0,10.6,13,66,1,5,21,0,1.33,15,21,-6,-0.56,-0.67,13.2,18.0,-4.8,-0.45,-0.35
186,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,12,838,70,24.5,9.3,9,87,7,3,18,5,0.67,7,17,-10,-1.07,-0.62,10.4,9.4,+1.0,+0.11,+0.16
187,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,29,2332,80,68.2,25.9,26,87,19,3,23,3,1.52,34,26,+8,+0.31,-0.35,33.2,29.3,+3.9,+0.15,-0.25
188,Emil Audero,it ITA,GK,Sampdoria,it Serie A,23,37,3330,90,97.4,37.0,37,90,37,0,,1,1.32,49,54,-5,-0.14,-3.14,44.5,55.3,-10.8,-0.29,-0.41
189,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,37,3216,87,94.0,35.7,37,87,32,0,,0,1.41,48,49,-1,-0.03,+0.41,43.8,52.1,-8.3,-0.23,+0.80
190,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,3,36,12,1.1,0.4,0,,0,3,12,3,0.33,0,1,-1,-2.50,-2.31,0.2,0.5,-0.3,-0.85,-0.74
191,Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,de Bundesliga,26,23,1957,85,64.0,21.7,21,89,17,2,45,1,0.83,21,34,-13,-0.60,+0.05,20.4,34.6,-14.2,-0.65,-0.16
192,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,27,19,1605,84,46.9,17.8,19,84,15,0,,6,1.53,35,22,+13,+0.73,+0.23,22.4,23.8,-1.4,-0.08,-0.34
193,Charlie Austin,eng ENG,"FW,MF",West Brom,eng Premier League,31,5,138,28,4.0,1.5,0,,0,5,28,3,0.40,2,5,-3,-1.96,-0.91,0.7,5.1,-4.4,-2.86,-2.10
194,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,26,8,202,25,5.9,2.2,2,63,0,6,13,2,1.38,3,1,+2,+0.89,+1.25,3.1,2.5,+0.6,+0.28,+0.55
195,Lorenzo Avogadri,it ITA,GK,Sampdoria,it Serie A,18,0,,,,,0,,0,0,,4,,,,,,,,,,,
196,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,21,1359,65,44.4,15.1,16,77,3,5,26,1,1.48,22,17,+5,+0.33,+0.23,19.1,19.4,-0.3,-0.02,-0.25
197,Unai Ayala,es ESP,GK,Eibar,es La Liga,16,0,,,,,0,,0,0,,1,,,,,,,,,,,
198,Mehmet Aydin,de GER,DF,Schalke 04,de Bundesliga,18,6,500,83,16.3,5.6,6,83,4,0,,2,1.00,5,10,-5,-0.90,+1.07,5.6,10.0,-4.4,-0.79,+0.48
199,Gaizka Ayesa,es ESP,GK,Real Sociedad,es La Liga,19,0,,,,,0,,0,0,,17,,,,,,,,,,,
200,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,28,33,2096,64,61.3,23.3,23,84,12,10,17,3,1.09,21,42,-21,-0.90,-0.63,16.5,36.8,-20.3,-0.87,-0.61
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
201,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,19,796,42,23.3,8.8,7,82,5,12,19,14,2.05,13,7,+6,+0.68,+0.61,13.8,13.3,+0.5,+0.05,-0.04
202,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,28,38,3399,89,99.4,37.8,38,89,37,0,,0,1.55,62,54,+8,+0.21,+0.21,54.9,57.4,-2.4,-0.06,-0.92
203,Miguel Azeez,eng ENG,MF,Arsenal,eng Premier League,17,0,,,,,0,,,0,,1,,,,,,,,,,,
204,Ramon Azeez,ng NGA,MF,Granada,es La Liga,27,2,101,51,3.0,1.1,1,90,1,1,11,9,1.50,1,6,-5,-4.46,-4.10,1.6,3.3,-1.7,-1.56,-1.20
205,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,26,2188,84,64.0,24.3,24,89,20,2,26,12,1.92,39,20,+19,+0.78,+0.56,40.5,18.2,+22.3,+0.92,+0.19
206,Ousmane Ba,sn SEN,GK,Metz,fr Ligue 1,18,0,,,,,0,,,0,,3,,,,,,,,,,,
207,Ludovic Baal,gf GUF,"DF,MF",Brest,fr Ligue 1,34,7,296,42,8.7,3.3,3,81,1,4,13,31,0.57,5,9,-4,-1.22,-0.87,4.8,7.8,-2.9,-0.90,-0.75
208,Carlos Bacca,co COL,FW,Villarreal,es La Liga,33,23,786,34,23.0,8.7,9,62,0,14,17,9,1.70,18,8,+10,+1.15,+0.94,14.9,9.8,+5.1,+0.59,+0.29
209,Loïc Bade,fr FRA,DF,Lens,fr Ligue 1,20,31,2610,84,76.3,29.0,29,89,27,2,10,0,1.42,39,44,-5,-0.17,-0.84,41.5,36.5,+5.0,+0.17,-0.35
210,Milan Badelj,hr CRO,MF,Genoa,it Serie A,31,30,2408,80,70.4,26.8,29,83,21,1,10,5,1.20,35,35,0,0.00,+0.98,29.7,36.8,-7.1,-0.27,+1.03
211,Édgar Badía,es ESP,GK,Elche,es La Liga,28,30,2700,90,78.9,30.0,30,90,30,0,,8,0.87,27,46,-19,-0.63,-0.38,21.5,52.4,-30.9,-1.03,-1.02
212,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,19,35,2870,82,83.9,31.9,32,86,26,3,42,3,2.03,63,37,+26,+0.82,-0.49,56.5,30.1,+26.4,+0.83,-0.43
213,Alex Baena,es ESP,MF,Villarreal,es La Liga,19,6,137,23,4.0,1.5,2,53,0,4,8,32,1.67,0,2,-2,-1.31,-1.81,1.3,0.9,+0.4,+0.24,-0.13
214,Miguel Baeza,es ESP,"MF,FW",Celta Vigo,es La Liga,20,22,543,25,15.9,6.0,4,53,0,18,18,16,1.36,6,13,-7,-1.16,-1.32,7.5,7.9,-0.4,-0.07,-0.07
215,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,30,1616,54,47.3,18.0,18,71,1,12,28,0,1.07,18,28,-10,-0.56,-0.16,19.8,25.9,-6.2,-0.34,-0.12
216,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,22,30,2141,71,70.0,23.8,25,82,15,5,20,0,1.57,42,27,+15,+0.63,+0.73,33.0,29.4,+3.6,+0.15,-0.20
217,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,12,916,76,26.8,10.2,10,90,9,2,11,14,1.92,16,17,-1,-0.10,-1.18,15.1,13.8,+1.3,+0.13,-0.49
218,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,27,0,,,,,0,,,0,,2,,,,,,,,,,,
219,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,1,90,90,2.6,1.0,1,90,1,0,,29,0.00,0,4,-4,-4.00,-3.78,0.5,2.3,-1.9,-1.87,-1.88
220,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,0,,,,,0,,,0,,1,,,,,,,,,,,
221,Tiemoué Bakayoko,fr FRA,MF,Napoli,it Serie A,25,32,1964,61,57.4,21.8,23,81,8,9,12,3,1.94,51,29,+22,+1.01,-0.41,40.5,26.1,+14.4,+0.66,-0.01
222,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20,26,1694,65,49.5,18.8,18,84,13,8,22,12,2.31,49,10,+39,+2.07,+1.08,45.5,20.4,+25.2,+1.34,+0.59
223,Ridle Baku,de GER,"FW,DF",Wolfsburg,de Bundesliga,22,32,2678,84,87.5,29.8,31,86,19,1,19,0,1.84,58,36,+22,+0.74,+0.27,44.8,37.4,+7.4,+0.25,+0.38
224,Ridle Baku,de GER,DF,Mainz 05,de Bundesliga,22,2,180,90,5.9,2.0,2,90,2,0,,0,0.00,2,7,-5,-2.50,-2.12,2.6,5.4,-2.9,-1.43,-1.45
225,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,17,7,56,8,1.6,0.6,0,,0,7,8,10,1.43,2,2,0,0.00,+0.37,1.7,0.7,+0.9,+1.47,+1.80
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
226,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,28,14,1198,86,35.0,13.3,13,89,12,1,38,20,1.71,21,19,+2,+0.15,-0.38,15.9,19.0,-3.1,-0.23,-0.63
227,Keita Baldé,sn SEN,FW,Sampdoria,it Serie A,25,25,1197,48,35.0,13.3,12,76,2,13,22,3,1.56,17,20,-3,-0.23,-0.27,17.5,18.7,-1.3,-0.10,+0.28
228,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,27,32,2787,87,81.5,31.0,32,87,30,0,,3,0.63,14,51,-37,-1.19,-0.34,25.1,53.5,-28.4,-0.92,-0.75
229,Gareth Bale,wls WAL,FW,Tottenham,eng Premier League,31,20,920,46,26.9,10.2,10,71,0,10,21,10,1.45,21,12,+9,+0.88,+0.38,15.9,9.4,+6.5,+0.63,+0.73
230,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,32,23,1689,73,49.4,18.8,17,86,13,6,39,14,1.17,18,23,-5,-0.27,-0.73,19.2,19.2,0.0,0.00,-0.28
231,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,21,21,1634,78,47.8,18.2,19,86,17,2,3,15,1.62,24,24,0,0.00,-0.35,19.1,22.3,-3.2,-0.17,-0.31
232,Marco Ballarini,it ITA,MF,Udinese,it Serie A,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
233,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,23,24,662,28,19.4,7.4,6,78,4,18,11,9,2.13,17,16,+1,+0.14,-0.94,14.1,10.0,+4.2,+0.57,-0.41
234,Botond Balogh,hu HUN,DF,Parma,it Serie A,18,3,165,55,4.8,1.8,1,90,1,2,38,16,0.33,2,4,-2,-1.09,+0.07,1.1,5.5,-4.4,-2.41,-2.02
235,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,30,16,1347,84,39.4,15.0,16,84,13,0,,15,1.25,15,25,-10,-0.67,-0.32,16.4,20.0,-3.6,-0.24,+0.07
236,Jonathan Bamba,fr FRA,MF,Lille,fr Ligue 1,24,38,2985,79,87.3,33.2,34,85,21,4,28,0,2.18,52,19,+33,+0.99,-0.66,41.1,25.6,+15.5,+0.47,-0.19
237,Robson Bambu,br BRA,DF,Nice,fr Ligue 1,22,15,1046,70,30.6,11.6,12,84,9,3,12,17,1.60,18,15,+3,+0.26,+0.49,13.1,18.1,-5.0,-0.43,-0.33
238,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,26,38,3050,80,89.2,33.9,37,81,24,1,45,0,1.55,51,50,+1,+0.03,-1.67,50.4,50.7,-0.3,-0.01,+0.47
239,Abdoul Bane,it ITA,DF,Parma,it Serie A,19,0,,,,,0,,0,0,,2,,,,,,,,,,,
240,Cheick Bangoura,gn GUI,FW,Brest,fr Ligue 1,18,0,,,,,0,,,0,,1,,,,,,,,,,,
241,Mattia Bani,it ITA,DF,Bologna,it Serie A,26,0,,,,,0,,0,0,,2,,,,,,,,,,,
242,Mattia Bani,it ITA,DF,Genoa,it Serie A,26,11,921,84,26.9,10.2,10,88,8,1,45,6,0.55,9,16,-7,-0.68,-0.54,8.0,17.5,-9.5,-0.92,-0.48
243,Mattia Bani,it ITA,DF,Parma,it Serie A,26,15,1145,76,33.5,12.7,14,81,9,1,13,2,0.40,17,30,-13,-1.02,+0.20,19.3,19.5,-0.2,-0.02,+0.70
244,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,23,34,1372,40,40.1,15.2,12,76,1,22,21,3,1.41,25,18,+7,+0.46,+0.72,24.5,16.3,+8.2,+0.54,+0.48
245,Jamal Baptiste,eng ENG,DF,West Ham,eng Premier League,16,0,,,,,0,,,0,,1,,,,,,,,,,,
246,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,25,34,2765,81,80.8,30.7,32,85,23,2,27,0,1.24,37,41,-4,-0.13,-0.41,37.0,41.3,-4.3,-0.14,-0.17
247,Federico Barba,it ITA,DF,Benevento,it Serie A,26,32,2659,83,77.7,29.5,31,85,26,1,16,0,0.84,30,55,-25,-0.85,+0.34,31.7,46.1,-14.4,-0.49,+0.61
248,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,24,4,250,63,7.3,2.8,3,81,2,1,8,1,1.00,2,4,-2,-0.72,-0.69,5.2,2.2,+3.1,+1.10,+1.41
249,Barcia,es ESP,DF,Granada,es La Liga,19,1,90,90,2.6,1.0,1,90,1,0,,4,0.00,0,2,-2,-2.00,-1.57,0.8,3.4,-2.5,-2.54,-2.20
250,Malcolm Barcola,tg TOG,GK,Lyon,fr Ligue 1,21,0,,,,,0,,,0,,1,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
251,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,19,14,432,31,12.6,4.8,4,82,3,10,10,20,1.86,6,5,+1,+0.21,-0.91,9.0,5.0,+4.1,+0.84,-0.24
252,Enis Bardhi,mk MKD,MF,Levante,es La Liga,25,26,1682,65,49.2,18.7,19,80,9,7,23,2,0.92,16,29,-13,-0.70,-0.80,17.9,28.4,-10.5,-0.56,-0.43
253,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,35,4,274,69,8.0,3.0,3,90,3,1,4,23,0.75,3,8,-5,-1.64,-1.16,2.3,3.8,-1.5,-0.49,-0.09
254,Nicolò Barella,it ITA,MF,Inter,it Serie A,23,36,2896,80,84.7,32.2,32,87,23,4,31,1,2.36,66,31,+35,+1.09,-2.18,60.5,35.1,+25.5,+0.79,-0.73
255,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,31,1,27,27,0.9,0.3,0,,0,1,27,5,0.00,1,1,0,0.00,+0.62,0.3,0.4,-0.1,-0.35,+0.25
256,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,23,33,1433,43,41.9,15.9,17,71,1,16,14,5,1.12,15,15,0,0.00,+0.50,14.9,17.6,-2.7,-0.17,+0.12
257,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,26,24,1531,64,44.8,17.0,18,77,6,6,26,4,1.08,26,24,+2,+0.12,-0.22,22.5,24.0,-1.5,-0.09,-0.22
258,Ross Barkley,eng ENG,"FW,MF",Chelsea,eng Premier League,26,2,42,21,1.2,0.5,0,,0,2,21,1,1.50,1,0,+1,+2.14,+1.58,0.3,0.9,-0.6,-1.33,-2.20
259,Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,de Bundesliga,22,26,977,38,31.9,10.9,9,74,1,17,18,6,1.73,20,15,+5,+0.46,-0.01,19.5,13.6,+6.0,+0.55,+0.31
260,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,30,22,1331,61,38.9,14.8,15,81,5,7,16,3,1.09,11,19,-8,-0.54,+0.06,15.5,18.1,-2.6,-0.17,+0.38
261,Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,22,25,1945,78,56.9,21.6,22,84,15,3,31,1,1.84,36,25,+11,+0.51,+0.08,29.0,25.0,+4.0,+0.19,-0.17
262,Marc Baró,es ESP,DF,Cádiz,es La Liga,20,1,90,90,2.6,1.0,1,90,1,0,,11,0.00,0,3,-3,-3.00,-2.49,0.7,2.3,-1.6,-1.59,-1.07
263,Antonio Barragán,es ESP,DF,Elche,es La Liga,33,27,2235,83,65.4,24.8,26,84,22,1,45,5,0.96,26,35,-9,-0.36,+0.55,19.9,39.9,-20.0,-0.81,+0.03
264,Antonio Barreca,it ITA,DF,Fiorentina,it Serie A,25,3,85,28,2.5,0.9,1,58,0,2,14,31,0.33,1,1,0,0.00,+0.32,1.2,1.2,0.0,0.00,+0.45
265,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,20,29,2303,79,75.3,25.6,27,84,13,2,24,4,1.34,28,37,-9,-0.35,+0.60,38.9,39.5,-0.5,-0.02,+0.18
266,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,18,31,1307,42,38.2,14.5,13,72,2,18,20,5,1.45,20,16,+4,+0.28,-0.45,17.4,15.3,+2.1,+0.14,-0.69
267,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,25,16,1108,69,36.2,12.3,13,82,9,3,14,10,0.81,10,25,-15,-1.22,-0.71,10.7,20.6,-9.9,-0.80,-0.16
268,Gerard Barri,es ESP,DF,Elche,es La Liga,19,0,,,,,0,,0,0,,8,,,,,,,,,,,
269,Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,21,38,2921,77,85.4,32.5,34,83,18,4,26,0,1.08,45,56,-11,-0.34,+0.20,46.5,55.3,-8.8,-0.27,-0.43
270,Kyle Bartley,eng ENG,DF,West Brom,eng Premier League,29,30,2584,86,75.6,28.7,28,90,27,2,35,3,0.73,31,53,-22,-0.77,+1.28,31.1,52.4,-21.3,-0.74,+0.42
271,Paolo Bartolomei,it ITA,MF,Spezia,it Serie A,30,6,320,53,9.4,3.6,3,84,2,3,23,4,0.67,5,10,-5,-1.41,-0.97,2.5,10.8,-8.3,-2.34,-2.04
272,Teddy Bartouche,fr FRA,GK,Lorient,fr Ligue 1,23,0,,,,,0,,,0,,8,,,,,,,,,,,
