Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
819,José Fonte,pt POR,DF,Lille,fr Ligue 1,34,34.6,2552,196,1048,1404,108,50,2552,6,4,66.7,2,33.3,1556,8114,5326,39,17,3,13,5,1754,12
820,Rui Fonte,pt POR,"FW,MF",Lille,fr Ligue 1,28,7.0,263,8,16,133,116,19,263,3,1,33.3,2,66.7,115,526,164,6,8,3,7,17,180,40
821,Pablo Fornals,es ESP,"MF,FW",Villarreal,es La Liga,22,27.5,1519,28,197,710,629,67,1519,64,39,60.9,25,39.1,930,4872,2245,55,46,13,60,51,1118,172
822,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,26,13.9,680,8,45,326,321,39,677,41,22,53.7,19,46.3,388,2421,1159,40,40,11,30,22,501,95
823,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,30,1.0,27,24,27,0,0,0,27,0,0,,0,,10,58,35,0,0,0,0,0,7,0
824,Steven Fortes,cv CPV,DF,Toulouse,fr Ligue 1,26,1.5,66,15,44,23,0,0,66,0,0,,0,,37,215,146,1,0,0,1,0,38,0
825,Iver Fossum,no NOR,MF,Hannover 96,de Bundesliga,22,5.1,290,9,56,157,80,6,290,4,3,75.0,1,25.0,140,601,262,4,6,0,3,5,169,14
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
826,Ben Foster,eng ENG,GK,Watford,eng Premier League,35,38.0,1391,1076,1362,30,1,0,1391,0,0,,0,,603,4371,3249,0,0,0,1,0,423,0
827,Timothy Fosu-Mensah,nl NED,DF,Fulham,eng Premier League,20,8.8,563,39,176,280,111,8,563,12,8,66.7,4,33.3,241,1477,909,22,24,4,5,4,363,43
828,Dimitri Foulquier,fr FRA,"MF,DF",Getafe,es La Liga,25,20.0,721,19,163,340,237,41,721,56,26,46.4,30,53.6,349,2448,1095,30,31,8,48,36,359,55
829,Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,20,9.9,738,79,309,394,44,7,738,22,19,86.4,3,13.6,478,2375,1404,8,6,1,11,9,482,3
830,Raphael Framberger,de GER,"DF,MF",Augsburg,de Bundesliga,22,6.1,336,21,83,154,110,7,336,14,10,71.4,4,28.6,148,1214,601,23,14,3,8,6,154,24
831,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,33,13.7,977,88,356,437,191,11,977,9,5,55.6,4,44.4,507,2187,1077,18,14,0,14,7,540,35
832,Mike Frantz,de GER,"MF,FW",Freiburg,de Bundesliga,31,24.6,869,30,216,467,192,34,869,15,7,46.7,8,53.3,421,2369,1066,36,11,10,29,15,550,68
833,Ryan Fraser,sct SCO,"MF,FW",Bournemouth,eng Premier League,24,35.2,1768,33,236,666,895,99,1768,53,24,45.3,29,54.7,1204,6539,3443,119,73,28,52,27,1243,279
834,Pierluigi Frattali,it ITA,GK,Parma,it Serie A,32,1.0,43,40,43,0,0,0,43,0,0,,0,,18,82,62,0,0,0,0,0,14,0
835,Fred,br BRA,MF,Manchester Utd,eng Premier League,25,11.6,937,22,176,622,148,10,937,16,10,62.5,6,37.5,558,2733,1399,18,20,5,21,18,658,21
836,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,25,12.1,704,68,234,314,158,15,704,21,12,57.1,9,42.9,281,1524,941,30,19,7,9,2,357,37
837,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,26,33.6,2633,53,401,1538,718,52,2633,46,26,56.5,20,43.5,1711,9313,4729,100,92,11,53,40,1884,77
838,Nicolas Frey,fr FRA,DF,Chievo,it Serie A,34,2.5,155,26,66,82,8,0,155,0,0,,0,,71,245,128,1,1,0,0,0,79,1
839,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,5.3,334,33,113,195,26,1,334,4,2,50.0,2,50.0,150,716,411,3,0,0,4,2,202,7
840,Alexander Fuchs,de GER,"MF,FW",Nürnberg,de Bundesliga,21,7.3,323,12,56,178,92,12,323,12,4,33.3,8,66.7,182,1056,491,11,6,2,16,6,218,23
841,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,32,2.3,183,7,51,70,64,2,183,1,1,100.0,0,0.0,99,334,202,3,5,0,4,1,105,24
842,Javi Fuego,es ESP,MF,Villarreal,es La Liga,34,2.6,170,13,49,110,12,0,170,1,1,100.0,0,0.0,71,270,146,1,1,0,0,3,98,1
843,Angelo Fulgini,fr FRA,"MF,FW",Angers,fr Ligue 1,21,18.2,1048,19,172,494,396,66,1048,46,19,41.3,27,58.7,602,3300,1656,43,31,10,47,47,728,127
844,Niclas Füllkrug,de GER,FW,Hannover 96,de Bundesliga,25,12.4,534,17,29,298,210,51,533,19,5,26.3,14,73.7,223,1250,581,24,15,9,31,18,421,102
845,Ramiro Funes Mori,ar ARG,"DF,MF",Villarreal,es La Liga,27,29.2,1558,203,804,682,88,27,1558,10,7,70.0,3,30.0,839,4712,2710,13,21,1,13,6,885,7
846,Manolo Gabbiadini,it ITA,"FW,MF",Southampton,eng Premier League,26,5.3,191,5,24,84,85,17,191,8,2,25.0,6,75.0,89,396,147,5,7,0,5,3,127,25
847,Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,26,9.0,396,7,26,151,225,41,396,11,6,54.5,5,45.5,224,1181,404,17,12,6,20,13,314,70
848,Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,de Bundesliga,23,18.1,823,14,98,437,307,40,823,54,27,50.0,27,50.0,422,2661,1466,44,32,13,33,19,495,85
849,Gianluca Gaetano,it ITA,"MF,FW",Napoli,it Serie A,18,0.1,12,0,2,3,7,2,12,1,0,0.0,1,100.0,10,52,17,1,1,2,1,0,12,3
850,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,24,12.1,944,31,145,577,230,36,944,9,5,55.6,4,44.4,546,2637,1421,32,30,1,22,10,720,42
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
851,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,28,33.8,1854,288,941,755,177,24,1854,9,5,55.6,4,44.4,863,3920,2419,16,18,0,24,7,896,27
852,Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,22,1.0,59,6,20,28,11,1,59,2,0,0.0,2,100.0,29,130,49,0,1,0,1,2,30,2
853,Javi Galán,es ESP,"DF,FW",Huesca,es La Liga,23,16.0,870,43,278,363,250,17,870,51,29,56.9,22,43.1,389,2826,1643,52,34,5,28,14,380,62
854,Sam Gallagher,eng ENG,FW,Southampton,eng Premier League,22,0.4,13,2,5,4,4,0,13,0,0,,0,,5,26,13,0,0,0,1,2,9,1
855,Álex Gallar,es ESP,"MF,FW",Huesca,es La Liga,26,11.2,587,11,89,246,265,30,586,46,19,41.3,27,58.7,353,2289,1019,30,27,6,26,22,398,87
856,Enric Gallego,es ESP,FW,Huesca,es La Liga,31,17.1,625,33,49,302,282,69,625,40,14,35.0,26,65.0,274,1240,478,15,19,6,60,22,416,74
857,Álex Gálvez,es ESP,DF,Rayo Vallecano,es La Liga,29,15.7,866,109,520,335,18,12,866,2,1,50.0,1,50.0,458,2157,1121,5,4,1,4,3,453,1
858,Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,31,17.9,577,6,32,218,336,95,577,26,12,46.2,14,53.8,340,2368,1209,53,28,24,32,28,449,141
859,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,28,31.4,2147,82,477,1371,333,18,2147,31,23,74.2,8,25.8,1225,6372,3017,40,43,5,32,29,1291,30
860,Ignatius Ganago,cm CMR,FW,Nice,fr Ligue 1,19,11.5,323,7,29,153,146,61,323,25,17,68.0,8,32.0,187,945,432,21,7,17,26,15,248,74
861,Cristian Ganea,ro ROU,DF,Athletic Club,es La Liga,26,0.5,16,2,4,5,7,0,16,0,0,,0,,10,27,16,1,0,0,0,0,8,1
862,Ganso,br BRA,"MF,FW",Amiens,fr Ligue 1,28,5.8,374,5,35,247,96,4,374,10,6,60.0,4,40.0,230,1090,453,7,11,0,9,7,275,26
863,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,31,23.7,1317,172,656,610,61,26,1317,2,2,100.0,0,0.0,634,4211,2418,16,10,1,4,0,793,2
864,Borja Garcés,es ESP,FW,Atlético Madrid,es La Liga,18,0.2,10,0,0,1,9,4,10,0,0,,0,,4,28,12,1,0,1,1,0,5,3
865,Alberto García,es ESP,GK,Rayo Vallecano,es La Liga,33,17.0,602,517,599,3,0,0,602,0,0,,0,,290,1835,1187,0,1,1,1,0,204,0
866,Aleix García,es ESP,MF,Girona,es La Liga,21,18.5,1321,26,244,787,303,9,1321,23,13,56.5,10,43.5,677,3041,1414,28,26,1,18,19,889,65
867,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,25,19.6,706,39,150,220,347,67,706,22,10,45.5,12,54.5,433,2894,1462,67,33,20,41,23,449,160
868,Borja García,es ESP,"MF,FW",Girona,es La Liga,27,29.2,1643,20,249,985,436,32,1643,61,37,60.7,24,39.3,1117,5416,2385,59,62,5,62,52,1312,169
869,Dani García,es ESP,MF,Athletic Club,es La Liga,28,27.5,1603,74,376,1115,124,0,1603,4,3,75.0,1,25.0,723,3008,1333,11,16,2,9,11,961,10
870,Javi García,es ESP,"DF,MF",Betis,es La Liga,31,5.8,498,45,158,328,14,2,498,4,3,75.0,0,0.0,320,1827,1027,1,2,0,1,4,390,2
871,Manu García,es ESP,MF,Alavés,es La Liga,32,25.9,1265,81,322,756,201,41,1265,19,13,68.4,6,31.6,558,2554,1081,19,11,4,26,26,679,35
872,Manu García,es ESP,MF,Toulouse,fr Ligue 1,20,20.5,1144,13,139,697,321,16,1144,58,32,55.2,26,44.8,799,3940,1995,36,38,4,45,29,904,65
873,Raúl García,es ESP,"MF,FW",Athletic Club,es La Liga,32,26.3,1306,41,157,617,540,108,1302,26,12,46.2,14,53.8,557,2288,968,27,26,6,49,29,886,135
874,Raúl García,es ESP,DF,Leganés,es La Liga,29,4.2,183,25,86,76,21,1,183,2,2,100.0,0,0.0,69,403,124,2,3,0,5,2,62,1
875,Raúl García,es ESP,DF,Girona,es La Liga,29,9.4,615,38,225,252,150,9,615,13,9,69.2,4,30.8,291,1687,916,27,18,1,8,6,312,41
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
876,Sergio García,es ESP,"FW,MF",Espanyol,es La Liga,35,16.5,662,6,52,247,372,72,662,36,16,44.4,20,55.6,465,2757,1241,47,37,21,47,38,521,152
877,James Garner,eng ENG,MF,Manchester Utd,eng Premier League,17,0.0,1,0,1,0,0,0,1,0,0,,0,,1,3,2,0,0,0,0,0,0,0
878,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,27,28.9,1678,126,548,723,426,54,1678,27,11,40.7,16,59.3,681,3172,1876,56,34,10,15,13,865,128
879,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,26,3.0,113,103,112,1,0,0,113,0,0,,0,,64,303,208,0,0,0,1,0,55,0
880,Marcello Gazzola,it ITA,"DF,MF",Parma,it Serie A,33,10.2,460,24,129,204,128,6,460,11,4,36.4,7,63.6,209,999,495,13,9,1,2,4,263,36
881,Jean-Philippe Gbamin,ci CIV,MF,Mainz 05,de Bundesliga,22,29.7,1674,56,328,1021,358,25,1674,66,35,53.0,31,47.0,1026,6608,3091,67,53,10,46,50,1049,67
882,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,27,38.0,1179,1095,1177,2,0,0,1179,0,0,,0,,519,3614,2699,0,0,0,1,0,423,0
883,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,31,31.3,2033,106,521,1004,518,54,2033,29,14,48.3,15,51.7,916,3987,1997,42,59,4,31,22,1157,151
884,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,20,2.7,168,4,26,100,44,2,168,4,1,25.0,3,75.0,106,546,275,6,4,1,2,4,126,4
885,Jérémy Gélin,fr FRA,"DF,MF",Rennes,fr Ligue 1,21,14.2,910,44,300,574,43,5,910,7,6,85.7,1,14.3,536,2355,1373,5,1,0,5,2,629,1
886,Romain Genevois,ht HAI,DF,Caen,fr Ligue 1,30,4.0,203,22,100,88,16,0,203,1,0,0.0,1,100.0,85,346,178,2,0,0,3,0,109,3
887,Christian Gentner,de GER,"MF,FW",Stuttgart,de Bundesliga,32,22.4,1306,48,259,708,348,42,1306,22,11,50.0,11,50.0,633,3457,1604,33,31,3,36,16,848,65
888,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,24,27.3,1335,39,245,677,431,65,1335,24,9,37.5,15,62.5,756,4703,2360,74,51,6,37,35,895,155
889,Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,28,24.1,847,31,86,441,324,101,847,8,3,37.5,5,62.5,410,1214,350,9,3,5,44,18,573,111
890,Gerson,br BRA,"MF,FW",Fiorentina,it Serie A,21,27.0,1454,46,237,838,392,57,1454,42,27,64.3,15,35.7,866,5395,2938,82,63,13,37,45,997,104
891,Gervinho,ci CIV,FW,Parma,it Serie A,31,25.6,802,2,110,329,389,96,802,121,64,52.9,56,46.3,614,5812,2982,107,88,53,75,55,616,126
892,Willem Geubbels,fr FRA,MF,Monaco,fr Ligue 1,16,0.1,5,0,0,1,4,0,5,0,0,,0,,4,37,20,0,0,0,0,1,3,1
893,Lamine Ghezali,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19,0.5,37,4,9,11,18,3,37,4,1,25.0,3,75.0,23,222,152,6,2,1,1,3,24,11
894,Rachid Ghezzal,dz ALG,"FW,MF",Leicester City,eng Premier League,26,8.3,574,5,49,258,276,25,574,29,19,65.5,10,34.5,376,2209,1174,36,29,9,22,21,408,77
895,Paolo Ghiglione,it ITA,DF,Frosinone,it Serie A,21,5.7,309,26,101,124,89,9,309,11,2,18.2,9,81.8,145,882,478,11,8,3,5,5,178,39
896,Saman Ghoddos,ir IRN,"FW,MF",Amiens,fr Ligue 1,24,20.3,836,10,100,354,392,22,836,30,10,33.3,20,66.7,417,2522,1182,40,30,5,52,23,489,124
897,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,27,12.8,1094,25,160,531,408,20,1094,4,1,25.0,3,75.0,674,3041,1847,37,30,5,9,3,744,138
898,Emanuele Giaccherini,it ITA,"MF,FW",Chievo,it Serie A,33,22.3,1313,18,144,623,558,49,1311,43,26,60.5,17,39.5,773,4627,2272,76,52,16,48,48,933,193
899,Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,eng Premier League,18,7.4,411,2,58,232,125,14,411,19,12,63.2,7,36.8,235,1248,565,13,8,1,24,16,306,47
900,Ben Gibson,eng ENG,DF,Burnley,eng Premier League,25,0.7,38,3,13,23,2,1,38,0,0,,0,,20,82,51,0,0,0,0,0,23,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
901,Fabian Giefer,de GER,GK,Augsburg,de Bundesliga,28,4.0,125,105,125,0,0,0,125,0,0,,0,,77,492,353,0,0,0,1,0,49,0
902,Niko Gießelmann,de GER,DF,Düsseldorf,de Bundesliga,26,28.8,1672,88,603,708,375,30,1672,23,11,47.8,12,52.2,807,4227,2149,54,37,6,32,8,944,100
903,Daniel Ginczek,de GER,FW,Wolfsburg,de Bundesliga,27,14.2,521,19,62,239,226,60,521,24,14,58.3,10,41.7,286,1691,786,34,25,21,42,25,366,103
904,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,24,26.4,2011,146,811,1102,109,41,2011,2,1,50.0,1,50.0,1261,8990,6547,61,26,0,9,6,1506,19
905,Andrei Girotto,br BRA,MF,Nantes,fr Ligue 1,26,16.4,1023,56,260,657,114,9,1023,4,2,50.0,2,50.0,532,2149,1080,17,8,0,14,7,595,10
906,Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,31,9.4,355,9,17,148,192,74,355,5,2,40.0,3,60.0,144,336,118,3,3,0,22,6,295,75
907,Kamil Glik,pl POL,DF,Monaco,fr Ligue 1,30,33.0,1993,188,950,1006,45,29,1993,3,2,66.7,1,33.3,1131,6017,4254,30,8,0,4,2,1258,2
908,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,23,19.6,1142,11,91,430,634,157,1142,107,50,46.7,57,53.3,727,5159,2711,101,71,50,45,31,882,236
909,Joris Gnagnon,fr FRA,"DF,MF",Sevilla,es La Liga,21,5.0,308,16,119,166,26,4,308,3,3,100.0,0,0.0,190,1059,616,10,6,0,2,5,204,7
910,Eddy Gnahoré,fr FRA,MF,Amiens,fr Ligue 1,24,24.9,1407,32,219,918,289,53,1407,37,23,62.2,14,37.8,860,5241,2173,45,33,8,42,42,975,63
911,Massimo Gobbi,it ITA,DF,Parma,it Serie A,37,13.1,717,55,245,337,140,4,717,2,2,100.0,0,0.0,319,1736,1086,27,14,2,5,2,375,27
912,Kevin Goden,de GER,"DF,MF",Nürnberg,de Bundesliga,19,3.0,138,13,50,59,30,1,138,4,3,75.0,1,25.0,33,175,84,2,2,0,3,0,55,7
913,Diego Godín,uy URU,DF,Atlético Madrid,es La Liga,32,27.9,1347,191,701,596,59,32,1347,11,10,90.9,1,9.1,626,3235,1789,12,11,0,12,0,710,3
914,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,30,7.9,275,243,272,3,0,0,275,0,0,,0,,120,624,475,0,0,0,0,0,86,0
915,Edoardo Goldaniga,it ITA,DF,Frosinone,it Serie A,24,29.0,1447,141,701,638,120,20,1447,10,7,70.0,3,30.0,568,2816,1735,19,16,0,14,7,731,21
916,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,23,20.0,641,555,637,4,0,0,641,0,0,,0,,339,1819,1115,0,0,0,2,0,254,0
917,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,22,25.4,1351,13,129,664,575,62,1351,51,29,56.9,22,43.1,900,6275,2815,80,66,18,51,32,997,151
918,André Gomes,pt POR,MF,Everton,eng Premier League,25,22.0,1438,43,278,920,265,23,1438,55,40,72.7,15,27.3,901,5051,2227,49,36,3,34,50,1012,22
919,Angel Gomes,eng ENG,"MF,FW",Manchester Utd,eng Premier League,17,0.3,26,0,3,11,12,1,26,0,0,,0,,18,92,61,2,2,1,0,1,21,3
920,Ibai Gómez,es ESP,FW,Athletic Club,es La Liga,28,6.4,363,7,43,140,183,13,363,16,6,37.5,10,62.5,204,906,306,7,10,3,25,11,246,60
921,Ibai Gómez,es ESP,"MF,FW",Alavés,es La Liga,28,16.1,722,24,121,323,289,29,721,28,16,57.1,12,42.9,409,2060,792,19,19,3,27,21,464,73
922,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,21,11.8,940,55,337,561,49,8,940,5,4,80.0,1,20.0,608,2662,1410,6,2,0,10,2,637,13
923,Mario Gómez,de GER,FW,Stuttgart,de Bundesliga,33,24.6,715,39,73,365,280,100,715,20,8,40.0,12,60.0,270,1235,475,18,11,7,40,21,461,111
924,Maxi Gómez,uy URU,FW,Celta Vigo,es La Liga,21,32.9,987,47,74,515,400,121,986,30,14,46.7,16,53.3,558,2650,1084,33,34,13,74,42,752,150
925,Moi Gómez,es ESP,MF,Huesca,es La Liga,24,33.9,1789,55,333,1050,439,30,1789,55,32,58.2,23,41.8,986,6164,2656,52,45,2,44,36,1118,61
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
926,Papu Gómez,ar ARG,"MF,FW",Atalanta,it Serie A,30,32.2,2323,9,136,915,1311,104,2323,127,76,59.8,51,40.2,1669,12136,6636,239,186,45,66,76,1794,264
927,Sergi Gómez,es ESP,DF,Sevilla,es La Liga,26,30.7,1746,181,846,834,71,22,1746,0,0,,0,,947,4591,2636,12,19,0,2,3,1109,3
928,Alfred Gomis,sn SEN,GK,SPAL,it Serie A,24,19.2,729,652,727,3,0,0,729,0,0,,0,,343,1685,1189,0,0,0,1,0,285,0
929,Maxime Gonalons,fr FRA,MF,Sevilla,es La Liga,29,6.0,394,22,100,254,45,3,394,10,8,80.0,2,20.0,220,1118,457,6,8,0,5,5,250,2
930,Anthony Gonçalves,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,32,11.8,638,15,107,289,246,21,638,9,7,77.8,2,22.2,370,2287,1366,50,33,5,23,7,412,77
931,Jérôme Gondorf,de GER,"MF,FW",Freiburg,de Bundesliga,30,14.4,700,34,150,319,238,29,700,17,6,35.3,11,64.7,272,1600,766,22,13,3,22,17,372,62
932,Álvaro González,es ESP,DF,Villarreal,es La Liga,28,32.9,1855,210,885,905,72,20,1855,1,0,0.0,1,100.0,940,4831,3229,30,17,0,9,2,1161,6
933,Bruno González,es ESP,DF,Getafe,es La Liga,28,18.9,702,84,354,326,29,8,702,3,3,100.0,0,0.0,213,1123,393,4,2,1,4,2,239,1
934,Cristo González,es ESP,FW,Real Madrid,es La Liga,20,0.5,19,1,3,12,4,0,19,2,0,0.0,2,100.0,10,53,21,1,0,0,1,1,11,0
935,Giancarlo González,cr CRC,DF,Bologna,it Serie A,30,8.3,437,49,206,221,14,7,437,0,0,,0,,198,1171,776,6,2,0,3,3,214,2
936,Nicolás González,ar ARG,"FW,MF",Stuttgart,de Bundesliga,20,24.0,945,28,103,416,441,110,945,66,46,69.7,20,30.3,497,3426,1645,62,59,17,74,42,684,154
937,Jon Gorenc Stanković,si SVN,"MF,DF",Huddersfield,eng Premier League,22,7.9,394,38,177,193,29,8,394,2,1,50.0,1,50.0,186,804,423,5,1,0,7,1,208,4
938,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,23,22.5,1399,30,225,847,338,72,1399,22,15,68.2,7,31.8,792,4333,2390,58,38,8,23,17,1022,79
939,Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,27,4.0,118,102,117,1,0,0,118,0,0,,0,,57,275,180,0,0,0,0,0,45,0
940,Mirko Gori,it ITA,MF,Frosinone,it Serie A,25,3.7,185,8,43,90,55,6,185,4,2,50.0,2,50.0,87,472,252,7,6,0,4,4,108,9
941,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,21,5.1,347,19,107,163,81,3,347,7,1,14.3,6,85.7,143,790,368,6,12,0,12,4,190,25
942,Robin Gosens,de GER,"DF,MF",Atalanta,it Serie A,24,21.6,1501,49,314,689,517,58,1501,40,20,50.0,20,50.0,786,4519,2844,96,48,13,39,8,925,153
943,Dan Gosling,eng ENG,MF,Bournemouth,eng Premier League,28,19.3,1206,60,314,717,189,20,1206,20,12,60.0,8,40.0,698,2644,1228,7,18,2,19,21,763,23
944,Felix Götze,de GER,MF,Augsburg,de Bundesliga,20,1.4,53,7,24,19,12,2,53,0,0,,0,,22,143,16,0,0,0,1,2,25,2
945,Mario Götze,de GER,"FW,MF",Dortmund,de Bundesliga,26,18.6,1095,8,67,465,574,82,1095,52,26,50.0,26,50.0,682,3131,1518,54,38,11,45,41,884,182
946,Prince-Désir Gouano,fr FRA,DF,Amiens,fr Ligue 1,24,29.1,1354,188,709,625,26,13,1354,1,1,100.0,0,0.0,732,3865,1998,5,1,0,10,6,784,1
947,Yoann Gourcuff,fr FRA,"MF,FW",Dijon,fr Ligue 1,32,1.5,100,3,9,43,49,6,100,2,1,50.0,1,50.0,66,402,210,9,3,2,3,3,76,11
948,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,27,23.2,1487,146,775,689,49,9,1487,19,10,52.6,9,47.4,833,4960,2946,25,15,1,11,13,800,2
949,Paolo Gozzi Iweru,it ITA,DF,Juventus,it Serie A,17,1.0,63,2,28,34,2,0,63,1,1,100.0,0,0.0,50,389,255,5,2,0,0,0,48,0
950,Max Gradel,ci CIV,"FW,MF",Toulouse,fr Ligue 1,30,36.0,1944,34,255,755,968,177,1936,162,88,54.3,74,45.7,1185,8544,4470,174,112,74,137,102,1340,349
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
951,Jonathan Gradit,fr FRA,DF,Caen,fr Ligue 1,25,22.3,1186,104,477,604,122,6,1186,30,21,70.0,9,30.0,550,3644,2333,42,27,2,17,11,651,24
952,Samuel Grandsir,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,21,2.6,117,0,17,51,54,3,117,11,7,63.6,4,36.4,77,492,212,9,3,1,8,5,81,21
953,Samuel Grandsir,fr FRA,"FW,MF",Monaco,fr Ligue 1,21,5.2,267,5,44,86,143,14,267,25,13,52.0,12,48.0,173,1190,487,16,8,3,17,7,174,74
954,Álex Granell,es ESP,"MF,DF",Girona,es La Liga,29,26.6,1794,51,362,1030,420,11,1794,31,21,67.7,10,32.3,944,4603,2504,46,42,2,24,27,1119,80
955,Esteban Granero,es ESP,MF,Espanyol,es La Liga,31,22.4,1423,63,290,777,376,6,1423,40,34,85.0,6,15.0,799,4404,2010,39,36,2,26,36,936,36
956,Karlan Grant,eng ENG,FW,Huddersfield,eng Premier League,20,9.7,320,4,21,137,170,33,320,26,12,46.2,14,53.8,194,1521,643,22,20,11,28,24,231,51
957,Alberto Grassi,it ITA,MF,Parma,it Serie A,23,5.1,185,11,49,105,38,6,185,7,5,71.4,2,28.6,92,502,177,2,3,1,8,3,103,10
958,Andre Gray,jm JAM,FW,Watford,eng Premier League,27,15.2,396,4,25,146,228,83,396,23,8,34.8,15,65.2,281,1132,411,21,5,13,55,20,311,96
959,Demarai Gray,eng ENG,"FW,MF",Leicester City,eng Premier League,22,22.1,969,18,118,403,463,82,969,73,42,57.5,31,42.5,688,4576,2102,73,38,37,58,38,704,180
960,Mason Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,16,1.3,84,2,7,28,50,14,84,6,3,50.0,3,50.0,52,404,239,8,5,6,3,3,65,18
961,Michael Gregoritsch,at AUT,"MF,FW",Augsburg,de Bundesliga,24,27.6,1274,69,200,654,429,99,1273,33,14,42.4,19,57.6,623,2940,1481,36,42,8,71,26,891,145
962,Clément Grenier,fr FRA,MF,Rennes,fr Ligue 1,27,29.6,2079,45,336,1291,472,21,2078,37,23,62.2,14,37.8,1148,5501,2737,41,28,2,40,28,1435,62
963,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,27,35.5,1830,26,159,689,1003,138,1827,44,20,45.5,24,54.5,1027,5363,2501,87,75,37,57,49,1380,241
964,Vincenzo Grifo,it ITA,"MF,FW",Hoffenheim,de Bundesliga,25,3.7,224,5,21,83,123,13,223,8,3,37.5,5,62.5,140,960,473,15,10,1,4,3,156,36
