Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1111,Ivo Iličević,hr CRO,MF,Nürnberg,de Bundesliga,31,0.4,18,0,2,12,4,0,18,1,1,100.0,0,0.0,10,69,40,2,1,0,2,0,14,4
1112,Josip Iličić,si SVN,"FW,MF",Atalanta,it Serie A,30,23.8,1632,4,88,634,929,156,1631,133,78,58.6,55,41.4,1321,8652,4085,155,103,69,74,76,1433,286
1113,Asier Illarramendi,es ESP,MF,Real Sociedad,es La Liga,28,20.2,1468,79,395,944,142,4,1468,10,7,70.0,3,30.0,796,4551,2294,24,19,0,22,13,911,6
1114,Stefan Ilsanker,at AUT,"DF,MF",RB Leipzig,de Bundesliga,29,10.4,575,47,226,310,41,7,575,2,2,100.0,0,0.0,194,856,547,2,7,0,7,1,261,4
1115,Giannelli Imbula,cd COD,MF,Rayo Vallecano,es La Liga,25,19.2,894,19,144,590,186,13,894,71,57,80.3,14,19.7,678,4667,2598,51,39,4,32,40,704,19
1116,Ciro Immobile,it ITA,FW,Lazio,it Serie A,28,31.8,1321,8,85,442,814,209,1317,81,31,38.3,50,61.7,878,5582,2729,103,68,47,85,36,1067,335
1117,Emmanuel Imorou,bj BEN,DF,Caen,fr Ligue 1,29,12.4,724,39,256,357,117,2,724,11,5,45.5,6,54.5,266,1422,692,21,15,0,10,10,342,30
1118,Svante Ingelsson,se SWE,"DF,MF",Udinese,it Serie A,20,1.1,59,5,16,27,16,0,59,4,1,25.0,3,75.0,29,128,56,1,1,0,4,0,28,8
1119,Roberto Inglese,it ITA,FW,Parma,it Serie A,26,21.8,679,32,102,300,287,89,677,37,21,56.8,16,43.2,403,2198,585,29,14,16,85,54,467,99
1120,Danny Ings,eng ENG,FW,Southampton,eng Premier League,26,18.3,647,9,50,301,303,83,644,37,20,54.1,17,45.9,371,1751,596,21,10,9,54,29,452,125
1121,Lorenzo Insigne,it ITA,"FW,MF",Napoli,it Serie A,27,23.0,1572,8,77,679,827,107,1570,48,26,54.2,22,45.8,1182,5749,2798,76,69,21,45,27,1345,258
1122,Emiliano Insúa,ar ARG,DF,Stuttgart,de Bundesliga,29,23.5,1605,67,377,774,476,17,1605,54,33,61.1,21,38.9,692,3978,2259,70,53,9,27,20,857,108
1123,Pablo Insua,es ESP,DF,Huesca,es La Liga,24,8.6,333,37,192,136,8,7,333,1,1,100.0,0,0.0,140,734,338,3,1,0,5,4,165,0
1124,Takashi Inui,jp JPN,"MF,FW",Alavés,es La Liga,30,9.2,357,8,49,179,137,15,357,23,14,60.9,9,39.1,228,1414,771,21,13,3,27,10,234,53
1125,Takashi Inui,jp JPN,MF,Betis,es La Liga,30,4.2,174,2,15,80,83,12,174,11,8,72.7,3,27.3,126,715,371,11,9,1,11,6,137,26
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1126,Artur Ioniță,md MDA,MF,Cagliari,it Serie A,27,33.0,1466,53,245,855,389,50,1466,30,17,56.7,13,43.3,705,3863,1734,42,43,1,38,40,964,80
1127,Gorka Iraizoz,es ESP,GK,Girona,es La Liga,37,6.2,263,244,261,2,0,0,263,1,1,100.0,0,0.0,118,781,530,0,0,0,0,0,83,0
1128,Carlos Isaac,es ESP,DF,Atlético Madrid,es La Liga,20,1.0,63,3,9,32,22,2,63,2,2,100.0,0,0.0,36,228,148,2,6,1,3,1,40,6
1129,Isco,es ESP,"MF,FW",Real Madrid,es La Liga,26,13.2,1111,5,122,600,403,54,1111,49,34,69.4,15,30.6,811,4551,2186,46,49,9,24,30,957,91
1130,Mikael Ishak,se SWE,FW,Nürnberg,de Bundesliga,25,21.3,580,15,52,293,242,56,579,23,16,69.6,7,30.4,314,1408,591,25,17,11,45,21,387,100
1131,Wilson Isidor,fr FRA,FW,Monaco,fr Ligue 1,17,0.5,17,3,3,4,10,1,17,0,0,,0,,11,44,32,1,1,0,2,0,12,4
1132,Gian-Luca Itter,de GER,DF,Wolfsburg,de Bundesliga,19,1.0,64,0,14,43,8,0,64,5,3,60.0,2,40.0,33,182,100,6,1,0,3,1,39,0
1133,Manuel Iturra,cl CHI,MF,Villarreal,es La Liga,34,0.8,61,3,14,43,5,0,61,0,0,,0,,32,100,37,0,1,0,0,0,39,1
1134,Ander Iturraspe,es ESP,MF,Athletic Club,es La Liga,29,1.1,91,5,27,58,6,0,91,1,0,0.0,1,100.0,44,203,109,0,2,0,1,1,65,2
1135,Ivi,es ESP,"MF,FW",Valladolid,es La Liga,24,0.2,21,0,1,5,15,0,21,1,0,0.0,1,100.0,12,88,46,2,2,0,3,1,15,2
1136,Alex Iwobi,ng NGA,"FW,MF",Arsenal,eng Premier League,22,21.9,1297,16,136,523,651,111,1297,85,46,54.1,39,45.9,895,6277,3756,132,82,52,69,56,1065,234
1137,José Izquierdo,co COL,"MF,FW",Brighton,eng Premier League,26,8.8,313,11,71,114,135,24,313,24,13,54.2,11,45.8,205,1385,615,20,17,12,18,12,192,58
1138,Armando Izzo,it ITA,DF,Torino,it Serie A,26,36.3,2333,194,861,1280,208,39,2333,14,9,64.3,5,35.7,1174,7047,4544,55,29,4,14,11,1270,26
1139,Koo Ja-cheol,kr KOR,MF,Augsburg,de Bundesliga,29,18.2,862,33,157,505,212,26,862,22,14,63.6,8,36.4,479,2423,986,24,19,1,39,41,564,48
1140,Lukas Jäger,at AUT,"FW,MF",Nürnberg,de Bundesliga,24,0.3,10,0,7,2,1,0,10,0,0,,0,,1,5,0,0,0,0,1,0,5,0
1141,Phil Jagielka,eng ENG,DF,Everton,eng Premier League,35,3.7,225,23,114,104,7,6,225,0,0,,0,,99,430,198,0,0,0,2,0,124,0
1142,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,eng Premier League,24,11.3,475,11,105,195,184,14,475,36,11,30.6,25,69.4,278,1550,741,14,17,1,27,21,284,56
1143,Christophe Jallet,fr FRA,DF,Nice,fr Ligue 1,34,9.8,759,41,228,387,146,6,759,2,1,50.0,1,50.0,299,1171,792,10,10,1,13,3,481,46
1144,Jandrei,br BRA,GK,Genoa,it Serie A,25,1.0,34,31,34,0,0,0,34,0,0,,0,,21,73,40,0,0,0,0,0,17,0
1145,Christoph Janker,de GER,"MF,FW",Augsburg,de Bundesliga,33,0.8,34,4,15,17,2,0,34,0,0,,0,,25,117,62,0,0,0,0,1,28,0
1146,Marko Janković,me MNE,"DF,MF",SPAL,it Serie A,23,0.6,33,1,3,15,16,1,33,3,2,66.7,1,33.3,26,351,91,2,2,0,0,0,27,0
1147,Jakub Jankto,cz CZE,MF,Sampdoria,it Serie A,22,10.7,656,18,102,326,233,23,656,5,1,20.0,4,80.0,369,1964,1202,32,25,4,8,5,475,80
1148,Daryl Janmaat,nl NED,DF,Watford,eng Premier League,29,16.9,991,86,341,425,231,19,991,19,12,63.2,7,36.8,454,1975,1161,32,25,7,15,11,466,51
1149,Vincent Janssen,nl NED,FW,Tottenham,eng Premier League,24,0.4,19,1,1,7,11,4,19,1,1,100.0,0,0.0,8,34,4,1,0,0,0,1,14,6
1150,Tony Jantschke,de GER,DF,M'Gladbach,de Bundesliga,28,10.4,918,65,471,436,16,5,918,3,2,66.7,1,33.3,536,2934,1454,7,1,0,3,1,674,2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1151,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,es La Liga,23,13.9,766,9,61,257,468,57,766,105,65,61.9,39,37.1,552,4311,2061,72,44,29,52,51,586,173
1152,Nicolas Janvier,fr FRA,MF,Rennes,fr Ligue 1,19,0.0,2,0,0,1,1,0,2,0,0,,0,,2,7,4,0,0,0,0,0,2,0
1153,Paweł Jaroszyński,pl POL,DF,Chievo,it Serie A,23,15.0,995,60,326,478,200,4,995,16,9,56.3,7,43.8,454,2578,1387,34,20,4,17,6,572,39
1154,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,33,30.5,1226,977,1224,2,0,0,1226,0,0,,0,,689,3845,2613,0,0,0,2,0,511,0
1155,Jason,es ESP,"DF,FW",Levante,es La Liga,24,25.9,1149,51,261,519,391,34,1149,78,29,37.2,49,62.8,576,4087,2209,71,47,6,44,34,665,124
1156,Dennis Jastrzembski,pl POL,"FW,DF",Hertha BSC,de Bundesliga,18,0.7,26,1,1,16,11,2,26,2,1,50.0,1,50.0,21,188,110,6,5,1,1,1,21,5
1157,Assil Jaziri,tn TUN,FW,Nice,fr Ligue 1,18,0.4,35,0,3,13,21,2,35,3,1,33.3,2,66.7,27,190,91,3,1,1,1,0,25,6
1158,Corentin Jean,fr FRA,"FW,MF",Toulouse,fr Ligue 1,23,7.0,293,1,26,117,156,26,293,13,5,38.5,8,61.5,161,1020,363,17,8,11,22,18,192,54
1159,Benjamin Jeannot,fr FRA,"FW,MF",Dijon,fr Ligue 1,26,16.0,612,21,72,296,251,55,612,21,14,66.7,7,33.3,289,1242,478,6,6,1,37,17,418,87
1160,Tin Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,22,12.5,888,52,247,484,160,15,888,12,7,58.3,5,41.7,369,1982,1023,21,15,4,17,8,527,36
1161,Jemerson,br BRA,"DF,MF",Monaco,fr Ligue 1,25,24.7,1345,148,664,646,40,17,1345,2,1,50.0,1,50.0,710,3989,2259,10,7,0,10,2,808,1
1162,Carl Jenkinson,eng ENG,DF,Arsenal,eng Premier League,26,1.8,108,6,27,46,35,4,108,0,0,,0,,46,176,63,2,2,1,5,3,68,9
1163,Fredrik Jensen,fi FIN,"FW,MF",Augsburg,de Bundesliga,20,2.3,86,6,17,39,30,6,86,3,2,66.7,1,33.3,46,124,41,3,0,2,5,4,53,9
1164,Mathias Jensen,dk DEN,"MF,FW",Celta Vigo,es La Liga,22,2.6,106,1,20,55,32,4,106,1,0,0.0,1,100.0,59,202,58,1,2,0,5,5,72,10
1165,Jesé,es ESP,"FW,MF",Betis,es La Liga,25,8.7,273,0,10,127,139,46,273,22,12,54.5,10,45.5,170,1005,481,22,10,14,20,9,190,55
1166,Gabriel Jesus,br BRA,FW,Manchester City,eng Premier League,21,11.5,535,4,33,205,306,95,534,38,22,57.9,16,42.1,382,1827,881,35,23,17,32,29,423,128
1167,Juan Jesus,br BRA,DF,Roma,it Serie A,27,15.6,973,72,470,484,23,1,973,3,3,100.0,0,0.0,470,1858,756,3,4,0,2,3,644,1
1168,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,27,34.6,1528,44,158,772,618,171,1526,69,34,49.3,35,50.7,862,4728,1938,76,43,35,95,68,1118,236
1169,Joaquín,es ESP,"FW,MF",Betis,es La Liga,37,18.8,1148,32,110,454,594,60,1148,65,48,73.8,17,26.2,725,4703,2468,85,59,29,31,27,883,170
1170,Joelinton,br BRA,"FW,MF",Hoffenheim,de Bundesliga,21,23.7,1047,17,84,497,479,102,1047,84,47,56.0,37,44.0,643,3624,1720,53,46,24,81,62,742,160
1171,Aron Jóhannsson,us USA,MF,Werder Bremen,de Bundesliga,27,0.0,2,0,0,1,1,1,2,1,1,100.0,0,0.0,2,22,8,1,0,0,1,0,2,1
1172,Stefan Johansen,no NOR,MF,Fulham,eng Premier League,27,4.6,299,11,54,189,58,3,299,3,2,66.7,1,33.3,135,758,272,3,3,0,7,2,196,15
1173,Jakob Johansson,se SWE,MF,Rennes,fr Ligue 1,28,7.9,467,30,134,302,32,2,467,8,4,50.0,4,50.0,228,1164,578,10,3,0,6,4,280,3
1174,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,18,0.7,33,3,18,11,4,0,33,2,0,0.0,2,100.0,10,63,4,0,1,0,1,0,13,1
1175,Fabian Johnson,us USA,"DF,FW",M'Gladbach,de Bundesliga,30,11.2,635,30,169,338,132,15,635,5,1,20.0,4,80.0,363,1786,1034,20,18,3,11,8,435,43
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1176,Tyreke Johnson,eng ENG,MF,Southampton,eng Premier League,19,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
1177,Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,28,17.0,519,438,514,5,0,0,519,0,0,,0,,222,1576,1188,0,0,0,0,0,165,0
1178,Jonathas,br BRA,FW,Hannover 96,de Bundesliga,29,6.7,248,5,24,135,90,21,247,11,5,45.5,6,54.5,130,526,127,9,5,4,31,21,168,33
1179,Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,26,14.0,913,92,481,407,27,6,913,3,3,100.0,0,0.0,469,2251,1243,11,8,1,9,2,570,2
1180,Jony,es ESP,"MF,FW",Alavés,es La Liga,27,33.0,1589,7,198,595,833,81,1589,138,62,44.9,76,55.1,839,6630,3406,119,90,40,109,60,898,220
1181,Joan Jordán,es ESP,MF,Eibar,es La Liga,24,31.9,2195,25,220,1255,745,32,2195,63,47,74.6,16,25.4,1113,5519,2545,44,52,5,45,34,1303,92
1182,Bruno Jordão,pt POR,"MF,DF",Lazio,it Serie A,19,1.0,57,2,14,26,17,2,57,5,5,100.0,0,0.0,31,175,71,3,5,0,3,3,38,8
1183,Jorginho,it ITA,MF,Chelsea,eng Premier League,26,35.1,3451,106,724,2109,636,4,3450,27,15,55.6,12,44.4,1921,7795,4278,30,72,0,32,31,2697,46
1184,Willian José,br BRA,FW,Real Sociedad,es La Liga,26,26.3,968,30,79,510,387,83,961,30,19,63.3,11,36.7,609,2792,838,18,21,4,48,54,812,190
1185,Joselu,es ESP,FW,Newcastle Utd,eng Premier League,28,6.6,295,15,29,169,97,26,295,5,1,20.0,4,80.0,108,341,87,4,3,3,17,16,217,28
1186,Evens Joseph,fr FRA,"MF,FW",Caen,fr Ligue 1,19,3.8,119,1,13,43,65,9,119,15,4,26.7,11,73.3,91,685,251,11,6,6,15,16,90,38
1187,Diogo Jota,pt POR,"FW,MF",Wolves,eng Premier League,21,26.2,1131,13,101,534,524,120,1131,119,57,47.9,62,52.1,685,6068,3135,125,94,47,75,48,840,182
1188,Aleksandar Jovanović,rs SRB,GK,Huesca,es La Liga,25,12.0,356,290,355,1,0,0,356,0,0,,0,,153,998,787,0,0,0,0,0,128,0
1189,Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,22,15.3,1000,109,516,478,16,2,1000,7,5,71.4,2,28.6,577,3310,2042,11,6,0,4,0,569,0
1190,Stevan Jovetić,me MNE,"MF,FW",Monaco,fr Ligue 1,28,4.4,175,3,15,85,78,14,175,5,1,20.0,4,80.0,106,607,303,7,8,1,11,3,130,17
1191,Luka Jović,rs SRB,"FW,MF",Eint Frankfurt,de Bundesliga,20,24.9,931,34,65,479,400,146,930,45,25,55.6,20,44.4,494,2744,1027,34,28,23,74,45,722,164
1192,Jozabed,es ESP,MF,Celta Vigo,es La Liga,27,12.8,814,19,173,521,125,18,814,8,5,62.5,3,37.5,476,1914,787,7,6,1,13,5,587,17
1193,Miguel Juan Llambrich,es ESP,"DF,FW",Villarreal,es La Liga,22,6.0,323,26,111,136,77,4,323,11,5,45.5,6,54.5,153,929,476,15,14,0,11,6,159,28
1194,Juanfran,es ESP,"DF,FW",Leganés,es La Liga,29,16.2,812,46,195,309,322,17,812,26,13,50.0,13,50.0,421,2500,1424,39,29,3,16,10,455,103
1195,Juanfran,es ESP,DF,Atlético Madrid,es La Liga,33,17.9,1117,61,304,470,350,29,1117,21,11,52.4,10,47.6,611,2928,1662,53,32,12,12,12,660,86
1196,Juanmi,es ESP,"FW,MF",Real Sociedad,es La Liga,25,16.9,533,10,72,287,183,58,533,19,16,84.2,3,15.8,326,1802,694,27,12,11,31,40,395,86
1197,Juanpe,es ESP,DF,Girona,es La Liga,27,30.7,1896,173,1016,833,64,36,1896,12,10,83.3,2,16.7,979,4921,3049,18,3,0,10,1,1167,3
1198,Juanpi,ve VEN,"MF,FW",Huesca,es La Liga,24,7.4,341,9,54,182,113,14,340,19,8,42.1,11,57.9,202,1288,646,21,11,2,17,19,209,23
1199,Nathaël Julan,fr FRA,"FW,MF",Guingamp,fr Ligue 1,22,4.8,193,3,7,87,100,24,193,8,2,25.0,6,75.0,86,358,112,5,3,2,16,10,146,31
1200,Christopher Jullien,fr FRA,DF,Toulouse,fr Ligue 1,25,33.5,1870,258,943,856,77,49,1870,7,4,57.1,3,42.9,955,4971,3215,10,4,1,12,3,1114,11
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1201,David Juncà,es ESP,DF,Celta Vigo,es La Liga,24,19.5,1274,65,399,597,281,16,1274,24,13,54.2,11,45.8,632,3289,1888,47,42,3,15,7,758,79
1202,Sebastian Jung,de GER,DF,Wolfsburg,de Bundesliga,28,0.6,60,1,11,37,13,0,60,0,0,,0,,30,139,93,2,1,0,0,0,46,2
1203,Hamed Junior Traorè,ci CIV,MF,Empoli,it Serie A,18,25.1,1292,31,200,689,441,46,1292,70,43,61.4,27,38.6,826,5841,3301,87,64,12,46,48,878,93
1204,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,es La Liga,18,9.7,464,1,33,117,324,82,464,70,41,58.6,29,41.4,379,3227,1876,76,28,48,27,24,383,141
1205,Musa Juwara,gm GAM,FW,Chievo,it Serie A,16,0.1,8,0,2,4,2,0,8,1,0,0.0,1,100.0,8,62,15,0,1,0,0,0,6,1
1206,Mathias Jørgensen,dk DEN,DF,Huddersfield,eng Premier League,28,23.9,1445,104,666,735,51,23,1445,4,3,75.0,1,25.0,722,3283,2022,21,7,1,7,6,802,6
1207,Sory Kaba,gn GUI,"FW,MF",Dijon,fr Ligue 1,23,2.6,104,1,9,45,51,9,104,13,5,38.5,8,61.5,61,299,77,2,4,2,12,11,86,28
1208,Ozan Kabak,tr TUR,DF,Stuttgart,de Bundesliga,18,15.0,726,74,314,377,45,18,726,16,14,87.5,2,12.5,361,2084,1308,13,11,1,11,4,403,4
1209,Christian Kabasele,be BEL,DF,Watford,eng Premier League,27,17.6,783,120,404,354,27,17,783,1,0,0.0,1,100.0,354,1496,665,1,0,0,6,0,391,1
1210,Elias Kachunga,cd COD,"FW,MF",Huddersfield,eng Premier League,26,13.1,452,12,72,201,185,23,452,26,10,38.5,16,61.5,249,1656,666,29,19,6,21,20,299,66
1211,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,26,27.9,1690,84,401,744,554,63,1690,16,8,50.0,8,50.0,848,4481,2585,74,63,1,28,13,1035,224
1212,Shinji Kagawa,jp JPN,MF,Dortmund,de Bundesliga,29,1.1,81,0,1,51,31,2,81,0,0,,0,,50,236,103,0,3,0,1,2,75,6
1213,Florian Kainz,at AUT,FW,Werder Bremen,de Bundesliga,25,4.1,255,5,36,105,116,7,255,12,5,41.7,7,58.3,159,955,435,19,9,3,12,12,192,47
1214,Gaël Kakuta,cd COD,"MF,FW",Rayo Vallecano,es La Liga,27,8.0,368,4,54,161,160,19,367,30,16,53.3,14,46.7,236,1454,692,27,15,4,25,12,263,64
1215,Nikola Kalinić,hr CRO,FW,Atlético Madrid,es La Liga,30,7.1,164,0,11,63,91,27,164,3,0,0.0,3,100.0,87,349,90,5,5,3,21,5,129,43
1216,Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,de Bundesliga,32,25.7,1003,28,108,491,422,94,1000,77,55,71.4,22,28.6,687,4562,2351,77,74,26,74,59,731,184
1217,Samuel Kalu,ng NGA,FW,Bordeaux,fr Ligue 1,20,14.2,785,5,92,295,416,53,784,89,46,51.7,43,48.3,533,3448,1780,62,40,22,35,40,571,134
1218,François Kamano,gn GUI,"FW,MF",Bordeaux,fr Ligue 1,22,28.5,1256,4,115,646,523,92,1252,82,39,47.6,43,52.4,889,6392,3260,109,79,32,71,59,994,221
1219,Aboubakar Kamara,mr MTN,FW,Fulham,eng Premier League,23,7.7,352,5,35,108,210,33,350,20,12,60.0,8,40.0,187,1450,639,24,19,12,23,13,248,93
1220,Boubacar Kamara,fr FRA,DF,Marseille,fr Ligue 1,18,26.8,1709,122,840,803,83,17,1709,15,10,66.7,5,33.3,1046,5696,3511,19,16,0,8,7,1077,7
1221,Hassane Kamara,ci CIV,"DF,FW",Reims,fr Ligue 1,24,10.3,597,34,226,286,93,10,597,29,22,75.9,7,24.1,299,2272,1290,24,16,5,16,10,320,17
1222,Marcin Kamiński,pl POL,DF,Düsseldorf,de Bundesliga,26,27.0,1378,167,754,592,41,18,1378,1,1,100.0,0,0.0,752,4123,2537,25,6,3,6,1,861,6
1223,Patrick Kammerbauer,de GER,FW,Freiburg,de Bundesliga,21,0.0,6,1,1,0,5,0,6,0,0,,0,,2,11,0,0,0,0,0,0,3,0
1224,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,27,23.5,1739,24,184,1074,507,22,1739,33,25,75.8,8,24.2,903,6300,3425,84,55,7,29,24,1149,67
1225,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,25,26.9,903,18,37,407,471,142,899,82,40,48.8,42,51.2,625,3718,1478,59,47,32,80,44,723,194
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1226,Wilfried Kanga,ci CIV,FW,Angers,fr Ligue 1,20,5.5,150,2,5,63,82,33,150,6,4,66.7,2,33.3,84,389,134,7,4,6,20,7,120,46
1227,Lee Kangin,kr KOR,"MF,FW",Valencia,es La Liga,17,0.3,25,0,5,11,10,0,25,0,0,,0,,18,124,72,2,1,0,2,0,19,2
1228,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,27,34.4,2431,44,372,1214,865,68,2431,57,32,56.1,25,43.9,1317,7203,3759,82,92,9,56,54,1769,159
1229,Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,24,0.5,17,16,17,0,0,0,17,0,0,,0,,11,66,38,0,0,0,0,0,5,0
1230,Wilfrid Kaptoum,cm CMR,MF,Betis,es La Liga,22,8.6,407,8,67,260,88,7,407,27,19,70.4,8,29.6,241,1475,766,16,16,2,14,8,297,17
1231,Kenan Karaman,tr TUR,"FW,MF",Düsseldorf,de Bundesliga,24,10.2,399,10,38,184,181,53,399,28,18,64.3,10,35.7,257,1555,684,32,17,12,37,16,316,87
1232,Yann Karamoh,fr FRA,"FW,MF",Inter,it Serie A,20,0.1,6,0,0,3,4,1,6,1,1,100.0,0,0.0,6,45,20,0,3,0,1,0,6,3
1233,Yann Karamoh,fr FRA,FW,Bordeaux,fr Ligue 1,20,13.6,716,6,59,341,339,40,716,81,44,54.3,37,45.7,490,3310,1746,59,37,18,39,37,551,102
1234,Ibrahim Karamoko,fr FRA,MF,Chievo,it Serie A,17,0.7,27,1,3,15,9,2,27,3,1,33.3,2,66.7,13,68,35,1,0,0,0,0,16,2
1235,Orestis Karnezis,gr GRE,GK,Napoli,it Serie A,33,9.0,261,236,260,1,0,0,261,0,0,,0,,132,679,427,0,0,0,0,0,109,0
1236,Rick Karsdorp,nl NED,DF,Roma,it Serie A,23,6.6,460,20,118,245,105,2,460,9,7,77.8,2,22.2,228,1397,842,20,19,1,5,6,267,28
1237,Grigoris Kastanos,cy CYP,MF,Juventus,it Serie A,20,0.7,26,0,6,8,12,1,26,1,1,100.0,0,0.0,13,57,29,1,0,1,2,1,16,1
1238,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,35,1.0,40,36,40,0,0,0,40,0,0,,0,,19,96,56,0,0,0,0,0,11,0
1239,Beram Kayal,il ISR,MF,Brighton,eng Premier League,30,10.4,415,47,138,225,64,9,415,20,11,55.0,9,45.0,193,1146,564,16,12,0,14,10,198,11
1240,Moise Kean,it ITA,FW,Juventus,it Serie A,18,6.0,165,1,15,63,91,34,165,24,9,37.5,15,62.5,118,727,221,11,6,8,22,10,126,42
1241,Michael Keane,eng ENG,DF,Everton,eng Premier League,25,33.0,1974,243,1029,876,77,47,1974,7,6,85.7,1,14.3,994,5048,3003,11,6,0,10,4,1130,2
1242,Neeskens Kebano,cd COD,"FW,MF",Fulham,eng Premier League,26,1.2,47,3,5,19,26,2,47,5,4,80.0,1,20.0,29,245,146,6,3,1,6,3,31,17
1243,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,21,21.1,1632,123,554,947,136,22,1632,4,4,100.0,0,0.0,945,4564,2715,31,15,2,8,7,1145,44
1244,Jules Keita,gn GUI,"FW,MF",Dijon,fr Ligue 1,20,5.1,226,2,15,57,162,33,226,39,16,41.0,23,59.0,160,1511,596,25,16,15,21,11,165,63
1245,Naby Keïta,gn GUI,"MF,FW",Liverpool,eng Premier League,23,15.4,1226,29,122,738,385,49,1226,43,24,55.8,19,44.2,847,5298,2959,68,78,10,35,29,951,79
1246,Keko,es ESP,"MF,FW",Valladolid,es La Liga,26,17.0,749,14,127,280,355,51,749,53,30,56.6,23,43.4,421,2970,1490,64,31,12,37,21,472,125
1247,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,28,12.3,513,104,308,196,13,6,513,1,0,0.0,1,100.0,207,1179,785,4,2,0,5,1,248,1
1248,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,23,22.5,1350,160,597,696,61,19,1350,6,2,33.3,4,66.7,573,3304,2069,20,6,0,12,4,711,4
1249,Kenedy,br BRA,"MF,DF",Newcastle Utd,eng Premier League,22,15.0,761,20,164,355,251,25,760,55,30,54.5,25,45.5,424,2762,1152,30,23,8,42,40,419,66
1250,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,21,8.8,692,37,188,322,186,4,692,10,5,50.0,5,50.0,312,1231,645,16,13,1,7,9,331,35
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1251,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,31,23.3,1136,138,530,581,32,13,1136,4,3,75.0,1,25.0,453,2525,1546,10,8,3,10,3,532,3
1252,Sebastian Kerk,de GER,"MF,FW",Nürnberg,de Bundesliga,24,13.1,598,26,144,243,219,15,598,7,4,57.1,3,42.9,227,1092,551,10,12,1,17,14,326,53
1253,Franck Kessié,ci CIV,MF,Milan,it Serie A,21,33.5,2090,83,359,1172,592,93,2087,63,44,69.8,19,30.2,1400,7414,3621,72,62,20,70,40,1558,159
1254,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Caen,fr Ligue 1,23,15.0,629,6,70,391,177,20,629,41,24,58.5,17,41.5,348,1848,836,21,16,2,33,23,410,60
