Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1354,Wajdi Kechrida,tn TUN,"DF,MF",Salernitana,it Serie A,25,10.6,9,6,6,3,0,8,13,61.5,5,10,2,8,8,17,15,0
1355,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,24,16.8,21,14,9,11,1,9,21,42.9,12,19,11,8,24,45,29,0
1356,Habib Keita,ml MLI,"MF,FW",Lyon,fr Ligue 1,19,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1357,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,26,13.0,46,23,17,19,10,26,42,61.9,16,33,2,31,14,60,8,0
1358,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,21,5.6,11,4,5,4,2,5,15,33.3,10,7,1,6,1,12,8,0
1359,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,22,2.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
1360,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26,11.7,10,9,9,1,0,5,14,35.7,9,14,7,7,25,35,49,1
1361,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26,9.3,13,8,7,4,2,3,10,30.0,7,16,14,2,16,29,26,2
1362,Kenedy,br BRA,DF,Chelsea,eng Premier League,25,0.6,5,2,1,2,2,2,3,66.7,1,0,0,0,0,5,0,0
1363,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,24,11.3,17,7,11,6,0,13,21,61.9,8,8,1,7,20,37,31,0
1364,Dimitrios Keramitsis,gr GRE,MF,Roma,it Serie A,17,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1365,Franck Kessié,ci CIV,MF,Milan,it Serie A,24,25.6,41,23,12,24,5,17,26,65.4,9,39,10,29,23,64,22,0
1366,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Clermont Foot,fr Ligue 1,26,10.3,19,10,5,10,4,9,18,50.0,9,9,0,9,14,33,5,0
1367,Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,30,24.7,33,18,7,17,9,9,34,26.5,25,21,0,21,12,45,7,0
1368,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,27,30.6,75,38,25,42,8,32,66,48.5,34,21,8,13,50,125,27,1
1369,Kike,es ESP,FW,Osasuna,es La Liga,31,20.7,11,7,3,4,4,3,23,13.0,20,10,1,9,3,14,12,0
1370,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1371,Luca Kilian,de GER,DF,Köln,de Bundesliga,21,25.3,42,24,30,9,3,21,41,51.2,20,31,13,18,46,88,109,3
1372,Max Kilman,eng ENG,DF,Wolves,eng Premier League,24,29.9,50,26,38,10,2,24,37,64.9,13,36,21,15,45,95,113,3
1373,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,26,27.5,39,20,14,17,8,18,58,31.0,40,34,8,26,52,91,29,1
1374,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,25,28.6,34,19,18,15,1,14,23,60.9,9,20,14,6,38,72,73,1
1375,Joshua King,no NOR,FW,Watford,eng Premier League,29,25.0,19,15,7,6,6,4,17,23.5,13,15,4,11,8,27,31,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1376,Jakub Kiwior,pl POL,MF,Spezia,it Serie A,21,21.8,50,27,25,19,6,26,57,45.6,31,38,15,23,40,90,53,0
1377,Sofian Kiyine,ma MAR,"MF,FW",Venezia,it Serie A,23,13.8,24,14,9,11,4,12,32,37.5,20,15,1,14,10,34,9,0
1378,Simon Kjær,dk DEN,DF,Milan,it Serie A,32,8.9,20,12,9,8,3,6,12,50.0,6,17,13,4,9,29,39,0
1379,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1380,Philipp Klement,de GER,MF,Stuttgart,de Bundesliga,28,3.8,7,3,1,4,2,3,3,100.0,0,6,1,5,1,8,0,0
1381,Mateusz Klich,pl POL,MF,Leeds United,eng Premier League,31,23.0,47,25,18,23,6,25,66,37.9,41,22,4,18,11,58,20,0
1382,Thibault Klidje,tg TOG,"MF,FW",Bordeaux,fr Ligue 1,20,1.0,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,0,0
1383,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,de Bundesliga,21,6.7,13,6,6,7,0,5,16,31.3,11,2,0,2,4,17,3,0
1384,Fabian Klos,de GER,FW,Arminia,de Bundesliga,33,15.8,7,5,0,5,2,2,10,20.0,8,17,4,13,0,7,31,0
1385,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,25,18.3,29,16,11,15,3,13,19,68.4,6,16,3,13,26,55,58,0
1386,Justin Kluivert,nl NED,MF,Nice,fr Ligue 1,22,20.8,19,9,6,12,1,5,21,23.8,16,13,1,12,14,33,6,0
1387,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,25,2.2,1,1,1,0,0,1,5,20.0,4,1,0,1,2,3,2,0
1388,Ansgar Knauff,de GER,"FW,MF",Dortmund,de Bundesliga,19,1.3,3,1,1,1,1,0,4,0.0,4,2,0,2,0,3,4,0
1389,Ansgar Knauff,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,19,8.4,18,14,8,5,5,8,15,53.3,7,11,1,10,8,26,6,0
1390,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,29,33.0,50,24,38,12,0,30,53,56.6,23,45,26,19,49,99,151,1
1391,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,28.5,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,20,0
1392,Robin Koch,de GER,"MF,DF",Leeds United,eng Premier League,25,17.5,21,13,9,10,2,9,34,26.5,25,26,10,16,20,41,44,0
1393,Samuel Koeberlé,fr FRA,FW,Reims,fr Ligue 1,16,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1394,Philippe Koffi,fr FRA,FW,Reims,fr Ligue 1,19,4.2,4,0,0,3,1,0,2,0.0,2,2,1,1,3,7,3,0
1395,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,27,17.9,40,20,18,19,3,16,42,38.1,26,21,2,19,35,75,22,0
1396,Koba Koindredi,fr FRA,MF,Valencia,es La Liga,19,2.0,4,3,2,1,1,2,6,33.3,4,3,0,3,4,8,5,0
1397,Koke,es ESP,MF,Atlético Madrid,es La Liga,29,27.9,55,30,19,29,7,26,63,41.3,37,21,5,16,24,79,31,1
1398,Aleksandr Kokorin,ru RUS,"FW,MF",Fiorentina,it Serie A,30,0.6,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0
1399,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,35,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0
1400,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,28,1.0,0,0,0,0,0,0,0,,0,0,0,0,4,4,1,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1401,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,28,4.9,7,6,2,3,2,5,8,62.5,3,4,0,4,0,7,7,1
1402,Luca Koleosho,it ITA,FW,Espanyol,es La Liga,16,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1403,Randal Kolo Muani,fr FRA,"FW,MF",Nantes,fr Ligue 1,22,32.8,28,14,7,10,11,10,25,40.0,15,14,3,11,6,34,31,0
1404,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,28.5,43,24,22,14,7,20,36,55.6,16,29,7,22,60,103,72,1
1405,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,25,26.9,35,19,19,15,1,16,30,53.3,14,35,8,27,28,63,45,0
1406,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,22,11.0,16,10,9,6,1,7,10,70.0,3,13,9,4,16,32,37,1
1407,Geoffrey Kondogbia,cf CTA,"MF,DF",Atlético Madrid,es La Liga,28,20.9,74,44,25,40,9,21,49,42.9,28,16,5,11,44,118,24,0
1408,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,22,8.1,7,4,0,3,4,2,3,66.7,1,8,3,5,1,8,3,0
1409,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,20,24.3,60,37,29,28,3,25,42,59.5,17,27,4,23,34,94,12,0
1410,Youssouf Koné,ml MLI,DF,Troyes,fr Ligue 1,26,10.9,30,18,21,8,1,19,30,63.3,11,8,3,5,10,40,25,0
1411,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,23,27.5,25,15,13,11,1,10,13,76.9,3,31,22,9,15,40,86,2
1412,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,23,23.6,40,24,10,19,11,22,54,40.7,32,31,2,29,15,55,19,0
1413,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,35,10.4,14,9,10,3,1,8,13,61.5,5,17,12,5,12,26,39,0
1414,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,20,19.9,23,17,16,6,1,15,25,60.0,10,36,14,22,26,49,66,0
1415,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,de Bundesliga,28,28.0,44,17,26,9,9,20,53,37.7,33,24,1,23,15,59,24,0
1416,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,24,33.0,47,22,24,20,3,19,58,32.8,39,33,5,28,46,93,22,2
1417,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,30,26.7,39,23,31,6,2,25,38,65.8,13,41,25,16,29,68,90,1
1418,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,22,30.4,40,17,27,10,3,18,28,64.3,10,33,18,15,21,61,101,2
1419,Christos Kourfalidis,gr GRE,"MF,FW",Cagliari,it Serie A,18,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
1420,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,24,29.6,84,50,56,28,0,48,77,62.3,29,63,33,30,79,163,217,3
1421,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,31,21.9,52,38,28,22,2,18,39,46.2,21,40,14,26,38,90,39,0
1422,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,27,17.3,51,31,14,26,11,17,35,48.6,18,19,4,15,7,58,9,1
1423,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,25,14.7,16,10,7,8,1,9,21,42.9,12,16,3,13,13,29,8,0
1424,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26,18.2,37,16,25,11,1,27,36,75.0,9,16,10,6,25,62,56,0
1425,Alex Král,cz CZE,MF,West Ham,eng Premier League,23,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1426,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,30,30.1,8,4,1,5,2,7,17,41.2,10,10,0,10,9,17,7,1
1427,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,30,8.3,28,11,15,10,3,12,28,42.9,16,18,5,13,12,40,9,0
1428,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,fr Ligue 1,24,5.0,7,5,0,5,2,2,10,20.0,8,7,1,6,0,7,1,0
1429,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,24,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1430,Toni Kroos,de GER,MF,Real Madrid,es La Liga,31,23.4,34,26,13,17,4,14,36,38.9,22,16,3,13,12,46,13,1
1431,Florian Krüger,de GER,"FW,MF",Arminia,de Bundesliga,22,12.5,3,1,0,3,0,2,10,20.0,8,12,1,11,2,5,13,0
1432,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,29.0,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,10,4
1433,Rade Krunić,ba BIH,"MF,FW",Milan,it Serie A,27,15.7,33,18,16,14,3,15,31,48.4,16,19,2,17,16,49,17,0
1434,Max Kruse,de GER,"MF,FW",Wolfsburg,de Bundesliga,33,12.5,9,3,4,4,1,5,12,41.7,7,2,0,2,3,12,4,0
1435,Max Kruse,de GER,"FW,MF",Union Berlin,de Bundesliga,33,14.1,4,1,0,3,1,2,16,12.5,14,12,0,12,3,7,2,0
1436,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,28,25.9,62,35,38,16,8,28,49,57.1,21,24,8,16,44,106,70,0
1437,Takefusa Kubo,jp JPN,"FW,MF",Mallorca,es La Liga,20,17.8,31,19,12,14,5,10,24,41.7,14,24,3,21,8,39,4,0
1438,Juraj Kucka,sk SVK,MF,Watford,eng Premier League,34,21.3,59,39,32,25,2,27,73,37.0,46,30,9,21,27,86,46,2
1439,Mykola Kukharevych,ua UKR,FW,Troyes,fr Ligue 1,20,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1440,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,21,14.0,19,13,7,10,2,5,23,21.7,18,14,0,14,13,32,3,0
1441,Dejan Kulusevski,se SWE,"FW,MF",Juventus,it Serie A,21,8.6,15,12,9,6,0,8,21,38.1,13,14,0,14,5,20,5,0
1442,Marash Kumbulla,al ALB,DF,Roma,it Serie A,21,11.4,21,13,13,7,1,8,15,53.3,7,17,8,9,16,37,26,0
1443,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,23,14.0,35,21,14,20,1,15,32,46.9,17,17,2,15,19,54,27,1
1444,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24,22.2,54,35,31,19,4,33,72,45.8,39,17,4,13,43,97,48,1
1445,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,25,4.4,3,2,1,1,1,0,6,0.0,6,6,0,6,0,3,1,0
1446,Giorgos Kyriakopoulos,gr GRE,"DF,FW",Sassuolo,it Serie A,25,21.9,30,14,19,7,4,19,38,50.0,19,32,9,23,11,41,52,0
1447,Andrea La Mantia,it ITA,"FW,MF",Empoli,it Serie A,30,5.4,2,0,0,0,2,1,2,50.0,1,3,1,2,1,3,6,0
1448,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,27,3.8,2,2,1,1,0,2,4,50.0,2,3,0,3,5,7,5,0
1449,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,27,30.3,19,7,5,8,6,3,22,13.6,19,29,3,26,8,27,16,0
1450,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,30,19.8,27,10,8,13,6,7,21,33.3,14,12,1,11,5,32,6,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1451,Tom Lacoux,fr FRA,"DF,MF",Bordeaux,fr Ligue 1,19,10.1,18,13,11,5,2,9,24,37.5,15,14,4,10,9,27,20,1
1452,Lenny Lacroix,fr FRA,DF,Metz,fr Ligue 1,18,2.2,9,7,8,1,0,5,8,62.5,3,5,1,4,10,19,5,0
1453,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21,27.7,59,33,41,16,2,29,40,72.5,11,35,16,19,60,119,144,0
1454,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,38.0,3,3,3,0,0,3,8,37.5,5,1,0,1,1,4,25,2
1455,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,31,33.8,29,16,21,8,0,19,30,63.3,11,36,24,12,27,56,151,1
1456,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,24,13.8,38,24,11,22,5,24,53,45.3,29,29,3,26,4,42,9,0
1457,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28,16.3,19,11,9,7,3,12,28,42.9,16,24,5,19,14,33,31,0
1458,Diego Lainez,mx MEX,FW,Betis,es La Liga,21,1.6,1,1,0,1,0,0,3,0.0,3,3,0,3,1,2,0,0
1459,Adam Lallana,eng ENG,MF,Brighton,eng Premier League,33,17.3,34,17,14,14,6,12,41,29.3,29,16,6,10,16,50,13,1
1460,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,31,13.0,18,12,13,3,2,11,25,44.0,14,21,10,11,17,35,56,0
1461,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,29,11.3,31,18,12,14,5,10,29,34.5,19,11,0,11,5,36,3,0
1462,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23,26.8,12,5,4,3,5,3,24,12.5,21,7,1,6,7,19,14,0
1463,Didier Lamkel Zé,cm CMR,FW,Metz,fr Ligue 1,24,6.7,3,1,1,0,2,1,3,33.3,2,3,1,2,1,4,7,0
1464,Sam Lammers,nl NED,"FW,MF",Atalanta,it Serie A,24,0.4,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
1465,Sam Lammers,nl NED,"FW,MF",Eint Frankfurt,de Bundesliga,24,5.7,4,4,0,2,2,2,6,33.3,4,9,2,7,2,6,4,0
1466,Tariq Lamptey,gh GHA,"DF,FW",Brighton,eng Premier League,20,17.3,36,25,14,17,5,15,25,60.0,10,13,3,10,21,57,23,0
1467,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,28,19.8,28,15,10,11,7,10,35,28.6,25,16,0,16,19,47,10,0
1468,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,27,31.4,33,15,22,10,1,14,20,70.0,6,15,10,5,20,53,64,2
1469,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,27,32.1,63,45,35,26,2,32,64,50.0,32,37,22,15,54,117,174,0
1470,Yasser Larouci,dz ALG,DF,Troyes,fr Ligue 1,20,3.8,6,5,2,4,0,3,3,100.0,0,1,0,1,7,13,5,0
1471,Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,it Serie A,28,13.2,13,7,4,5,4,4,15,26.7,11,16,0,16,3,16,7,0
1472,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27,22.9,15,7,9,5,1,4,12,33.3,8,38,28,10,22,37,121,1
1473,Bryan Lasme,fr FRA,FW,Arminia,de Bundesliga,22,9.7,6,6,1,2,3,0,3,0.0,3,7,0,7,1,7,9,0
1474,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,32,9.4,26,12,6,16,4,8,18,44.4,10,11,2,9,24,50,10,0
1475,Latasa,es ESP,FW,Real Madrid,es La Liga,20,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1476,Toni Lato,es ESP,DF,Valencia,es La Liga,23,6.6,17,12,12,3,2,9,16,56.3,7,6,0,6,8,25,14,0
1477,Armand Lauriente,fr FRA,"FW,MF",Lorient,fr Ligue 1,22,27.5,33,18,9,16,8,11,30,36.7,19,27,2,25,15,48,3,0
1478,Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,30,30.7,36,23,20,8,8,21,39,53.8,18,28,4,24,19,55,49,1
1479,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,27,18.5,28,14,13,15,0,16,26,61.5,10,10,2,8,12,40,16,1
1480,Théo Le Bris,fr FRA,MF,Lorient,fr Ligue 1,18,0.7,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,1,0
1481,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,fr Ligue 1,23,16.1,11,5,4,4,3,1,17,5.9,16,15,0,15,4,15,14,0
1482,Enzo Le Fée,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,24.4,70,44,25,36,9,41,90,45.6,49,25,1,24,29,99,18,0
1483,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,31,34.0,61,38,38,19,4,37,62,59.7,25,18,3,15,37,98,50,0
1484,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,31,9.6,17,8,16,1,0,8,10,80.0,2,9,5,4,14,31,32,0
1485,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,24,37.0,49,32,36,8,5,28,36,77.8,8,34,22,12,48,97,125,0
1486,Patrick Leal,us USA,FW,Venezia,it Serie A,18,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
1487,Rafael Leão,pt POR,FW,Milan,it Serie A,22,28.9,17,7,3,9,5,10,20,50.0,10,12,1,11,12,29,8,0
1488,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,25.7,0,0,0,0,0,0,0,,0,1,0,1,1,1,11,1
1489,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,38.0,3,1,3,0,0,3,4,75.0,1,0,0,0,1,4,21,4
1490,Pierre Lees-Melou,fr FRA,MF,Norwich City,eng Premier League,28,25.2,58,36,23,29,6,25,92,27.2,67,37,11,26,25,83,23,0
1491,Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,29,5.3,3,2,1,2,0,3,8,37.5,5,4,0,4,4,7,3,0
1492,Maxim Leitsch,de GER,DF,Bochum,de Bundesliga,23,17.1,18,10,9,7,2,10,15,66.7,5,31,19,12,31,49,74,1
1493,Lucas Leiva,br BRA,MF,Lazio,it Serie A,34,18.9,55,30,26,25,4,15,53,28.3,38,27,10,17,28,83,37,0
1494,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,30,30.0,33,24,22,10,1,12,20,60.0,8,30,19,11,31,64,158,0
1495,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,28,21.4,32,23,16,12,4,22,44,50.0,22,37,12,25,23,55,63,0
1496,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,25,16.0,24,14,9,12,3,8,23,34.8,15,18,0,18,8,32,11,0
1497,Félix Lemaréchal,ci CIV,MF,Monaco,fr Ligue 1,17,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
1498,Mario Lemina,ga GAB,MF,Nice,fr Ligue 1,27,21.9,62,35,25,33,4,28,38,73.7,10,32,9,23,48,110,37,0
1499,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,34,12.4,35,22,20,14,1,17,41,41.5,24,21,4,17,14,49,24,1
1500,Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,19,1.7,4,1,2,1,1,1,3,33.3,2,1,0,1,2,6,2,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1501,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,18,1.5,3,3,1,2,0,3,8,37.5,5,4,0,4,2,5,6,0
1502,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,26,9.2,20,11,11,7,2,8,13,61.5,5,7,3,4,13,33,21,0
1503,Aaron Lennon,eng ENG,"MF,FW",Burnley,eng Premier League,34,17.2,33,17,10,13,10,10,34,29.4,24,26,4,22,9,42,14,0
1504,Bernd Leno,de GER,GK,Arsenal,eng Premier League,29,4.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
1505,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,26,7.4,29,15,22,6,1,12,21,57.1,9,9,4,5,7,36,21,0
1506,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,21,7.0,31,21,17,11,3,12,34,35.3,22,20,4,16,8,39,8,0
1507,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,30,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1508,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,32,32.7,10,3,0,6,4,5,17,29.4,12,17,2,15,6,16,8,0
1509,Jamie Leweling,de GER,"FW,MF",Greuther Fürth,de Bundesliga,20,21.8,13,8,3,7,3,3,16,18.8,13,9,0,9,13,26,5,0
1510,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,23,2.9,8,6,6,1,1,3,4,75.0,1,3,2,1,3,11,8,0
1511,Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26,5.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
1512,Ben Lhassine Kone,ci CIV,MF,Torino,it Serie A,21,0.9,3,3,1,2,0,1,2,50.0,1,0,0,0,1,4,1,0
1513,Yanis Lhery,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,18,0.8,0,0,0,0,0,0,0,,0,4,0,4,0,0,0,0
1514,Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,33,22.7,71,43,40,21,10,46,77,59.7,31,12,0,12,21,92,28,0
1515,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,25,31.9,24,13,17,6,1,13,24,54.2,11,33,23,10,50,74,158,1
1516,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,21,29.7,34,19,21,13,0,15,18,83.3,3,31,21,10,26,60,103,0
1517,Isaac Lihadji,fr FRA,"MF,FW",Lille,fr Ligue 1,19,2.6,3,3,1,1,1,1,5,20.0,4,1,0,1,2,5,0,0
1518,Anderson Lima,br BRA,MF,Lazio,it Serie A,21,0.7,2,0,1,1,0,0,2,0.0,2,1,0,1,2,4,1,0
1519,Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,12.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1
1520,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,27,26.2,16,11,9,7,0,9,14,64.3,5,26,17,9,25,41,96,0
1521,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,de Bundesliga,21,22.0,28,13,6,13,9,12,36,33.3,24,30,0,30,24,52,11,1
1522,Karol Linetty,pl POL,"MF,FW",Torino,it Serie A,26,10.0,14,8,3,4,7,6,18,33.3,12,8,0,8,3,17,2,0
1523,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,eng Premier League,28,4.1,9,7,4,3,2,2,6,33.3,4,4,0,4,0,9,1,0
1524,Pol Lirola,es ESP,"DF,FW",Marseille,fr Ligue 1,23,19.7,28,16,15,9,4,13,28,46.4,15,15,0,15,13,41,22,0
1525,Valentino Livramento,eng ENG,DF,Southampton,eng Premier League,18,24.5,54,28,30,18,6,27,45,60.0,18,23,9,14,47,101,50,1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1526,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,23,21.9,33,19,12,13,8,13,49,26.5,36,19,1,18,15,48,11,0
1527,Javier Llabrés,es ESP,"FW,MF",Mallorca,es La Liga,18,1.5,2,1,0,1,1,1,2,50.0,1,1,0,1,0,2,0,0
