Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
55,Álex Alegría,es ESP,FW,Mallorca,es La Liga,26,6,0,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
56,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,21,4,2,172,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,16,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
57,Carles Aleñá,es ESP,"MF,FW",Betis,es La Liga,21,17,7,735,8.2,1,0,1,1,0,0,1,0,1.4,1.4,0.1,1.5,15,50,25,0.12,0.00,0.12,0.12,0.12,0.17,0.01,0.19,0.17,0.19
58,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,24,11,9,901,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
59,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,38,35,3175,35.3,4,13,17,4,0,0,5,0,2.8,2.8,10.9,13.7,98,247,226,0.11,0.37,0.48,0.11,0.48,0.08,0.31,0.39,0.08,0.39
60,Enrico Alfonso,it ITA,GK,Brescia,it Serie A,31,4,4,279,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,27,28,17,1563,17.4,6,1,7,6,0,0,1,0,5.2,5.2,1.3,6.5,24,35,108,0.35,0.06,0.40,0.35,0.40,0.30,0.07,0.37,0.30,0.37
62,Alisson,br BRA,GK,Liverpool,eng Premier League,26,29,29,2543,28.3,0,1,1,0,0,0,0,1,0.0,0.0,0.3,0.3,0,1,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01
63,Allan,br BRA,MF,Napoli,it Serie A,28,23,16,1280,14.2,2,1,3,2,0,0,3,0,0.5,0.5,1.1,1.6,25,82,53,0.14,0.07,0.21,0.14,0.21,0.04,0.08,0.11,0.04,0.11
64,Dele Alli,eng ENG,"MF,FW",Tottenham,eng Premier League,23,25,21,1847,20.5,8,4,12,7,1,1,2,0,8.1,7.3,3.5,10.8,56,69,152,0.39,0.19,0.58,0.34,0.54,0.40,0.17,0.56,0.36,0.53
65,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,25,36,35,3021,33.6,4,2,6,4,0,0,5,0,6.7,6.7,3.0,9.7,120,77,160,0.12,0.06,0.18,0.12,0.18,0.20,0.09,0.29,0.20,0.29
66,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,18,15,1430,15.9,4,2,6,4,0,0,4,0,2.6,2.6,2.6,5.2,62,69,155,0.25,0.13,0.38,0.25,0.38,0.16,0.17,0.33,0.16,0.33
67,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,30,17,15,1378,15.3,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,37,44,45,0.00,0.07,0.07,0.00,0.07,0.01,0.05,0.06,0.01,0.06
68,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,27,18,14,1147,12.7,0,0,0,0,0,0,6,0,0.2,0.2,0.1,0.4,6,40,6,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
69,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,32,2,2,180,2.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
70,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,32,32,2810,31.2,0,0,0,0,0,0,2,0,1.3,1.3,0.8,2.1,29,110,4,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
71,Bruno Alves,pt POR,DF,Parma,it Serie A,37,33,31,2671,29.7,0,0,0,0,0,0,4,0,1.3,1.3,0.5,1.8,6,99,11,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
72,Steven Alzate,co COL,"MF,DF",Brighton,eng Premier League,20,19,12,1188,13.2,0,0,0,0,0,0,1,0,1.2,1.2,0.7,2.0,34,66,92,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15
73,Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,eng Premier League,26,11,8,759,8.4,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,4,13,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.10,0.09,0.10
74,Ibrahim Amadou,fr FRA,MF,Leganés,es La Liga,26,10,9,770,8.6,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.8,9,20,10,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09
75,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,26,18,1695,18.8,1,1,2,1,0,0,5,0,0.4,0.4,1.2,1.7,24,94,28,0.05,0.05,0.11,0.05,0.11,0.02,0.07,0.09,0.02,0.09
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
76,Amath,sn SEN,MF,Getafe,es La Liga,23,7,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,26,24,2164,24.0,1,1,2,1,0,0,9,0,0.7,0.7,1.0,1.7,62,72,92,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07
78,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,22,18,4,548,6.1,0,0,0,0,0,0,1,0,1.2,1.2,0.5,1.7,31,23,49,0.00,0.00,0.00,0.00,0.00,0.19,0.09,0.27,0.19,0.27
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,20,17,1633,18.1,0,2,2,0,0,0,3,0,0.4,0.4,0.6,1.0,38,68,27,0.00,0.11,0.11,0.00,0.11,0.02,0.03,0.05,0.02,0.05
80,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,22,30,22,1857,20.6,1,2,3,1,0,0,3,0,2.2,2.2,6.3,8.4,53,106,95,0.05,0.10,0.15,0.05,0.15,0.10,0.30,0.41,0.10,0.41
81,Ethan Ampadu,wls WAL,DF,RB Leipzig,de Bundesliga,18,3,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
82,Opoku Ampomah,gh GHA,"FW,MF",Düsseldorf,de Bundesliga,23,12,5,500,5.6,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,23,12,50,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19
83,Sofyan Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,34,33,2919,32.4,1,1,2,0,1,1,10,2,2.0,1.3,2.4,3.6,84,199,52,0.03,0.03,0.06,0.00,0.03,0.06,0.07,0.14,0.04,0.11
84,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,18,17,1531,17.0,1,0,1,1,0,0,3,0,0.9,0.9,0.2,1.1,6,79,1,0.06,0.00,0.06,0.06,0.06,0.06,0.01,0.07,0.06,0.07
85,Djavan Anderson,nl NED,"FW,DF",Lazio,it Serie A,24,6,2,167,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,0,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
86,Felipe Anderson,br BRA,"MF,FW",West Ham,eng Premier League,26,25,20,1497,16.6,1,4,5,1,0,0,1,0,2.5,2.5,3.1,5.6,106,100,132,0.06,0.24,0.30,0.06,0.30,0.15,0.18,0.34,0.15,0.34
87,Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,33,31,2682,29.8,12,1,13,11,1,2,5,0,11.9,10.3,1.9,12.2,34,54,204,0.40,0.03,0.44,0.37,0.40,0.40,0.06,0.46,0.35,0.41
88,Florin Andone,ro ROU,FW,Brighton,eng Premier League,26,3,1,73,0.8,1,0,1,1,0,0,0,1,0.4,0.4,0.1,0.4,2,0,4,1.23,0.00,1.23,1.23,1.23,0.45,0.06,0.51,0.45,0.51
89,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,26,23,2054,22.8,2,1,3,2,0,0,6,0,0.9,0.9,0.9,1.8,25,130,47,0.09,0.04,0.13,0.09,0.13,0.04,0.04,0.08,0.04,0.08
90,Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,6,5,531,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,30,30,2572,28.6,1,2,3,1,0,0,13,1,2.6,2.6,2.1,4.7,25,151,31,0.03,0.07,0.10,0.03,0.10,0.09,0.07,0.16,0.09,0.16
92,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,20,11,1029,11.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,25,70,17,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
93,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,13,9,790,8.8,1,0,1,1,0,1,0,0,2.6,1.8,0.6,2.4,10,17,37,0.11,0.00,0.11,0.11,0.11,0.30,0.07,0.37,0.21,0.28
94,José Ángel,es ESP,DF,Eibar,es La Liga,29,28,27,2360,26.2,1,1,2,1,0,0,4,0,0.8,0.8,2.8,3.6,50,154,62,0.04,0.04,0.08,0.04,0.08,0.03,0.11,0.14,0.03,0.14
95,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,6,4,423,4.7,0,0,0,0,0,0,1,0,0.2,0.2,1.5,1.7,21,41,70,0.00,0.00,0.00,0.00,0.00,0.05,0.32,0.36,0.05,0.36
97,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,22,13,12,1095,12.2,1,2,3,1,0,0,2,0,0.9,0.9,2.0,2.9,24,56,92,0.08,0.16,0.25,0.08,0.25,0.07,0.16,0.24,0.07,0.24
98,Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
99,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,19,11,1063,11.8,0,1,1,0,0,0,2,0,0.4,0.4,0.6,1.0,16,36,65,0.00,0.08,0.08,0.00,0.08,0.04,0.05,0.08,0.04,0.08
100,Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,32,27,21,1768,19.6,4,4,8,4,0,0,9,0,1.9,1.9,3.3,5.2,90,66,124,0.20,0.20,0.41,0.20,0.41,0.09,0.17,0.26,0.09,0.26
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
101,Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37,0.37,0.37
102,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,29,24,19,1768,19.6,10,3,13,9,1,1,3,0,12.9,12.1,3.7,15.9,53,39,178,0.51,0.15,0.66,0.46,0.61,0.66,0.19,0.85,0.62,0.81
103,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,15,11,1029,11.4,0,0,0,0,0,0,1,0,0.1,0.1,0.9,1.0,22,30,45,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09
104,Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,2,0,82,0.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,1,6,0.00,0.00,0.00,0.00,0.00,0.21,0.04,0.25,0.21,0.25
