Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
222,Antonín Barák,cz CZE,"MF,FW",Udinese,it Serie A,24,8,194,24,5.7,2.2,1,69,0,7,18,13,0.63,0,3,-3,-1.39,-1.08,1.5,4.5,-3.0,-1.38,-1.14
223,Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,16,1369,86,40.0,15.2,15,90,15,1,19,0,1.19,28,37,-9,-0.59,+0.46,26.7,33.9,-7.2,-0.47,+0.56
224,Federico Barba,it ITA,DF,Valladolid,es La Liga,25,5,450,90,13.2,5.0,5,90,5,0,,4,0.60,4,12,-8,-1.60,-1.51,4.3,10.4,-6.1,-1.22,-0.86
225,Théo Barbet,fr FRA,DF,Dijon,fr Ligue 1,18,0,,,,,0,,0,0,,6,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
226,Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,16,1122,70,44.5,12.5,12,89,11,4,15,7,1.38,17,15,+2,+0.16,+0.10,15.5,20.7,-5.2,-0.41,-0.22
227,Francisco Barbosa,es ESP,GK,Celta Vigo,es La Liga,20,0,,,,,0,,0,0,,4,,,,,,,,,,,
228,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,1,45,45,1.8,0.5,0,,0,1,45,1,3.00,3,0,+3,+6.00,+5.56,0.9,0.1,+0.9,+1.77,+1.42
229,Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,30,2114,70,61.8,23.5,23,85,16,7,23,2,1.33,35,34,+1,+0.04,+0.52,31.1,36.9,-5.8,-0.25,+0.37
230,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,34,21,1890,90,55.3,21.0,21,90,21,0,,10,1.67,26,19,+7,+0.33,+1.16,28.5,25.6,+2.9,+0.14,+0.45
231,Nicolò Barella,it ITA,MF,Inter,it Serie A,22,27,2013,75,58.9,22.4,23,83,17,4,27,1,2.30,45,21,+24,+1.07,-0.27,40.9,24.1,+16.7,+0.75,-0.02
232,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,15,586,39,19.2,6.5,6,67,0,9,20,6,1.27,6,11,-5,-0.77,+0.03,8.3,8.3,0.0,0.00,+0.58
233,Antonino Barillà,it ITA,MF,Parma,it Serie A,31,26,1688,65,49.4,18.8,20,78,9,6,22,8,1.42,28,30,-2,-0.11,-0.16,23.1,30.2,-7.0,-0.38,+0.08
234,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,8,313,39,9.2,3.5,4,68,0,4,11,2,2.13,6,4,+2,+0.58,+0.86,4.6,3.0,+1.5,+0.45,+0.49
235,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,21,1103,53,32.3,12.3,13,72,4,8,21,7,2.05,27,14,+13,+1.06,+0.98,26.8,11.0,+15.8,+1.29,+0.71
236,Aymen Barkok,ma MAR,"FW,MF",Düsseldorf,de Bundesliga,21,3,79,26,2.6,0.9,1,45,0,2,17,3,0.00,0,3,-3,-3.42,-2.57,0.2,2.4,-2.2,-2.54,-1.86
237,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,29,19,1352,71,39.5,15.0,17,77,5,2,25,0,1.26,19,21,-2,-0.13,+0.08,18.2,15.4,+2.8,+0.19,+0.41
238,Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,21,36,2083,58,60.9,23.1,24,74,4,12,26,2,1.61,38,24,+14,+0.60,-0.20,38.1,27.9,+10.2,+0.44,0.00
239,Antonio Barragán,es ESP,DF,Betis,es La Liga,32,12,641,53,18.7,7.1,7,81,5,5,15,20,1.08,8,11,-3,-0.42,-0.13,10.0,8.9,+1.2,+0.16,+0.32
240,Antonio Barreca,it ITA,"DF,FW",Genoa,it Serie A,24,18,1095,61,32.0,12.2,11,76,4,7,37,14,1.06,13,22,-9,-0.74,-0.08,13.5,20.9,-7.5,-0.61,-0.47
241,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,18,938,52,30.7,10.4,11,74,4,7,18,14,1.39,12,15,-3,-0.29,+0.48,15.0,14.8,+0.2,+0.02,+0.51
242,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,17,17,442,26,12.9,4.9,3,66,1,14,17,9,1.41,7,6,+1,+0.20,-0.01,6.3,6.6,-0.2,-0.05,-0.23
243,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,2,90,45,2.6,1.0,1,45,0,1,45,14,0.50,1,2,-1,-1.00,-0.57,1.6,1.8,-0.2,-0.22,-0.10
244,Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,20,18,1354,75,39.6,15.0,14,84,10,4,44,1,1.33,21,27,-6,-0.40,-0.09,20.3,23.0,-2.6,-0.17,-0.38
245,Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,20,7,190,27,5.6,2.1,1,56,0,6,22,11,1.43,5,0,+5,+2.37,+1.11,6.7,1.4,+5.3,+2.52,+1.49
246,Fin Bartels,de GER,"MF,FW",Werder Bremen,de Bundesliga,32,14,340,24,11.1,3.8,1,61,0,13,21,2,0.50,1,9,-8,-2.12,-1.49,3.5,6.2,-2.7,-0.72,-0.28
247,Marc Bartra,es ESP,"DF,MF",Betis,es La Liga,28,30,2524,84,73.8,28.0,29,86,25,1,26,6,1.07,32,48,-16,-0.57,-0.97,36.3,43.6,-7.3,-0.26,-0.62
248,Daniele Baselli,it ITA,MF,Torino,it Serie A,27,16,1278,80,37.4,14.2,16,80,6,0,,2,1.13,16,23,-7,-0.49,+0.14,14.1,24.0,-9.8,-0.69,-0.43
249,Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,38,3242,85,94.8,36.0,38,85,25,0,,0,1.42,33,37,-4,-0.11,-2.13,39.1,47.2,-8.1,-0.22,-0.29
250,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,22,15,991,66,39.3,11.0,11,83,6,4,19,6,1.53,14,14,0,0.00,-0.35,13.0,16.2,-3.2,-0.29,-0.09
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
251,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,7,415,59,16.5,4.6,3,91,3,4,36,10,0.57,4,8,-4,-0.87,-0.91,4.6,4.0,+0.6,+0.13,+0.21
252,Gil Bastião Dias,pt POR,"MF,DF",Granada,es La Liga,22,12,356,30,10.4,4.0,3,77,1,9,14,2,1.67,8,2,+6,+1.52,+1.49,6.5,2.9,+3.6,+0.90,+0.94
253,Gil Bastião Dias,pt POR,"DF,MF",Monaco,fr Ligue 1,22,14,1057,76,41.9,11.7,12,84,10,2,26,6,1.57,17,11,+6,+0.51,+0.88,18.4,16.6,+1.9,+0.16,-0.10
254,Borja Bastón,es ESP,"MF,FW",Aston Villa,eng Premier League,26,2,18,9,0.5,0.2,0,,0,2,9,3,0.00,0,2,-2,-10.00,-9.37,0.0,1.3,-1.3,-6.33,-5.74
255,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,25,1921,77,56.2,21.3,21,87,16,4,25,11,2.00,51,23,+28,+1.31,+0.29,41.9,22.8,+19.1,+0.89,+0.31
256,Bastos,ao ANG,DF,Lazio,it Serie A,28,16,765,48,22.4,8.5,6,83,5,10,27,21,1.69,15,12,+3,+0.35,-0.80,14.7,13.4,+1.3,+0.15,-0.37
257,Lewis Bate,eng ENG,MF,Chelsea,eng Premier League,16,0,,,,,0,,0,0,,1,,,,,,,,,,,
258,Oliver Batista-Meier,de GER,MF,Bayern Munich,de Bundesliga,18,1,13,13,0.4,0.1,0,,0,1,13,10,3.00,0,0,0,0.00,-2.01,0.1,0.0,+0.1,+0.51,-1.02
259,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,16,239,15,7.0,2.7,1,67,0,15,11,12,1.50,5,8,-3,-1.13,-1.64,5.8,3.4,+2.4,+0.89,+0.10
260,Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,24,1392,58,55.2,15.5,16,81,9,8,11,2,1.38,22,21,+1,+0.06,+0.38,20.4,23.2,-2.8,-0.18,+0.77
261,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,30,2700,90,88.2,30.0,30,90,30,0,,0,1.53,47,49,-2,-0.07,-0.57,49.3,51.7,-2.4,-0.08,+0.17
262,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,27,1791,66,58.5,19.9,20,82,13,7,21,2,1.81,37,30,+7,+0.35,-0.36,35.9,32.5,+3.4,+0.17,-0.14
263,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,19,26,1493,57,48.8,16.6,17,76,6,9,21,6,1.46,24,29,-5,-0.30,-0.59,29.7,30.7,-1.0,-0.06,+0.08
264,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,31,0,,,,,0,,0,0,,1,,,,,,,,,,,
265,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,10,381,38,12.5,4.2,4,75,1,6,14,8,0.90,5,6,-1,-0.24,+0.33,5.7,6.1,-0.4,-0.09,+0.35
266,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,25,32,2102,66,68.7,23.4,20,83,15,12,36,1,1.53,38,37,+1,+0.04,+0.14,36.5,40.9,-4.5,-0.19,-0.29
267,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,23,29,2213,76,64.7,24.6,24,88,21,5,19,6,1.17,23,34,-11,-0.45,-0.22,25.0,38.6,-13.6,-0.55,-0.69
268,Sheraldo Becker,sr SUR,"MF,FW",Union Berlin,de Bundesliga,24,13,540,42,17.6,6.0,5,69,1,8,25,10,0.62,7,13,-6,-1.00,-0.61,6.6,13.6,-7.0,-1.17,-0.96
269,Timo Becker,de GER,"DF,MF",Schalke 04,de Bundesliga,22,10,336,34,11.0,3.7,4,65,1,6,13,11,0.80,3,9,-6,-1.61,-1.14,3.4,3.8,-0.4,-0.12,+0.32
270,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,23,34,3057,90,89.4,34.0,34,90,33,0,,2,1.26,43,57,-14,-0.41,-1.65,50.1,48.9,+1.2,+0.04,-0.48
271,Asmir Begović,ba BIH,GK,Milan,it Serie A,32,2,129,65,3.8,1.4,1,90,1,1,39,17,0.50,2,3,-1,-0.70,-1.19,2.2,3.7,-1.5,-1.03,-1.56
272,Valon Behrami,ch SUI,MF,Genoa,it Serie A,34,17,1107,65,32.4,12.3,13,76,5,4,30,2,1.12,19,22,-3,-0.24,+0.65,15.6,16.1,-0.4,-0.04,+0.39
273,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,16,6,109,18,3.6,1.2,0,,0,6,18,7,1.33,2,3,-1,-0.83,-0.86,4.5,1.0,+3.6,+2.94,+3.16
274,Gaëtan Belaud,fr FRA,DF,Brest,fr Ligue 1,32,7,580,83,23.0,6.4,6,89,5,1,45,10,1.14,5,7,-2,-0.31,-0.26,7.1,8.1,-1.0,-0.16,+0.48
275,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,27,5,269,54,8.8,3.0,3,73,1,2,25,0,1.00,2,5,-3,-1.00,-1.10,2.9,3.9,-1.0,-0.32,-0.24
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
276,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,23,1816,79,72.1,20.2,20,88,18,3,22,1,1.13,20,22,-2,-0.10,+0.03,21.1,32.7,-11.6,-0.57,-0.16
277,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,27,0,,,,,0,,0,0,,1,,,,,,,,,,,
278,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,1,18,18,0.5,0.2,0,,0,1,18,15,3.00,0,1,-1,-5.00,-6.35,0.4,0.1,+0.4,+1.90,+0.79
279,Raoul Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,1,62,62,2.5,0.7,1,62,0,0,,5,0.00,1,3,-2,-2.90,-3.20,0.8,1.6,-0.8,-1.19,-0.98
280,Karim Bellarabi,de GER,"FW,DF",Leverkusen,de Bundesliga,29,26,1424,55,46.5,15.8,17,70,6,9,26,2,1.81,29,20,+9,+0.57,+0.13,32.4,25.2,+7.1,+0.45,+0.41
281,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,24,1497,62,61.6,16.6,16,82,7,8,24,0,1.21,14,19,-5,-0.30,-0.78,19.9,19.3,+0.7,+0.04,-0.09
282,Héctor Bellerín,es ESP,"DF,MF",Arsenal,eng Premier League,24,15,1158,77,33.9,12.9,13,88,10,2,9,5,1.47,20,18,+2,+0.16,-0.08,15.5,20.4,-4.9,-0.38,-0.25
283,Andrea Belotti,it ITA,FW,Torino,it Serie A,25,36,3008,84,88.0,33.4,34,87,30,2,17,0,0.94,38,60,-22,-0.66,-0.66,39.5,52.8,-13.2,-0.40,+0.21
284,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,20,28,1830,65,53.5,20.3,22,78,11,6,18,6,1.14,19,22,-3,-0.15,+0.36,20.8,22.4,-1.7,-0.08,+0.17
285,Sami Ben Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,2,14,7,0.6,0.2,0,,0,2,6,5,2.00,0,0,0,0.00,+0.54,0.2,0.8,-0.6,-3.85,-3.49
286,Hatem Ben Arfa,fr FRA,"MF,FW",Valladolid,es La Liga,32,5,159,32,4.6,1.8,2,58,0,3,14,5,0.60,2,3,-1,-0.57,-0.29,0.7,2.1,-1.5,-0.83,-0.38
287,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,26,2164,83,85.9,24.0,25,85,15,1,29,0,1.50,40,36,+4,+0.17,+1.18,44.5,36.7,+7.8,+0.32,+0.74
288,Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,35,0,,,0.0,0.0,0,,0,0,,8,0.00,0,3,-3,,,,,,,
289,Marco Benassi,it ITA,MF,Fiorentina,it Serie A,24,18,980,54,28.7,10.9,10,83,6,8,19,12,1.50,16,12,+4,+0.37,+0.40,13.3,13.6,-0.3,-0.03,-0.22
290,Cristian Benavente,pe PER,"MF,FW",Nantes,fr Ligue 1,25,12,349,29,13.8,3.9,4,68,0,8,10,10,1.50,5,4,+1,+0.26,+0.42,4.5,4.0,+0.4,+0.11,+0.18
291,Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,30,18,1373,76,44.9,15.3,16,80,12,2,46,2,1.83,30,22,+8,+0.52,+0.04,29.2,22.0,+7.2,+0.47,+0.44
292,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,30,33,2726,83,89.1,30.3,33,83,28,0,,1,1.91,55,36,+19,+0.63,+1.17,51.5,44.6,+6.9,+0.23,-0.01
293,Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,29,26,2101,81,83.4,23.3,25,83,10,1,17,0,1.92,33,24,+9,+0.39,-0.26,30.2,27.0,+3.2,+0.14,-0.14
294,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,21,22,898,41,29.3,10.0,10,77,5,12,11,9,2.00,21,14,+7,+0.70,-0.09,20.3,17.0,+3.2,+0.32,-0.63
295,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,26,26,2340,90,92.9,26.0,26,90,26,0,,0,1.35,37,36,+1,+0.04,-0.96,32.1,41.7,-9.7,-0.37,-1.10
296,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,27,23,1896,82,75.2,21.1,21,89,19,2,17,0,1.22,27,28,-1,-0.05,-1.06,21.5,28.6,-7.2,-0.34,-0.43
297,Bilal Benkhedim,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,3,132,44,5.2,1.5,1,92,1,2,20,1,0.33,1,2,-1,-0.68,-0.12,1.7,1.0,+0.8,+0.53,+0.84
298,Filip Benković,hr CRO,DF,Leicester City,eng Premier League,22,0,,,,,0,,0,0,,1,,,,,,,,,,,
299,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,21,31,2485,80,72.7,27.6,28,86,22,3,23,4,1.81,50,33,+17,+0.62,+0.62,48.5,31.6,+17.0,+0.61,+0.55
300,Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,29,11,606,55,17.7,6.7,7,74,5,4,22,5,1.45,6,9,-3,-0.45,-0.89,7.1,8.6,-1.6,-0.23,-0.80
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
301,Ryan Bennett,eng ENG,DF,Leicester City,eng Premier League,29,5,331,66,9.7,3.7,3,70,1,2,61,2,1.40,6,8,-2,-0.54,-1.36,7.3,5.6,+1.7,+0.47,+0.03
302,Keanan Bennetts,eng ENG,MF,M'Gladbach,de Bundesliga,20,1,1,1,0.0,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,-0.76,0.0,0.0,0.0,0.00,-0.77
303,Yassine Benrahou,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,20,6,168,28,6.7,1.9,1,69,0,5,20,2,1.50,2,2,0,0.00,-0.23,2.1,1.8,+0.3,+0.18,+0.45
304,Yassine Benrahou,fr FRA,"MF,FW",Nîmes,fr Ligue 1,20,9,762,85,30.2,8.5,9,85,6,0,,0,1.67,15,9,+6,+0.71,+1.78,11.5,8.4,+3.1,+0.37,+1.07
305,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,24,19,1448,76,47.3,16.1,16,88,12,3,11,7,2.00,34,19,+15,+0.93,+0.32,36.0,21.4,+14.6,+0.91,+0.27
306,Josh Benson,eng ENG,MF,Burnley,eng Premier League,19,0,,,,,0,,0,0,,6,,,,,,,,,,,
307,Nabil Bentaleb,dz ALG,MF,Newcastle Utd,eng Premier League,24,12,751,63,22.0,8.3,8,84,6,4,20,2,0.83,7,16,-9,-1.08,-0.71,7.0,14.4,-7.4,-0.88,-0.12
308,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,22,30,2196,73,64.2,24.4,25,83,17,5,26,4,2.07,47,27,+20,+0.82,-0.14,49.7,27.8,+21.9,+0.90,+0.59
309,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,28,24,1261,53,36.9,14.0,13,86,6,11,13,3,1.21,11,18,-7,-0.50,0.00,14.8,23.7,-8.9,-0.64,-0.13
310,Romario Benzar,ro ROU,DF,Lecce,it Serie A,27,3,97,32,2.8,1.1,1,58,0,2,20,10,0.00,0,2,-2,-1.86,-1.02,1.2,2.3,-1.1,-0.97,-0.16
311,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,31,37,3141,85,91.8,34.9,36,86,21,1,29,1,2.27,63,22,+41,+1.17,-0.12,60.5,30.6,+29.9,+0.86,-0.65
312,Yassine Benzia,dz ALG,MF,Dijon,fr Ligue 1,24,3,173,58,6.9,1.9,2,64,0,1,45,0,0.67,3,3,0,0.00,+0.38,2.0,1.2,+0.8,+0.40,+0.73
313,Alessandro Berardi,it ITA,GK,Hellas Verona,it Serie A,28,0,,,,,0,,0,0,,38,,,,,,,,,,,
314,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,24,31,2493,80,72.9,27.7,29,84,17,2,29,1,1.48,53,46,+7,+0.25,+0.35,39.6,46.6,-7.0,-0.25,-0.04
315,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,29,33,2850,86,83.3,31.7,32,88,29,1,45,0,1.42,36,29,+7,+0.22,+0.85,35.7,39.6,-3.9,-0.12,+0.41
316,Álex Berenguer,es ESP,"MF,DF",Torino,it Serie A,24,29,1823,63,53.3,20.3,21,79,8,8,21,7,1.10,28,36,-8,-0.39,+0.39,24.6,30.3,-5.8,-0.29,+0.29
317,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,27,28,2402,86,70.2,26.7,27,88,23,1,21,2,1.11,31,48,-17,-0.64,-0.64,32.7,43.3,-10.6,-0.40,-0.91
318,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,28,12,621,52,18.2,6.9,6,74,1,6,30,3,1.08,11,7,+4,+0.58,+0.93,11.0,7.4,+3.6,+0.52,+0.71
319,Markel Bergara,es ESP,MF,Getafe,es La Liga,33,2,72,36,2.1,0.8,0,,0,2,36,1,1.00,0,0,0,0.00,-0.16,0.6,0.2,+0.4,+0.47,+0.47
320,Sander Berge,no NOR,MF,Sheffield Utd,eng Premier League,21,14,943,67,27.6,10.5,12,75,5,2,23,0,1.50,11,11,0,0.00,0.00,9.3,11.8,-2.5,-0.24,-0.05
