Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1620,Michael Langer,at AUT,GK,Schalke 04,de Bundesliga,34,0,,,,,0,,0,0,,13,,,,,,,,,,,
1621,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,5,314,63,10.3,3.5,3,88,2,2,25,17,0.80,3,6,-3,-0.86,-0.07,4.5,4.1,+0.4,+0.12,+0.66
1622,Henri Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,10,195,20,5.7,2.2,2,69,0,8,7,19,1.00,2,6,-4,-1.85,-1.23,2.4,4.5,-2.1,-0.98,-0.38
1623,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,26,24,1379,57,40.3,15.3,14,80,6,10,26,8,0.83,17,30,-13,-0.85,-0.85,23.2,32.9,-9.7,-0.64,-0.39
1624,Gianluca Lapadula,pe PER,FW,Lecce,it Serie A,29,25,1784,71,52.2,19.8,20,81,13,5,33,1,0.96,30,47,-17,-0.86,+0.02,30.1,46.7,-16.6,-0.84,-0.06
1625,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,25,15,1097,73,32.1,12.2,14,76,6,1,30,2,2.47,36,5,+31,+2.54,+1.15,34.3,10.1,+24.2,+1.99,+0.76
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1626,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35,30,2638,88,77.1,29.3,30,88,26,0,,3,1.30,39,48,-9,-0.31,+0.15,41.7,45.7,-4.0,-0.14,-0.83
1627,Michele Laraspata,it ITA,DF,Lecce,it Serie A,18,0,,,,,0,,0,0,,1,,,,,,,,,,,
1628,Larra,es ESP,"FW,MF",Athletic Club,es La Liga,21,10,250,25,7.3,2.8,2,72,0,8,13,21,0.90,3,3,0,0.00,-0.09,3.3,3.4,-0.1,-0.03,+0.17
1629,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,27,2397,89,95.1,26.6,27,89,26,0,,0,1.15,31,34,-3,-0.11,-0.11,29.9,43.0,-13.2,-0.49,+0.69
1630,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,26,36,2569,71,75.1,28.5,28,84,16,8,29,1,1.17,27,39,-12,-0.42,-0.21,31.1,39.8,-8.7,-0.31,+0.02
1631,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,24,2076,87,60.7,23.1,24,87,21,0,,0,1.33,24,31,-7,-0.30,+0.57,23.2,39.6,-16.3,-0.71,+0.21
1632,Paul Lasne,fr FRA,"MF,FW",Brest,fr Ligue 1,30,19,1224,64,48.6,13.6,14,83,9,5,13,6,1.26,15,21,-6,-0.44,-0.65,14.0,25.7,-11.7,-0.86,-0.64
1633,Toni Lato,es ESP,"DF,MF",Osasuna,es La Liga,21,8,470,59,13.7,5.2,6,76,2,2,6,4,1.63,8,8,0,0.00,+0.24,6.3,6.9,-0.5,-0.10,-0.12
1634,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,29,23,1373,60,44.9,15.3,15,77,7,8,26,4,1.22,16,24,-8,-0.52,+0.17,19.8,24.9,-5.1,-0.34,0.00
1635,Vincent Laurini,fr FRA,DF,Parma,it Serie A,30,15,884,59,25.8,9.8,10,77,3,5,23,17,1.60,17,18,-1,-0.10,-0.10,14.3,16.6,-2.3,-0.23,+0.25
1636,Wesley Lautoa,nc NCL,"MF,DF",Dijon,fr Ligue 1,31,23,1869,81,74.2,20.8,21,85,16,2,40,1,1.17,24,29,-5,-0.24,+0.45,21.7,30.7,-9.0,-0.43,-0.58
1637,Marcos Lavín,es ESP,GK,Getafe,es La Liga,22,0,,,,,0,,0,0,,6,,,,,,,,,,,
1638,Diego Laxalt,uy URU,"DF,MF",Torino,it Serie A,26,16,596,37,17.4,6.6,4,82,2,12,22,3,1.25,3,15,-12,-1.81,-1.49,6.7,14.7,-7.9,-1.20,-0.94
1639,Diego Laxalt,uy URU,DF,Milan,it Serie A,26,4,172,43,5.0,1.9,1,90,1,3,27,14,2.00,3,1,+2,+1.05,+0.63,2.4,2.4,0.0,0.00,-0.49
1640,Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,eng Premier League,23,13,480,37,14.0,5.3,4,79,1,9,18,0,1.00,4,13,-9,-1.69,-1.35,3.8,9.9,-6.1,-1.14,-0.40
1641,Valentino Lazaro,at AUT,DF,Inter,it Serie A,23,6,323,54,9.4,3.6,3,81,0,3,27,14,2.67,5,5,0,0.00,-1.31,6.7,3.6,+3.2,+0.88,+0.14
1642,Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,28,38,3239,85,94.7,36.0,37,86,28,1,45,0,1.29,43,48,-5,-0.14,-0.64,47.2,48.4,-1.2,-0.03,+0.98
1643,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,25,32,2548,80,74.5,28.3,29,85,19,3,30,4,2.00,52,33,+19,+0.67,-1.19,48.7,38.1,+10.7,+0.38,-0.26
1644,Mickaël Le Bihan,fr FRA,"FW,DF",Nice,fr Ligue 1,29,2,100,50,4.0,1.1,1,91,1,1,9,0,1.50,2,1,+1,+0.90,+0.83,1.8,0.9,+0.9,+0.82,+1.16
1645,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,22,31,2394,77,70.0,26.6,25,88,24,6,32,5,1.68,37,30,+7,+0.26,+0.18,33.2,28.6,+4.6,+0.17,+0.07
1646,Damien Le Tallec,fr FRA,"MF,DF",Montpellier,fr Ligue 1,29,28,2458,88,97.5,27.3,28,88,24,0,,0,1.43,34,33,+1,+0.04,+0.04,34.4,33.7,+0.7,+0.03,+0.29
1647,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,23,20,1079,54,42.8,12.0,12,81,5,8,14,6,1.80,12,7,+5,+0.42,-0.15,14.6,12.3,+2.4,+0.20,-0.09
1648,Leandrinho,br BRA,MF,Napoli,it Serie A,20,0,,,,,0,,0,0,,5,,,,,,,,,,,
1649,Rafael Leão,pt POR,FW,Milan,it Serie A,20,31,1404,45,41.1,15.6,12,75,5,19,26,7,1.52,30,21,+9,+0.58,+0.22,26.8,21.3,+5.5,+0.35,-0.19
1650,Adrien Lebeau,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,2,13,7,0.5,0.1,0,,0,2,6,8,0.50,0,0,0,0.00,0.00,0.9,0.0,+0.8,+5.75,+5.71
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1651,Mathew Leckie,au AUS,"DF,FW",Hertha BSC,de Bundesliga,28,7,195,28,6.4,2.2,1,90,1,6,18,7,1.14,5,5,0,0.00,+0.35,2.6,4.9,-2.2,-1.04,-0.75
1652,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,28,2520,90,100.0,28.0,28,90,28,0,,0,1.43,44,44,0,0.00,,48.9,42.7,+6.1,+0.22,
1653,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,26,2252,87,89.4,25.0,25,90,23,1,12,0,1.46,38,34,+4,+0.16,+0.50,32.4,39.8,-7.3,-0.29,+0.01
1654,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,10,842,84,33.4,9.4,8,90,8,2,60,10,0.50,11,23,-12,-1.28,-0.91,6.3,18.2,-11.9,-1.27,-1.27
1655,Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,27,33,1719,52,50.3,19.1,21,71,4,12,19,5,0.36,14,27,-13,-0.68,+0.27,19.5,25.0,-5.5,-0.29,+0.08
1656,Toni Leistner,de GER,DF,Köln,de Bundesliga,28,13,1012,78,33.1,11.2,11,85,9,2,40,2,1.00,21,21,0,0.00,+0.79,17.7,15.4,+2.3,+0.21,+0.50
1657,Moritz Leitner,de GER,MF,Norwich City,eng Premier League,26,9,685,76,20.0,7.6,7,82,4,2,56,4,0.44,7,16,-9,-1.18,+0.13,9.1,14.3,-5.2,-0.68,+0.12
1658,Lucas Leiva,br BRA,MF,Lazio,it Serie A,32,25,1808,72,52.9,20.1,23,76,11,2,25,2,2.08,42,18,+24,+1.19,+0.47,35.9,23.1,+12.9,+0.64,+0.42
1659,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,6,442,74,12.9,4.9,4,86,3,2,50,6,0.83,5,10,-5,-1.02,-0.56,5.1,10.4,-5.3,-1.08,-0.33
1660,Iñigo Lekue,es ESP,"FW,DF",Athletic Club,es La Liga,26,14,623,45,18.2,6.9,6,83,4,8,16,17,1.29,8,13,-5,-0.72,-0.98,6.2,12.9,-6.7,-0.97,-0.95
1661,Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1,90,90,3.6,1.0,1,90,1,0,,27,0.00,0,3,-3,-3.00,-3.30,0.3,2.8,-2.5,-2.49,-2.66
1662,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,22,925,42,27.0,10.3,10,66,1,12,22,8,1.77,9,8,+1,+0.10,-0.73,14.5,6.1,+8.3,+0.81,+0.23
1663,Tim Lemperle,de GER,MF,Köln,de Bundesliga,17,1,16,16,0.5,0.2,0,,0,1,16,4,0.00,0,0,0,0.00,+0.53,0.1,0.3,-0.2,-1.07,-0.94
1664,Benjamin Leneis,de GER,GK,Augsburg,de Bundesliga,20,0,,,,,0,,0,0,,1,,,,,,,,,,,
1665,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,24,28,2424,87,70.9,26.9,28,87,24,0,,6,2.14,61,28,+33,+1.23,-0.13,49.4,27.1,+22.4,+0.83,+0.32
1666,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,32,16,496,31,14.5,5.5,4,82,3,12,14,10,1.31,3,15,-12,-2.18,-2.33,4.4,10.0,-5.5,-1.00,-1.10
1667,Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,30,2649,88,77.5,29.4,30,88,29,0,,0,1.33,40,39,+1,+0.03,-0.78,36.5,42.7,-6.2,-0.21,+0.03
1668,Christopher Lenz,de GER,"DF,MF",Union Berlin,de Bundesliga,24,26,2267,87,74.1,25.2,26,87,24,0,,0,1.15,32,44,-12,-0.48,+0.09,32.7,42.6,-9.9,-0.39,-0.06
1669,Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,2,123,62,4.9,1.4,1,91,1,1,32,26,1.50,3,3,0,0.00,+0.11,0.9,2.5,-1.6,-1.18,-0.69
1670,Pedro León,es ESP,"MF,FW",Eibar,es La Liga,32,31,1896,61,55.4,21.1,23,77,5,8,15,6,1.10,21,28,-7,-0.33,+0.26,23.7,26.5,-2.8,-0.13,+0.35
1671,Sergio León,es ESP,FW,Levante,es La Liga,30,22,672,31,19.6,7.5,6,70,0,16,16,12,1.23,7,10,-3,-0.40,-0.30,9.0,16.0,-7.0,-0.94,-0.69
1672,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,26,21,1387,66,40.6,15.4,15,83,11,6,25,2,1.14,21,34,-13,-0.84,-0.27,16.8,25.7,-8.9,-0.58,-0.47
1673,Mehdi Léris,dz ALG,"MF,FW",Sampdoria,it Serie A,21,15,509,34,14.9,5.7,3,52,0,12,29,20,0.53,4,12,-8,-1.41,-1.14,10.8,11.2,-0.3,-0.06,+0.08
1674,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,24,33,2703,82,79.0,30.0,31,85,24,2,30,1,1.00,34,48,-14,-0.47,+0.91,34.6,46.6,-12.0,-0.40,+0.29
1675,Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,10,900,90,26.3,10.0,10,90,10,0,,28,0.10,5,29,-24,-2.40,-1.47,7.9,17.4,-9.5,-0.95,-0.29
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1676,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,31,2759,89,90.2,30.7,31,89,29,0,,0,2.35,89,30,+59,+1.92,-0.77,79.5,35.0,+44.5,+1.45,-0.67
1677,Alfie Lewis,eng ENG,MF,West Ham,eng Premier League,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
1678,Harry Lewis,eng ENG,GK,Southampton,eng Premier League,21,0,,,,,0,,0,0,,1,,,,,,,,,,,
1679,Jamal Lewis,nir NIR,DF,Norwich City,eng Premier League,21,28,2304,82,67.4,25.6,25,88,21,3,31,9,0.39,14,56,-42,-1.64,-1.08,22.0,49.3,-27.2,-1.06,-0.88
1680,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,22,777,35,30.8,8.6,6,81,2,16,18,3,0.27,5,25,-20,-2.32,-1.49,12.4,17.4,-5.0,-0.58,-0.12
1681,Stephan Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,20,1343,67,43.9,14.9,17,74,9,3,30,11,0.80,21,33,-12,-0.80,-0.49,20.6,27.8,-7.2,-0.48,-0.15
1682,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,31,22,1489,68,61.3,16.5,16,85,11,6,22,2,1.45,24,23,+1,+0.06,+0.16,24.4,23.5,+0.9,+0.05,-0.06
1683,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,22,1817,83,59.4,20.2,20,89,19,2,17,7,1.77,35,23,+12,+0.59,+1.39,28.3,36.2,-7.9,-0.39,+0.33
1684,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,19,29,2450,84,71.6,27.2,26,90,25,3,41,6,2.24,54,31,+23,+0.84,-0.08,49.9,33.9,+15.9,+0.59,-0.36
1685,Isaac Lihadji,fr FRA,MF,Marseille,fr Ligue 1,17,2,25,13,1.0,0.3,0,,0,2,12,4,0.50,0,1,-1,-3.60,-4.07,0.2,0.9,-0.7,-2.54,-2.72
1686,Lillo,es ESP,DF,Osasuna,es La Liga,30,4,195,49,5.7,2.2,2,90,2,2,8,1,1.50,2,4,-2,-0.92,-0.76,2.1,2.8,-0.7,-0.32,-0.34
1687,Anderson Lima,br BRA,"MF,DF",Lazio,it Serie A,19,6,62,10,1.8,0.7,0,,0,6,10,24,1.50,3,2,+1,+1.45,+0.49,2.4,1.4,+0.9,+1.38,+0.95
1688,Lucas Lima,br BRA,"FW,DF",Nantes,fr Ligue 1,27,3,270,90,10.7,3.0,3,90,3,0,,0,1.33,3,3,0,0.00,+0.12,3.5,2.9,+0.6,+0.20,+0.28
1689,Anthony Limbombe,be BEL,"FW,MF",Nantes,fr Ligue 1,25,4,151,38,6.0,1.7,2,66,0,2,10,0,1.00,2,1,+1,+0.60,+0.75,1.3,2.2,-0.9,-0.55,-0.54
1690,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,25,35,3092,88,90.4,34.4,35,88,33,0,,0,1.80,61,32,+29,+0.84,+0.57,57.3,34.0,+23.2,+0.68,+0.32
1691,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,24,28,2019,72,59.0,22.4,22,84,14,6,28,4,1.07,31,44,-13,-0.58,-0.32,29.7,37.2,-7.6,-0.34,-0.52
1692,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,eng Premier League,26,22,935,43,27.3,10.4,9,72,0,13,22,4,1.55,16,14,+2,+0.19,-0.82,18.3,11.1,+7.2,+0.70,+0.07
1693,Pol Lirola,es ESP,DF,Fiorentina,it Serie A,21,35,2648,76,77.4,29.4,30,82,20,5,36,2,1.29,37,37,0,0.00,-0.35,39.0,36.8,+2.2,+0.07,-0.22
1694,Eric Lirussi,it ITA,FW,Udinese,it Serie A,18,0,,,,,0,,0,0,,5,,,,,,,,,,,
1695,Ulysses Llanez,us USA,FW,Wolfsburg,de Bundesliga,18,0,,,,,0,,0,0,,2,,,,,,,,,,,
1696,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,25,29,2327,80,68.0,25.9,27,84,22,2,23,2,1.28,37,32,+5,+0.19,-0.05,33.0,26.4,+6.5,+0.25,+0.31
1697,Fernando Llorente,es ESP,FW,Napoli,it Serie A,34,17,501,29,14.6,5.6,3,82,1,14,18,6,1.24,10,8,+2,+0.36,+0.08,12.5,8.2,+4.2,+0.76,+0.37
1698,Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,es La Liga,24,29,1368,47,40.0,15.2,16,70,5,13,19,8,1.97,23,18,+5,+0.33,-0.50,21.4,16.2,+5.2,+0.34,-0.50
1699,Gautier Lloris,fr FRA,DF,Nice,fr Ligue 1,24,3,270,90,10.7,3.0,3,90,3,0,,5,1.00,4,7,-3,-1.00,-1.24,4.0,5.2,-1.2,-0.40,-0.12
1700,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,32,21,1807,86,52.8,20.1,21,86,20,0,,0,1.86,36,21,+15,+0.75,+0.80,24.2,31.0,-6.7,-0.34,-0.36
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1701,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,eng Premier League,23,28,1492,53,43.6,16.6,15,80,7,13,23,4,1.43,24,18,+6,+0.36,-0.01,20.9,23.5,-2.7,-0.16,+0.01
1702,Simone Lo Faso,it ITA,FW,Lecce,it Serie A,21,0,,,,,0,,0,0,,12,,,,,,,,,,,
1703,Julen Lobete,es ESP,FW,Real Sociedad,es La Liga,18,0,,,,,0,,0,0,,8,,,,,,,,,,,
1704,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,24,14,752,54,22.0,8.4,9,74,3,5,17,5,2.21,18,9,+9,+1.08,+1.01,15.5,7.7,+7.8,+0.94,+0.63
1705,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,17,1383,81,40.4,15.4,17,81,9,0,,1,0.82,11,23,-12,-0.78,-0.78,16.7,19.7,-2.9,-0.19,-0.05
1706,Jürgen Locadia,nl NED,"FW,MF",Brighton,eng Premier League,25,2,86,43,2.5,1.0,1,63,0,1,23,1,1.50,1,1,0,0.00,+0.40,0.4,1.4,-1.0,-1.04,-0.81
1707,Jürgen Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,11,530,48,17.3,5.9,5,73,2,6,27,5,1.27,12,10,+2,+0.34,+0.41,11.5,8.8,+2.6,+0.45,+0.66
1708,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,21,33,2586,78,75.6,28.7,31,82,17,2,26,4,1.45,54,43,+11,+0.38,+0.92,43.4,46.9,-3.4,-0.12,+0.50
1709,Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,32,2396,75,70.1,26.6,28,82,21,4,22,3,1.69,37,21,+16,+0.60,-0.10,35.8,22.0,+13.8,+0.52,-0.41
1710,Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,eng Premier League,23,7,208,30,6.1,2.3,2,60,0,5,18,4,2.14,4,3,+1,+0.43,+0.04,4.6,4.1,+0.5,+0.22,-0.62
1711,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,5,192,38,7.6,2.1,2,76,1,3,13,5,0.60,0,2,-2,-0.94,-0.63,2.6,2.8,-0.3,-0.12,+0.18
1712,Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,26,0,,,,,0,,0,0,,5,,,,,,,,,,,
1713,Alessandro Lombardi,it ITA,MF,Cagliari,it Serie A,19,0,,,,,0,,0,0,,11,,,,,,,,,,,
1714,Pablo Lombo,es ESP,GK,Leganés,es La Liga,20,0,,,,,0,,0,0,,12,,,,,,,,,,,
1715,Andy Lonergan,ie IRL,GK,Liverpool,eng Premier League,35,0,,,,,0,,0,0,,2,,,,,,,,,,,
1716,Kevin Long,ie IRL,DF,Burnley,eng Premier League,28,8,564,71,16.5,6.3,6,90,6,2,12,21,1.50,7,5,+2,+0.32,+0.60,8.0,7.5,+0.5,+0.08,+0.16
1717,Shane Long,ie IRL,FW,Southampton,eng Premier League,32,26,1395,54,40.8,15.5,15,77,2,11,22,5,1.54,21,20,+1,+0.06,+0.51,21.9,18.3,+3.6,+0.24,+0.25
1718,Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,9,575,64,16.8,6.4,6,90,5,3,12,13,1.00,7,11,-4,-0.63,-0.12,4.8,11.1,-6.3,-0.99,-0.23
1719,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,23,1378,60,40.3,15.3,14,84,11,9,23,3,1.13,15,26,-11,-0.72,-0.32,11.3,24.5,-13.2,-0.86,-0.11
1720,Ademola Lookman,ng NGA,"FW,MF",RB Leipzig,de Bundesliga,21,11,309,28,10.1,3.4,1,90,1,10,22,19,1.27,6,7,-1,-0.29,-1.76,7.3,6.0,+1.2,+0.36,-0.66
1721,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,26,2340,90,92.9,26.0,26,90,26,0,,0,1.42,38,25,+13,+0.50,-0.50,35.1,25.1,+10.0,+0.39,+0.12
1722,Rony Lopes,pt POR,FW,Sevilla,es La Liga,23,5,134,27,3.9,1.5,2,55,0,3,8,17,1.20,4,4,0,0.00,-0.55,2.3,2.1,+0.1,+0.10,-0.37
1723,Rony Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1,80,80,3.2,0.9,1,80,0,0,,0,0.00,0,3,-3,-3.38,-3.49,0.5,0.8,-0.2,-0.26,-0.50
1724,Adrián López,es ESP,FW,Osasuna,es La Liga,31,26,1443,56,42.2,16.0,17,71,0,9,26,4,1.27,18,21,-3,-0.19,+0.04,22.9,20.1,+2.8,+0.17,+0.30
1725,David López,es ESP,"DF,MF",Espanyol,es La Liga,29,32,2455,77,71.8,27.3,29,83,19,3,16,0,0.59,18,40,-22,-0.81,+0.03,27.4,36.5,-9.1,-0.33,-0.02
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1726,Diego López,es ESP,GK,Espanyol,es La Liga,37,36,3232,90,94.5,35.9,36,90,35,0,,0,0.58,25,58,-33,-0.92,-1.88,35.7,50.1,-14.4,-0.40,-1.36
1727,Iván López,es ESP,DF,Leganés,es La Liga,20,0,,,,,0,,0,0,,4,,,,,,,,,,,
1728,Javi López,es ESP,DF,Alavés,es La Liga,17,1,90,90,2.6,1.0,1,90,1,0,,3,0.00,0,6,-6,-6.00,-5.49,0.2,2.9,-2.7,-2.69,-2.26
1729,Javi López,es ESP,DF,Espanyol,es La Liga,33,17,1384,81,40.5,15.4,16,86,12,1,1,14,1.00,17,22,-5,-0.33,+0.82,18.8,21.3,-2.4,-0.16,+0.28
1730,Lluis López,es ESP,DF,Espanyol,es La Liga,22,4,300,75,8.8,3.3,3,90,3,1,30,4,0.25,2,7,-5,-1.50,-0.75,2.7,3.9,-1.2,-0.37,-0.05
1731,Luis López,es ESP,GK,Real Madrid,es La Liga,18,0,,,,,0,,0,0,,1,,,,,,,,,,,
1732,Maxime Lopez,fr FRA,"MF,FW",Marseille,fr Ligue 1,21,23,1110,48,44.0,12.3,13,77,4,10,11,5,2.17,17,18,-1,-0.08,-0.91,12.6,16.6,-4.0,-0.32,-0.86
1733,Pau López,es ESP,GK,Roma,it Serie A,24,32,2880,90,84.2,32.0,32,90,32,0,,2,1.88,69,45,+24,+0.75,+0.42,64.2,39.6,+24.6,+0.77,+0.89
1734,Roberto López,es ESP,"FW,MF",Real Sociedad,es La Liga,19,3,51,17,1.5,0.6,0,,0,3,17,8,0.00,2,2,0,0.00,-0.21,0.7,1.1,-0.5,-0.83,-1.00
1735,Unai López,es ESP,MF,Athletic Club,es La Liga,23,26,1787,69,52.3,19.9,24,72,6,2,34,6,1.62,23,19,+4,+0.20,+0.26,20.7,24.1,-3.4,-0.17,+0.04
1736,Losada,es ESP,"MF,FW",Celta Vigo,es La Liga,17,2,13,7,0.4,0.1,0,,0,2,7,5,0.00,1,0,+1,+6.92,+7.27,0.4,0.5,-0.1,-0.96,-0.80
1737,Jonas Lössl,dk DEN,GK,Everton,eng Premier League,30,0,,,,,0,,0,0,,13,,,,,,,,,,,
1738,Albert Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,1,45,45,1.8,0.5,1,45,0,0,,0,0.00,1,3,-2,-4.00,-4.29,0.8,1.0,-0.2,-0.47,-0.24
1739,Imran Louza,ma MAR,"MF,FW",Nantes,fr Ligue 1,20,24,2009,84,79.7,22.3,22,89,17,2,24,2,1.42,24,27,-3,-0.13,-0.13,23.9,25.7,-1.8,-0.08,-0.17
1740,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,19,1,9,9,0.3,0.1,0,,0,1,9,6,1.00,0,0,0,0.00,+0.11,0.0,0.1,-0.1,-0.86,-0.77
1741,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,30,10,777,78,22.7,8.6,9,84,8,1,18,10,2.50,19,11,+8,+0.93,-0.57,15.4,9.4,+6.0,+0.69,-0.17
1742,Eduard Löwen,de GER,MF,Augsburg,de Bundesliga,22,16,671,42,21.9,7.5,7,76,2,9,16,1,0.75,7,13,-6,-0.80,-0.35,6.2,13.8,-7.6,-1.02,-0.79
1743,Eduard Löwen,de GER,MF,Hertha BSC,de Bundesliga,22,7,314,45,10.3,3.5,2,90,2,5,27,3,0.71,5,10,-5,-1.43,-1.24,3.6,5.9,-2.4,-0.68,-0.38
1744,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,30,17,1530,90,44.7,17.0,17,90,17,0,,9,1.12,17,31,-14,-0.82,-1.16,18.9,24.1,-5.3,-0.31,-0.45
1745,Hirving Lozano,mx MEX,"FW,MF",Napoli,it Serie A,24,26,1025,39,30.0,11.4,10,71,1,16,20,9,1.08,17,11,+6,+0.53,+0.34,19.3,10.2,+9.1,+0.80,+0.51
1746,Pol Lozano,es ESP,MF,Espanyol,es La Liga,19,5,173,35,5.1,1.9,2,71,1,3,10,12,0.20,0,1,-1,-0.52,+0.31,1.2,1.5,-0.3,-0.16,+0.18
1747,Sergio Lozano,es ESP,MF,Villarreal,es La Liga,20,0,,,,,0,,0,0,,11,,,,,,,,,,,
1748,Jan Luca Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1,90,90,2.9,1.0,1,90,1,0,,2,0.00,1,5,-4,-4.00,-3.00,1.6,2.9,-1.4,-1.37,-0.56
1749,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,21,11,200,18,7.9,2.2,1,74,0,10,13,11,1.45,4,2,+2,+0.90,+0.40,3.5,1.5,+2.0,+0.91,+0.58
1750,Fabio Lucioni,it ITA,DF,Lecce,it Serie A,31,36,3132,87,91.6,34.8,36,87,34,0,,0,0.97,51,75,-24,-0.69,+2.12,51.0,75.0,-24.0,-0.69,+1.43
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
