Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1418,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,26,18.1,9,0.50,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1419,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,31,18.7,24,1.28,21,1,0,0,1,1,3,0.16,3,0,0,0,0,0
1420,Toni Lato,es ESP,DF,Valencia,es La Liga,22,8.1,8,0.99,5,2,1,0,0,0,1,0.12,0,0,1,0,0,0
1421,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,30,20.0,49,2.45,32,10,2,2,2,1,3,0.15,2,1,0,0,0,0
1422,Armand Lauriente,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,18.0,91,5.05,47,12,16,11,5,0,10,0.55,7,0,2,1,0,0
1423,Vincent Laurini,fr FRA,DF,Parma,it Serie A,31,9.7,9,0.93,6,1,0,0,1,1,2,0.21,2,0,0,0,0,0
1424,Lauti,uy URU,FW,Celta Vigo,es La Liga,19,0.2,,,,,,,,,,,,,,,,
1425,Wesley Lautoa,nc NCL,"MF,DF",Dijon,fr Ligue 1,32,17.9,18,1.01,17,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1426,Valentino Lazaro,at AUT,"DF,FW",M'Gladbach,de Bundesliga,24,13.8,34,2.47,29,3,0,1,1,0,2,0.15,2,0,0,0,0,0
1427,Darko Lazović,rs SRB,"DF,MF",Hellas Verona,it Serie A,29,27.8,66,2.37,54,5,4,3,0,0,7,0.25,7,0,0,0,0,0
1428,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,26,29.0,69,2.38,54,3,3,4,5,0,10,0.34,7,0,1,1,1,0
1429,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,fr Ligue 1,22,9.1,20,2.20,12,0,2,1,3,2,5,0.55,3,0,0,0,1,1
1430,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,20,20.2,60,2.97,42,10,2,2,3,1,8,0.40,3,4,0,1,0,0
1431,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,30,25.6,44,1.72,37,5,0,0,2,0,1,0.04,1,0,0,0,0,0
1432,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,30,1.4,2,1.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1433,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,23,30.5,16,0.52,9,1,0,2,3,1,6,0.20,2,0,0,2,2,0
1434,Damien Le Tallec,fr FRA,"MF,DF",Montpellier,fr Ligue 1,30,13.6,11,0.81,9,0,1,1,0,0,3,0.22,2,0,0,1,0,0
1435,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,24,2.8,9,3.19,6,0,1,2,0,0,1,0.35,1,0,0,0,0,0
1436,Rafael Leão,pt POR,FW,Milan,it Serie A,21,21.4,66,3.09,45,0,10,6,5,0,6,0.28,5,0,1,0,0,0
1437,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,34,36.8,7,0.19,5,2,0,0,0,0,1,0.03,1,0,0,0,0,0
1438,Mathew Leckie,au AUS,"FW,DF",Hertha BSC,de Bundesliga,29,5.6,12,2.14,11,0,0,0,1,0,1,0.18,1,0,0,0,0,0
1439,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,29,28.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1440,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,27,32.0,10,0.31,6,4,0,0,0,0,0,0.00,0,0,0,0,0,0
1441,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,27,22.9,55,2.40,40,1,4,5,3,2,5,0.22,4,0,0,1,0,0
1442,Lucas Leiva,br BRA,MF,Lazio,it Serie A,33,23.7,36,1.52,33,1,0,0,1,1,2,0.08,1,0,0,0,1,0
1443,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,29,33.5,22,0.66,17,2,0,3,0,0,3,0.09,1,0,0,2,0,0
1444,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,27,7.2,16,2.24,13,2,1,0,0,0,0,0.00,0,0,0,0,0,0
1445,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,24,15.2,45,2.96,26,13,3,0,3,0,8,0.53,5,2,0,0,1,0
1446,Mario Lemina,ga GAB,MF,Fulham,eng Premier League,26,18.9,27,1.43,18,0,5,2,1,1,2,0.11,0,0,0,0,1,1
1447,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,33,21.5,36,1.68,32,2,0,2,0,0,3,0.14,2,0,0,1,0,0
1448,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,25,27.5,27,0.98,27,0,0,0,0,0,5,0.18,5,0,0,0,0,0
1449,Bernd Leno,de GER,GK,Arsenal,eng Premier League,28,34.8,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1450,Christopher Lenz,de GER,"DF,FW",Union Berlin,de Bundesliga,25,25.0,48,1.92,37,5,2,1,1,2,4,0.16,4,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1451,Pedro León,es ESP,"MF,FW",Eibar,es La Liga,33,10.4,34,3.27,17,10,3,2,2,0,2,0.19,1,1,0,0,0,0
1452,Sergio León,es ESP,FW,Levante,es La Liga,31,8.3,15,1.80,11,0,1,1,1,1,2,0.24,2,0,0,0,0,0
1453,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,27,12.9,22,1.71,21,1,0,0,0,0,3,0.23,3,0,0,0,0,0
1454,Mehdi Léris,dz ALG,"DF,MF",Sampdoria,it Serie A,22,4.3,15,3.48,13,1,1,0,0,0,1,0.23,1,0,0,0,0,0
1455,Khanya Leshabela,za RSA,MF,Leicester City,eng Premier League,20,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1456,Karlo Letica,hr CRO,GK,Sampdoria,it Serie A,23,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1457,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,30,17.4,39,2.24,29,5,2,1,1,1,2,0.11,2,0,0,0,0,0
1458,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,31,27.3,82,3.00,56,1,4,14,6,1,17,0.62,12,0,2,1,2,0
1459,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,22,20.4,29,1.42,25,3,0,0,1,0,2,0.10,2,0,0,0,0,0
1460,Aaron Leya Iseka,be BEL,FW,Metz,fr Ligue 1,22,11.2,21,1.87,14,0,3,0,4,0,1,0.09,0,0,1,0,0,0
1461,Yanis Lhery,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,0.3,1,3.00,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1462,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,32,20.3,76,3.75,37,33,2,1,2,1,10,0.49,5,4,0,1,0,0
1463,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,24,33.3,17,0.51,16,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1464,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,20,24.7,26,1.05,20,0,1,4,1,0,5,0.20,4,0,0,1,0,0
1465,Isaac Lihadji,fr FRA,"MF,FW",Lille,fr Ligue 1,18,2.2,12,5.51,8,2,1,0,0,1,2,0.92,2,0,0,0,0,0
1466,Dimitris Limnios,gr GRE,"MF,FW",Köln,de Bundesliga,22,4.2,9,2.14,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1467,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,26,28.7,15,0.52,15,0,0,0,0,0,4,0.14,4,0,0,0,0,0
1468,Karol Linetty,pl POL,MF,Torino,it Serie A,25,20.4,42,2.06,33,0,6,1,2,0,1,0.05,0,0,0,1,0,0
1469,Jesse Lingard,eng ENG,"MF,FW",West Ham,eng Premier League,27,15.8,63,3.99,46,5,2,5,5,0,12,0.76,6,2,1,2,1,0
1470,Pol Lirola,es ESP,"DF,FW",Fiorentina,it Serie A,22,5.5,14,2.51,11,1,1,0,1,0,3,0.54,2,0,0,0,1,0
1471,Pol Lirola,es ESP,"DF,FW",Marseille,fr Ligue 1,22,17.3,38,2.20,29,1,4,0,3,1,3,0.17,3,0,0,0,0,0
1472,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,30,13.8,9,0.65,8,0,0,1,0,0,1,0.07,1,0,0,0,0,0
1473,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,26,13.4,7,0.52,6,0,0,1,0,0,1,0.07,1,0,0,0,0,0
1474,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,26,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1475,Fernando Llorente,es ESP,FW,Udinese,it Serie A,35,7.9,15,1.89,11,0,0,2,1,1,1,0.13,0,0,0,1,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1476,Fernando Llorente,es ESP,"FW,MF",Napoli,it Serie A,35,0.6,2,3.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1477,Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,es La Liga,25,32.8,91,2.77,71,0,9,4,4,3,18,0.55,14,0,3,0,0,1
1478,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,33,38.0,2,0.05,1,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1479,Giovani Lo Celso,ar ARG,MF,Tottenham,eng Premier League,24,10.5,32,3.05,23,3,0,1,4,1,4,0.38,4,0,0,0,0,0
1480,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,25,1.7,1,0.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1481,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,22,32.0,104,3.25,86,4,4,4,4,2,13,0.41,10,1,0,0,1,1
1482,Renan Lodi,br BRA,"DF,FW",Atlético Madrid,es La Liga,22,12.5,28,2.23,17,5,2,1,2,1,5,0.40,5,0,0,0,0,0
1483,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,24,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1484,Ruben Loftus-Cheek,eng ENG,"MF,FW",Fulham,eng Premier League,24,21.2,62,2.92,36,0,9,4,10,3,0,0.00,0,0,0,0,0,0
1485,Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,27,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1486,Kevin Long,ie IRL,DF,Burnley,eng Premier League,29,7.1,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1487,Shane Long,ie IRL,FW,Southampton,eng Premier League,33,2.3,3,1.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1488,Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,4.2,5,1.19,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1489,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,22,15.7,29,1.85,17,7,1,1,3,0,3,0.19,1,1,0,0,1,0
1490,Ademola Lookman,ng NGA,"FW,MF",Fulham,eng Premier League,22,30.5,127,4.16,82,24,6,9,6,0,9,0.29,5,2,1,1,0,0
1491,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,29,38.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1492,Rony Lopes,pt POR,"FW,MF",Nice,fr Ligue 1,24,19.8,67,3.38,33,23,5,5,0,1,5,0.25,4,0,1,0,0,0
1493,Adrián López,es ESP,"FW,MF",Osasuna,es La Liga,32,5.3,16,3.00,11,0,2,2,1,0,2,0.37,2,0,0,0,0,0
1494,Javi López,es ESP,"DF,MF",Alavés,es La Liga,18,2.8,6,2.18,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1495,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,22,20.7,56,2.71,47,5,3,0,0,1,2,0.10,0,0,2,0,0,0
1496,Maxime Lopez,fr FRA,"FW,MF",Marseille,fr Ligue 1,22,1.5,4,2.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1497,Pedro López Muñoz,es ESP,DF,Huesca,es La Liga,36,11.9,23,1.94,22,1,0,0,0,0,2,0.17,1,1,0,0,0,0
1498,Pau López,es ESP,GK,Roma,it Serie A,25,20.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1499,Roberto López,es ESP,"MF,FW",Real Sociedad,es La Liga,20,5.6,20,3.55,11,4,1,4,0,0,1,0.18,0,1,0,0,0,0
1500,Unai López,es ESP,MF,Athletic Club,es La Liga,24,15.8,50,3.16,33,11,1,3,1,1,1,0.06,1,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1501,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,18,2.8,6,2.11,6,0,0,0,0,0,1,0.35,1,0,0,0,0,0
1502,Jordan Lotomba,ch SUI,"DF,MF",Nice,fr Ligue 1,21,23.6,32,1.36,27,2,1,1,1,0,9,0.38,7,0,0,1,1,0
1503,Adrien Louveau,fr FRA,MF,Lens,fr Ligue 1,20,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1504,Imran Louza,ma MAR,MF,Nantes,fr Ligue 1,21,26.4,61,2.31,35,14,0,5,5,2,4,0.15,2,1,0,1,0,0
1505,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,20,15.4,8,0.55,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1506,Max Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23,6.1,8,1.31,4,0,2,1,1,0,0,0.00,0,0,0,0,0,0
1507,Eduard Löwen,de GER,"MF,DF",Hertha BSC,de Bundesliga,23,0.9,1,1.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1508,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,31,34.0,61,1.79,49,6,2,1,1,2,4,0.12,4,0,0,0,0,0
1509,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,27,16.9,42,2.48,21,0,7,5,7,2,5,0.30,3,0,0,2,0,0
1510,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,25,21.8,87,3.98,57,0,6,6,15,3,10,0.46,5,0,1,1,2,1
1511,Jan Luca Schuler,de GER,FW,Schalke 04,de Bundesliga,21,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1512,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,22,1.9,11,5.76,6,0,3,2,0,0,1,0.52,1,0,0,0,0,0
1513,Jean Lucas,br BRA,"MF,FW",Brest,fr Ligue 1,22,11.2,24,2.14,16,0,2,4,2,0,4,0.36,2,0,0,2,0,0
1514,Anderson Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23,17.8,27,1.51,16,3,0,1,7,0,2,0.11,1,1,0,0,0,0
1515,Jeison Lucumí,co COL,MF,Elche,es La Liga,25,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1516,Kilian Ludewig,de GER,"DF,FW",Schalke 04,de Bundesliga,20,5.8,10,1.73,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1517,Florentino Luís,pt POR,MF,Monaco,fr Ligue 1,20,2.7,5,1.87,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1518,José Luis Gayà,es ESP,DF,Valencia,es La Liga,25,31.6,63,1.99,56,3,1,1,1,1,11,0.35,10,1,0,0,0,0
1519,José Luis Morales,es ESP,"MF,FW",Levante,es La Liga,33,27.1,73,2.69,47,10,7,4,3,2,11,0.41,8,0,3,0,0,0
1520,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,30,27.0,16,0.59,15,0,0,0,0,1,3,0.11,3,0,0,0,0,0
1521,Luisinho,pt POR,DF,Huesca,es La Liga,35,2.0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1522,Luismi,es ESP,"MF,DF",Elche,es La Liga,28,1.9,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1523,David Luiz,br BRA,DF,Arsenal,eng Premier League,33,15.5,14,0.90,10,0,1,2,1,0,0,0.00,0,0,0,0,0,0
1524,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,22,30.9,52,1.68,47,3,0,1,1,0,7,0.23,6,1,0,0,0,0
1525,Romelu Lukaku,be BEL,FW,Inter,it Serie A,27,32.0,127,3.96,91,0,18,13,5,0,28,0.87,18,0,5,5,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1526,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,de Bundesliga,22,20.6,47,2.28,38,2,5,2,0,0,7,0.34,7,0,0,0,0,0
1527,Saša Lukić,rs SRB,MF,Torino,it Serie A,23,23.4,60,2.56,46,2,3,1,8,0,2,0.09,1,0,0,0,1,0
1528,Senad Lulić,ba BIH,DF,Lazio,it Serie A,34,8.0,10,1.25,7,0,3,0,0,0,0,0.00,0,0,0,0,0,0
1529,John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,26,22.6,50,2.21,41,5,1,1,2,0,5,0.22,4,1,0,0,0,0
1530,Sebastiano Luperto,it ITA,DF,Crotone,it Serie A,23,20.9,11,0.53,9,1,1,0,0,0,0,0.00,0,0,0,0,0,0
1531,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,33,30.8,3,0.10,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1532,Lyanco,br BRA,DF,Torino,it Serie A,23,21.8,17,0.78,16,0,0,1,0,0,2,0.09,2,0,0,0,0,0
1533,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,26,26.9,33,1.23,21,9,0,3,0,0,2,0.07,2,0,0,0,0,0
1534,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,30,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1535,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,21,12.4,34,2.74,29,0,2,2,1,0,2,0.16,2,0,0,0,0,0
1536,Darwin Machís,ve VEN,"FW,MF",Granada,es La Liga,27,22.5,64,2.84,32,9,7,8,7,1,10,0.44,4,1,2,2,1,0
1537,Tim Maciejewski,de GER,FW,Union Berlin,de Bundesliga,19,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1538,Luca Mack,de GER,MF,Stuttgart,de Bundesliga,20,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1539,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,6.0,4,0.67,4,0,0,0,0,0,1,0.17,1,0,0,0,0,0
1540,James Maddison,eng ENG,MF,Leicester City,eng Premier League,23,23.3,113,4.85,63,22,7,7,12,2,10,0.43,8,0,0,0,2,0
1541,Mikail Maden,no NOR,FW,Schalke 04,de Bundesliga,18,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1542,Pablo Maffeo,es ESP,DF,Huesca,es La Liga,23,21.8,54,2.47,34,4,9,1,4,2,7,0.32,6,0,0,0,0,1
1543,Lisandro Magallán,ar ARG,DF,Crotone,it Serie A,26,24.2,20,0.82,16,1,0,2,1,0,3,0.12,3,0,0,0,0,0
1544,Christian Maggio,it ITA,DF,Benevento,it Serie A,38,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1545,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,22,24.6,35,1.42,25,0,1,4,3,2,4,0.16,3,0,0,1,0,0
1546,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,35,4.9,8,1.64,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1547,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,24,16.8,5,0.30,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1548,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,22,6.7,13,1.94,12,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1549,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27,33.9,38,1.12,30,0,0,6,0,2,7,0.21,5,0,0,1,0,1
1550,Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,20,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1551,Hicham Mahou,fr FRA,FW,Nice,fr Ligue 1,21,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1552,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,29,21.7,91,4.20,63,9,5,8,3,3,17,0.79,11,1,3,2,0,0
1553,Arne Maier,de GER,MF,Arminia,de Bundesliga,21,11.5,29,2.52,20,5,1,3,0,0,3,0.26,2,0,1,0,0,0
1554,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,21,0.3,2,6.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1555,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,24,29.9,74,2.47,60,0,3,3,7,1,10,0.33,7,0,1,1,1,0
1556,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,25,38.0,5,0.13,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1557,Ainsley Maitland-Niles,eng ENG,"MF,DF",Arsenal,eng Premier League,22,5.4,11,2.02,6,1,2,0,1,1,2,0.37,0,0,0,0,1,1
1558,Ainsley Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,22,13.7,22,1.61,19,0,1,0,2,0,2,0.15,1,0,0,0,1,0
1559,Josh Maja,ng NGA,FW,Fulham,eng Premier League,21,9.0,19,2.11,14,0,3,2,0,0,0,0.00,0,0,0,0,0,0
1560,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,21,8.9,15,1.68,13,0,0,1,1,0,0,0.00,0,0,0,0,0,0
1561,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,20,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1562,Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,fr Ligue 1,28,6.1,8,1.31,1,0,0,3,4,0,0,0.00,0,0,0,0,0,0
1563,Marco Majouga,fr FRA,"FW,MF",Nîmes,fr Ligue 1,19,1.4,6,4.29,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0
1564,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,22,5.8,6,1.04,6,0,0,0,0,0,1,0.17,1,0,0,0,0,0
1565,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,25,30.3,37,1.22,33,1,1,1,0,1,1,0.03,0,0,0,1,0,0
1566,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,28,13.4,11,0.82,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1567,Filip Malbašić,rs SRB,"FW,MF",Cádiz,es La Liga,27,9.6,10,1.05,7,0,2,0,0,1,2,0.21,1,0,1,0,0,0
1568,Kévin Malcuit,ma MAR,DF,Fiorentina,it Serie A,29,2.3,5,2.17,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0
1569,Kévin Malcuit,ma MAR,"FW,MF",Napoli,it Serie A,29,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1570,Daniel Maldini,it ITA,"FW,DF",Milan,it Serie A,18,0.3,3,9.00,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0
1571,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,27,20.8,133,6.38,91,24,7,4,7,0,19,0.91,17,2,0,0,0,0
1572,Yunus Mallı,tr TUR,MF,Wolfsburg,de Bundesliga,28,0.6,2,3.16,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1573,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,29,28.9,42,1.45,34,2,2,2,2,0,3,0.10,1,1,0,0,1,0
1574,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,24,26.0,31,1.19,26,0,0,2,1,2,1,0.04,0,0,0,0,0,1
1575,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,21,7.8,20,2.58,14,0,4,0,2,0,4,0.52,3,0,1,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1576,Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,fr Ligue 1,20,5.1,6,1.18,3,0,2,1,0,0,0,0.00,0,0,0,0,0,0
1577,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,31,25.7,36,1.40,30,5,0,0,1,0,4,0.16,3,1,0,0,0,0
1578,Gianluca Mancini,it ITA,DF,Roma,it Serie A,24,31.7,28,0.91,25,0,0,3,0,0,5,0.16,5,0,0,0,0,0
1579,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35,37.0,4,0.11,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0
1580,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,26,24.2,44,1.82,39,1,2,0,0,2,5,0.21,5,0,0,0,0,0
1581,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,28,26.6,9,0.34,8,0,0,1,0,0,2,0.08,1,0,0,1,0,0
1582,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,23,4.4,7,1.58,7,0,0,0,0,0,1,0.23,1,0,0,0,0,0
1583,Rolando Mandragora,it ITA,MF,Torino,it Serie A,23,16.9,43,2.54,32,5,0,3,3,0,5,0.30,2,1,0,2,0,0
1584,Mario Mandžukić,hr CRO,FW,Milan,it Serie A,34,2.4,4,1.70,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1585,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,28,31.2,141,4.52,95,1,15,9,18,3,16,0.51,9,0,0,3,2,2
1586,Niccolò Manfredini,it ITA,GK,Benevento,it Serie A,32,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1587,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,29,3.6,1,0.28,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1588,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,23.4,59,2.52,49,0,3,2,3,2,6,0.26,4,0,0,0,1,1
1589,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,33,29.9,81,2.71,59,18,1,2,0,1,9,0.30,7,2,0,0,0,0
1590,Vito Mannone,it ITA,GK,Monaco,fr Ligue 1,32,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
